,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,init_y_left,init_y_right
858,858,-0.7087962633682192,-0.7,1,405.0,846.0,1.0,1719.0,1,0.0,0.0
859,859,-0.25634910643881903,-0.3,1,429.0,822.0,1.0,549.0,1,0.0,0.0
860,860,0.349460120717751,0.3,0,463.0,695.0,0.0,662.0,1,0.0,0.0
861,861,-0.7495558033546004,-0.7,1,258.0,829.0,1.0,203.0,1,0.0,0.0
862,862,-0.45904563845045776,-0.5,1,253.0,560.0,1.0,397.0,1,0.0,0.0
863,863,-0.44077766658906326,-0.4,1,257.0,537.0,1.0,576.0,1,0.0,0.0
864,864,0.15165918807972356,0.2,0,325.0,613.0,0.0,452.0,1,0.0,0.0
865,865,-0.9184780813414966,-0.9,1,254.0,503.0,1.0,323.0,1,0.0,0.0
866,866,0.843309020396698,0.8,0,302.0,684.0,0.0,274.0,1,0.0,0.0
867,867,0.659319630859835,0.7,0,488.0,840.0,0.0,272.0,1,0.0,0.0
868,868,-0.05851129852589376,-0.1,1,301.0,511.0,1.0,308.0,1,0.0,0.0
869,869,0.6435840382778328,0.6,0,364.0,640.0,0.0,516.0,1,0.0,0.0
870,870,-0.0985524666524018,-0.1,1,383.0,767.0,1.0,1050.0,1,0.0,0.0
871,871,0.7662466255642537,0.8,0,360.0,831.0,0.0,489.0,1,0.0,0.0
872,872,0.5325554733558615,0.5,0,441.0,500.0,0.0,419.0,1,0.0,0.0
873,873,0.13275553246756533,0.1,0,334.0,577.0,0.0,1299.0,1,0.0,0.0
874,874,-0.5446129526935954,-0.5,1,292.0,719.0,1.0,389.0,1,0.0,0.0
875,875,-0.7856271210949788,-0.8,1,275.0,641.0,1.0,324.0,1,0.0,0.0
876,876,0.6150285029445761,0.6,0,276.0,819.0,0.0,395.0,1,0.0,0.0
877,877,0.36403700515485515,0.4,0,273.0,666.0,0.0,431.0,1,0.0,0.0
878,878,-0.545591550799436,-0.5,1,351.0,949.0,1.0,1590.0,1,0.0,0.0
879,879,-0.3824897096747757,-0.4,1,404.0,628.0,1.0,578.0,1,0.0,0.0
880,880,0.033572162507208736,0.0,0,338.0,681.0,1.0,1261.0,0,0.0,0.0
881,881,0.2728758621449008,0.3,0,461.0,543.0,0.0,386.0,1,0.0,0.0
882,882,-0.38084921111751635,-0.4,1,316.0,523.0,1.0,401.0,1,0.0,0.0
883,883,0.2975449553417313,0.3,0,348.0,864.0,0.0,818.0,1,0.0,0.0
884,884,0.6606833137076811,0.7,0,285.0,984.0,0.0,471.0,1,0.0,0.0
885,885,0.9621378843810529,1.0,0,424.0,807.0,0.0,259.0,1,0.0,0.0
886,886,-0.4738927056100857,-0.5,1,299.0,602.0,1.0,199.0,1,0.0,0.0
887,887,0.8895002056800225,0.9,0,333.0,790.0,0.0,347.0,1,0.0,0.0
888,888,0.6638242830838099,0.7,0,339.0,583.0,0.0,448.0,1,0.0,0.0
889,889,0.12066621326842575,0.1,0,449.0,685.0,0.0,706.0,1,0.0,0.0
890,890,-0.11803645812282659,-0.1,1,427.0,891.0,1.0,1102.0,1,0.0,0.0
891,891,-0.5595656133434663,-0.6,1,383.0,647.0,1.0,240.0,1,0.0,0.0
892,892,0.9978636593733257,1.0,0,432.0,579.0,0.0,289.0,1,0.0,0.0
893,893,-0.7245052572293591,-0.7,1,285.0,502.0,1.0,333.0,1,0.0,0.0
894,894,0.09679810013831425,0.1,0,425.0,600.0,1.0,2945.0,0,0.0,0.0
895,895,-0.4728414554435538,-0.5,1,426.0,948.0,1.0,1026.0,1,0.0,0.0
896,896,0.9197445758861527,0.9,0,371.0,870.0,0.0,319.0,1,0.0,0.0
897,897,-0.8412528512977877,-0.8,1,468.0,958.0,1.0,224.0,1,0.0,0.0
898,898,-0.2399458005157824,-0.2,1,453.0,855.0,1.0,262.0,1,0.0,0.0
899,899,-0.32607434398103985,-0.3,1,455.0,658.0,1.0,557.0,1,0.0,0.0
900,900,-0.1011390557812597,-0.1,1,251.0,699.0,1.0,320.0,1,0.0,0.0
901,901,-0.9593810018495468,-1.0,1,350.0,806.0,1.0,594.0,1,0.0,0.0
902,902,-0.3565780266522851,-0.4,1,308.0,645.0,1.0,487.0,1,0.0,0.0
903,903,-0.38548367447456355,-0.4,1,352.0,536.0,1.0,332.0,1,0.0,0.0
904,904,-0.9777016020895108,-1.0,1,389.0,612.0,1.0,329.0,1,0.0,0.0
905,905,-0.9715521436423535,-1.0,1,444.0,680.0,1.0,176.0,1,0.0,0.0
906,906,-0.3349202025072642,-0.3,1,311.0,814.0,1.0,445.0,1,0.0,0.0
907,907,0.16307818410216468,0.2,0,309.0,562.0,0.0,1269.0,1,0.0,0.0
908,908,0.7737268259813199,0.8,0,310.0,876.0,0.0,194.0,1,0.0,0.0
909,909,-0.8127582783231053,-0.8,1,344.0,887.0,1.0,369.0,1,0.0,0.0
910,910,-0.4365200466485939,-0.4,1,463.0,813.0,1.0,394.0,1,0.0,0.0
911,911,-0.41534427180427347,-0.4,1,338.0,763.0,1.0,489.0,1,0.0,0.0
912,912,-0.9900810520543808,-1.0,1,295.0,756.0,1.0,279.0,1,0.0,0.0
913,913,-0.2621198891212204,-0.3,1,408.0,970.0,1.0,462.0,1,0.0,0.0
914,914,0.12274854040300132,0.1,0,272.0,626.0,0.0,4102.0,1,0.0,0.0
915,915,-0.06310689331755981,-0.1,1,337.0,723.0,1.0,610.0,1,0.0,0.0
916,916,0.3943371166607157,0.4,0,362.0,945.0,0.0,1043.0,1,0.0,0.0
917,917,-0.2848228277571734,-0.3,1,302.0,510.0,1.0,338.0,1,0.0,0.0
918,918,-0.6379760141883231,-0.6,1,354.0,610.0,1.0,596.0,1,0.0,0.0
919,919,-0.15669107590151077,-0.2,1,438.0,870.0,1.0,422.0,1,0.0,0.0
920,920,-0.31807065227846376,-0.3,1,430.0,549.0,1.0,411.0,1,0.0,0.0
921,921,0.9114530276409851,0.9,0,404.0,997.0,0.0,309.0,1,0.0,0.0
922,922,0.6013592315555427,0.6,0,355.0,578.0,0.0,597.0,1,0.0,0.0
923,923,-0.9336968910666006,-0.9,1,447.0,913.0,1.0,300.0,1,0.0,0.0
924,924,0.8686387715571418,0.9,0,302.0,576.0,0.0,332.0,1,0.0,0.0
925,925,0.09872697293277888,0.1,0,442.0,875.0,0.0,923.0,1,0.0,0.0
926,926,0.7026571114361211,0.7,0,491.0,626.0,0.0,243.0,1,0.0,0.0
927,927,0.6733313772564202,0.7,0,451.0,633.0,0.0,426.0,1,0.0,0.0
928,928,0.09150207072111716,0.1,0,439.0,995.0,1.0,836.0,0,0.0,0.0
929,929,0.4032770021218359,0.4,0,401.0,527.0,0.0,462.0,1,0.0,0.0
930,930,0.8502082564354894,0.9,0,258.0,721.0,0.0,541.0,1,0.0,0.0
931,931,-0.15674476534295567,-0.2,1,309.0,981.0,1.0,980.0,1,0.0,0.0
932,932,-0.6824100423306876,-0.7,1,251.0,525.0,1.0,354.0,1,0.0,0.0
933,933,-0.9640761853605349,-1.0,1,321.0,730.0,1.0,329.0,1,0.0,0.0
934,934,0.5293589289828833,0.5,0,407.0,566.0,0.0,427.0,1,0.0,0.0
935,935,-0.7647624484160394,-0.8,1,361.0,672.0,1.0,447.0,1,0.0,0.0
936,936,-0.3558745345159038,-0.4,1,459.0,504.0,1.0,477.0,1,0.0,0.0
937,937,-0.799254186462921,-0.8,1,317.0,915.0,1.0,618.0,1,0.0,0.0
938,938,-0.3889123053931538,-0.4,1,493.0,587.0,1.0,270.0,1,0.0,0.0
939,939,0.5291477589236102,0.5,0,472.0,803.0,0.0,335.0,1,0.0,0.0
940,940,-0.48019412725699895,-0.5,1,327.0,883.0,1.0,220.0,1,0.0,0.0
941,941,0.6195464712130441,0.6,0,361.0,580.0,0.0,329.0,1,0.0,0.0
942,942,0.09474535149453867,0.1,0,316.0,901.0,0.0,493.0,1,0.0,0.0
943,943,0.14422321069310495,0.1,0,377.0,913.0,0.0,680.0,1,0.0,0.0
944,944,0.4747416973879055,0.5,0,386.0,908.0,0.0,696.0,1,0.0,0.0
945,945,-0.3902057839737214,-0.4,1,423.0,849.0,1.0,638.0,1,0.0,0.0
946,946,-0.20835926614703326,-0.2,1,464.0,804.0,1.0,1462.0,1,0.0,0.0
947,947,0.8353348821177318,0.8,0,299.0,959.0,0.0,612.0,1,0.0,0.0
948,948,-0.2966592539983295,-0.3,1,428.0,624.0,1.0,518.0,1,0.0,0.0
949,949,0.019728681748562904,0.0,0,489.0,781.0,1.0,1420.0,0,0.0,0.0
950,950,-0.814059843040011,-0.8,1,369.0,819.0,1.0,232.0,1,0.0,0.0
951,951,0.20713447930073925,0.2,0,469.0,747.0,0.0,2144.0,1,0.0,0.0
952,952,-0.09291971445728398,-0.1,1,458.0,725.0,1.0,647.0,1,0.0,0.0
953,953,0.0838013527406749,0.1,0,295.0,938.0,1.0,1057.0,0,0.0,0.0
954,954,-0.6702977742406218,-0.7,1,358.0,564.0,1.0,738.0,1,0.0,0.0
955,955,-0.29960837451798294,-0.3,1,372.0,846.0,1.0,832.0,1,0.0,0.0
956,956,0.323467475146342,0.3,0,387.0,774.0,0.0,319.0,1,0.0,0.0
957,957,-0.17785214666797744,-0.2,1,437.0,679.0,1.0,694.0,1,0.0,0.0
958,958,0.6003633316403438,0.6,0,286.0,814.0,0.0,360.0,1,0.0,0.0
959,959,0.16473193319786805,0.2,0,447.0,897.0,0.0,3656.0,1,0.0,0.0
960,960,-0.09932494625002919,-0.1,1,275.0,832.0,1.0,833.0,1,0.0,0.0
961,961,0.4896041645288345,0.5,0,267.0,750.0,0.0,383.0,1,0.0,0.0
962,962,0.7814166051143827,0.8,0,436.0,580.0,0.0,214.0,1,0.0,0.0
963,963,0.08987906597892503,0.1,0,326.0,662.0,0.0,1942.0,1,0.0,0.0
964,964,0.32624196410622885,0.3,0,287.0,591.0,0.0,1052.0,1,0.0,0.0
965,965,-0.552365050306898,-0.6,1,321.0,821.0,1.0,358.0,1,0.0,0.0
966,966,-0.7806109004761792,-0.8,1,427.0,852.0,1.0,331.0,1,0.0,0.0
967,967,0.913222481114466,0.9,0,331.0,633.0,0.0,336.0,1,0.0,0.0
968,968,-0.10650786009480373,-0.1,1,408.0,605.0,1.0,257.0,1,0.0,0.0
969,969,-0.14671463923775163,-0.1,1,465.0,747.0,1.0,858.0,1,0.0,0.0
970,970,-0.6520412854825823,-0.7,1,401.0,758.0,1.0,351.0,1,0.0,0.0
971,971,0.6919699605611784,0.7,0,288.0,753.0,0.0,419.0,1,0.0,0.0
972,972,0.9004392483717298,0.9,0,414.0,795.0,0.0,431.0,1,0.0,0.0
973,973,0.522530531436054,0.5,0,456.0,926.0,0.0,638.0,1,0.0,0.0
974,974,-0.8785352379660214,-0.9,1,489.0,501.0,1.0,360.0,1,0.0,0.0
975,975,0.689713933693479,0.7,0,408.0,885.0,0.0,867.0,1,0.0,0.0
976,976,0.18267554203802305,0.2,0,376.0,540.0,0.0,1274.0,1,0.0,0.0
977,977,0.20778968395877628,0.2,0,464.0,820.0,0.0,496.0,1,0.0,0.0
978,978,0.12435278962877638,0.1,0,369.0,566.0,0.0,1055.0,1,0.0,0.0
979,979,0.6000729782991521,0.6,0,337.0,661.0,0.0,532.0,1,0.0,0.0
980,980,-0.6943252656309669,-0.7,1,338.0,691.0,1.0,391.0,1,0.0,0.0
981,981,-0.9480149054214859,-0.9,1,281.0,845.0,1.0,604.0,1,0.0,0.0
982,982,-0.914865243698626,-0.9,1,301.0,865.0,1.0,394.0,1,0.0,0.0
983,983,-0.3667040887153572,-0.4,1,493.0,729.0,1.0,458.0,1,0.0,0.0
984,984,0.7233565615131721,0.7,0,467.0,666.0,0.0,197.0,1,0.0,0.0
985,985,-0.814202072720412,-0.8,1,293.0,962.0,1.0,515.0,1,0.0,0.0
986,986,-0.10943537346265142,-0.1,1,483.0,765.0,1.0,382.0,1,0.0,0.0
987,987,0.4431152606360129,0.4,0,298.0,889.0,0.0,783.0,1,0.0,0.0
988,988,-0.718477470461748,-0.7,1,252.0,525.0,1.0,233.0,1,0.0,0.0
989,989,-0.3282135552094647,-0.3,1,424.0,780.0,1.0,246.0,1,0.0,0.0
990,990,0.7169803285237439,0.7,0,286.0,668.0,0.0,316.0,1,0.0,0.0
991,991,0.05739451459166833,0.1,0,337.0,701.0,1.0,1102.0,0,0.0,0.0
992,992,0.10127238157603258,0.1,0,456.0,766.0,1.0,688.0,0,0.0,0.0
993,993,-0.0470053054252253,-0.0,1,259.0,765.0,1.0,976.0,1,0.0,0.0
994,994,-0.7476040445958709,-0.7,1,453.0,546.0,1.0,321.0,1,0.0,0.0
995,995,0.8271240229492811,0.8,0,250.0,736.0,0.0,264.0,1,0.0,0.0
996,996,0.2193995605509722,0.2,0,261.0,716.0,0.0,983.0,1,0.0,0.0
997,997,-0.5087184111379026,-0.5,1,398.0,611.0,1.0,391.0,1,0.0,0.0
998,998,0.3817238037091022,0.4,0,324.0,583.0,0.0,1273.0,1,0.0,0.0
999,999,-0.2827989071816175,-0.3,1,298.0,631.0,1.0,401.0,1,0.0,0.0
1000,1000,0.3330665947414979,0.3,0,430.0,680.0,0.0,770.0,1,0.0,0.0
1001,1001,-0.4167037068635895,-0.4,1,300.0,528.0,1.0,302.0,1,0.0,0.0
1002,1002,-0.8650188288383747,-0.9,1,471.0,834.0,1.0,205.0,1,0.0,0.0
1003,1003,-0.09532021937373547,-0.1,1,485.0,600.0,1.0,1045.0,1,0.0,0.0
1004,1004,-0.7968339486293192,-0.8,1,292.0,555.0,1.0,283.0,1,0.0,0.0
1005,1005,-0.829269836276227,-0.8,1,325.0,878.0,1.0,407.0,1,0.0,0.0
1006,1006,0.2500596379205464,0.3,0,485.0,505.0,0.0,740.0,1,0.0,0.0
1007,1007,0.9451236480393612,0.9,0,378.0,754.0,0.0,188.0,1,0.0,0.0
1008,1008,0.4143754994077662,0.4,0,252.0,726.0,0.0,482.0,1,0.0,0.0
1009,1009,0.07966744424976113,0.1,0,486.0,644.0,0.0,360.0,1,0.0,0.0
1010,1010,0.8657951455339461,0.9,0,456.0,979.0,0.0,325.0,1,0.0,0.0
1011,1011,-0.7589183143871627,-0.8,1,351.0,879.0,1.0,240.0,1,0.0,0.0
1012,1012,0.6005405803814559,0.6,0,345.0,588.0,0.0,347.0,1,0.0,0.0
1013,1013,0.23525996026915652,0.2,0,382.0,744.0,0.0,1354.0,1,0.0,0.0
1014,1014,-0.9212573260055146,-0.9,1,347.0,618.0,1.0,315.0,1,0.0,0.0
1015,1015,0.3718775659371354,0.4,0,382.0,604.0,0.0,964.0,1,0.0,0.0
1016,1016,-0.9335172657775517,-0.9,1,424.0,621.0,1.0,285.0,1,0.0,0.0
1017,1017,-0.2753369082328052,-0.3,1,362.0,800.0,1.0,318.0,1,0.0,0.0
1018,1018,0.13221379585904947,0.1,0,468.0,864.0,1.0,728.0,0,0.0,0.0
1019,1019,0.3645890377531691,0.4,0,430.0,636.0,0.0,694.0,1,0.0,0.0
1020,1020,-0.9329834007393831,-0.9,1,381.0,595.0,1.0,484.0,1,0.0,0.0
1021,1021,0.5108685697781465,0.5,0,350.0,620.0,0.0,350.0,1,0.0,0.0
1022,1022,-0.1787123908612147,-0.2,1,273.0,938.0,1.0,1819.0,1,0.0,0.0
1023,1023,0.6826939674178143,0.7,0,294.0,871.0,0.0,495.0,1,0.0,0.0
1024,1024,0.6328978362098425,0.6,0,469.0,654.0,0.0,797.0,1,0.0,0.0
1025,1025,0.19072150006199484,0.2,0,408.0,846.0,0.0,906.0,1,0.0,0.0
1026,1026,-0.32278590953675,-0.3,1,418.0,540.0,1.0,602.0,1,0.0,0.0
1027,1027,0.9463006537473135,0.9,0,387.0,561.0,0.0,422.0,1,0.0,0.0
1028,1028,0.38511852201067676,0.4,0,343.0,619.0,0.0,708.0,1,0.0,0.0
1029,1029,-0.818804525271555,-0.8,1,260.0,565.0,1.0,205.0,1,0.0,0.0
1030,1030,0.8684667340770729,0.9,0,457.0,831.0,0.0,722.0,1,0.0,0.0
1031,1031,0.7451283327079252,0.7,0,493.0,946.0,0.0,331.0,1,0.0,0.0
1032,1032,0.799774497502808,0.8,0,315.0,865.0,0.0,230.0,1,0.0,0.0
1033,1033,-0.6505234536918116,-0.7,1,449.0,900.0,1.0,271.0,1,0.0,0.0
1034,1034,-0.17128791021033396,-0.2,1,445.0,660.0,1.0,1255.0,1,0.0,0.0
1035,1035,0.3737492348096616,0.4,0,323.0,878.0,0.0,889.0,1,0.0,0.0
1036,1036,0.09647162746476146,0.1,0,253.0,760.0,1.0,917.0,0,0.0,0.0
1037,1037,0.23681862280034882,0.2,0,310.0,792.0,0.0,608.0,1,0.0,0.0
1038,1038,-0.5554223055047507,-0.6,1,340.0,703.0,1.0,197.0,1,0.0,0.0
1039,1039,-0.42443753978678345,-0.4,1,315.0,527.0,1.0,488.0,1,0.0,0.0
1040,1040,-0.2428418744259926,-0.2,1,286.0,990.0,1.0,254.0,1,0.0,0.0
1041,1041,0.1582336246654834,0.2,0,488.0,843.0,0.0,509.0,1,0.0,0.0
1042,1042,0.024584751972357877,0.0,0,308.0,592.0,1.0,3160.0,0,0.0,0.0
1043,1043,0.5703196858883748,0.6,0,289.0,974.0,0.0,497.0,1,0.0,0.0
1044,1044,-0.7842768032695289,-0.8,1,410.0,560.0,1.0,340.0,1,0.0,0.0
1045,1045,-0.9825287111803978,-1.0,1,256.0,705.0,1.0,279.0,1,0.0,0.0
1046,1046,-0.7804151566886357,-0.8,1,471.0,926.0,1.0,363.0,1,0.0,0.0
1047,1047,0.785224444872852,0.8,0,340.0,884.0,0.0,266.0,1,0.0,0.0
1048,1048,-0.5329808836586556,-0.5,1,381.0,956.0,1.0,643.0,1,0.0,0.0
1049,1049,-0.5406242319731185,-0.5,1,479.0,574.0,1.0,317.0,1,0.0,0.0
1050,1050,0.5764172068299849,0.6,0,400.0,902.0,0.0,848.0,1,0.0,0.0
1051,1051,0.33881478287663747,0.3,0,390.0,747.0,0.0,373.0,1,0.0,0.0
1052,1052,-0.9598831844381042,-1.0,1,406.0,933.0,1.0,531.0,1,0.0,0.0
1053,1053,0.8163452539457474,0.8,0,425.0,647.0,0.0,388.0,1,0.0,0.0
1054,1054,-0.07548724509740734,-0.1,1,281.0,796.0,1.0,1063.0,1,0.0,0.0
1055,1055,-0.8412645802239982,-0.8,1,316.0,951.0,1.0,323.0,1,0.0,0.0
1056,1056,-0.15767470645342496,-0.2,1,321.0,501.0,1.0,648.0,1,0.0,0.0
1057,1057,0.4165840633320961,0.4,0,372.0,684.0,0.0,754.0,1,0.0,0.0
1058,1058,0.07601369644480149,0.1,0,380.0,784.0,1.0,556.0,0,0.0,0.0
1059,1059,0.25062442399837237,0.3,0,315.0,643.0,0.0,422.0,1,0.0,0.0
1060,1060,0.44506530069563377,0.4,0,414.0,749.0,0.0,267.0,1,0.0,0.0
1061,1061,-0.38819501692730984,-0.4,1,324.0,716.0,1.0,540.0,1,0.0,0.0
1062,1062,-0.16055570527485385,-0.2,1,466.0,995.0,1.0,599.0,1,0.0,0.0
1063,1063,0.8986201302966403,0.9,0,396.0,985.0,0.0,329.0,1,0.0,0.0
1064,1064,-0.11411621859669618,-0.1,1,342.0,511.0,1.0,847.0,1,0.0,0.0
1065,1065,0.9243492930461419,0.9,0,270.0,874.0,0.0,426.0,1,0.0,0.0
1066,1066,0.7554642952920338,0.8,0,266.0,594.0,0.0,510.0,1,0.0,0.0
1067,1067,0.08277370892038616,0.1,0,487.0,617.0,1.0,866.0,0,0.0,0.0
1068,1068,-0.7578984365598318,-0.8,1,491.0,800.0,1.0,239.0,1,0.0,0.0
1069,1069,-0.3587914530026737,-0.4,1,286.0,788.0,1.0,386.0,1,0.0,0.0
1070,1070,0.6892244213907917,0.7,0,431.0,815.0,0.0,254.0,1,0.0,0.0
1071,1071,-0.7600948210130498,-0.8,1,294.0,867.0,1.0,559.0,1,0.0,0.0
1072,1072,0.4823315374238124,0.5,0,349.0,884.0,0.0,437.0,1,0.0,0.0
1073,1073,-0.6234171456322173,-0.6,1,273.0,589.0,1.0,668.0,1,0.0,0.0
1074,1074,0.7264267698703475,0.7,0,465.0,873.0,0.0,272.0,1,0.0,0.0
1075,1075,0.46299584683641526,0.5,0,385.0,925.0,0.0,420.0,1,0.0,0.0
1076,1076,-0.1123250127222788,-0.1,1,282.0,717.0,1.0,431.0,1,0.0,0.0
1077,1077,0.47240932885587017,0.5,0,391.0,976.0,0.0,423.0,1,0.0,0.0
1078,1078,0.8615563566239428,0.9,0,316.0,548.0,0.0,656.0,1,0.0,0.0
1079,1079,-0.018165686217705757,-0.0,1,432.0,637.0,0.0,621.0,0,0.0,0.0
1080,1080,-0.20082133007532565,-0.2,1,370.0,817.0,1.0,853.0,1,0.0,0.0
1081,1081,0.9204578344897163,0.9,0,321.0,510.0,0.0,309.0,1,0.0,0.0
1082,1082,0.6769256569851745,0.7,0,475.0,542.0,0.0,413.0,1,0.0,0.0
1083,1083,0.07726654104892372,0.1,0,492.0,827.0,1.0,881.0,0,0.0,0.0
1084,1084,0.8853408096858635,0.9,0,284.0,932.0,0.0,654.0,1,0.0,0.0
1085,1085,0.7003618313116746,0.7,0,335.0,706.0,0.0,509.0,1,0.0,0.0
1086,1086,-0.16309589596279572,-0.2,1,467.0,828.0,1.0,615.0,1,0.0,0.0
1087,1087,-0.2917896851072783,-0.3,1,435.0,560.0,1.0,445.0,1,0.0,0.0
1088,1088,0.3789684293118254,0.4,0,386.0,836.0,0.0,618.0,1,0.0,0.0
1089,1089,-0.4675804912555588,-0.5,1,346.0,847.0,1.0,477.0,1,0.0,0.0
1090,1090,0.5786454637700131,0.6,0,447.0,867.0,0.0,356.0,1,0.0,0.0
1091,1091,-0.06849087900952111,-0.1,1,290.0,533.0,1.0,1067.0,1,0.0,0.0
1092,1092,0.6158898897703133,0.6,0,280.0,582.0,0.0,418.0,1,0.0,0.0
1093,1093,0.5012609038707136,0.5,0,479.0,584.0,0.0,427.0,1,0.0,0.0
1094,1094,0.38309916426995394,0.4,0,418.0,558.0,0.0,564.0,1,0.0,0.0
1095,1095,-0.21711422888008314,-0.2,1,345.0,862.0,1.0,343.0,1,0.0,0.0
1096,1096,0.8094264067953219,0.8,0,383.0,714.0,0.0,393.0,1,0.0,0.0
1097,1097,0.24215249380114168,0.2,0,334.0,809.0,0.0,2117.0,1,0.0,0.0
1098,1098,-0.844452323179611,-0.8,1,342.0,544.0,1.0,434.0,1,0.0,0.0
1099,1099,-0.9980574557402722,-1.0,1,378.0,623.0,1.0,179.0,1,0.0,0.0
1100,1100,-0.2264773013108854,-0.2,1,260.0,616.0,1.0,464.0,1,0.0,0.0
1101,1101,-0.6060965695402365,-0.6,1,409.0,760.0,1.0,251.0,1,0.0,0.0
1102,1102,-0.10609785977637864,-0.1,1,457.0,932.0,1.0,261.0,1,0.0,0.0
1103,1103,-0.045896481182770454,-0.0,1,334.0,510.0,1.0,1126.0,1,0.0,0.0
1104,1104,-0.7137608271003362,-0.7,1,346.0,739.0,1.0,805.0,1,0.0,0.0
1105,1105,-0.7379959684252322,-0.7,1,409.0,750.0,1.0,321.0,1,0.0,0.0
1106,1106,0.275976142855449,0.3,0,432.0,937.0,0.0,1161.0,1,0.0,0.0
1107,1107,-0.49761724624492176,-0.5,1,259.0,796.0,1.0,545.0,1,0.0,0.0
1108,1108,0.5089433860868184,0.5,0,311.0,518.0,0.0,331.0,1,0.0,0.0
1109,1109,-0.5260868568818982,-0.5,1,325.0,846.0,1.0,459.0,1,0.0,0.0
1110,1110,-0.649078220528003,-0.6,1,270.0,565.0,1.0,1015.0,1,0.0,0.0
1111,1111,0.8168855300177995,0.8,0,271.0,607.0,0.0,352.0,1,0.0,0.0
1112,1112,0.23118721968283018,0.2,0,258.0,956.0,0.0,2856.0,1,0.0,0.0
1113,1113,-0.7950994149361383,-0.8,1,364.0,895.0,1.0,1101.0,1,0.0,0.0
1114,1114,-0.8080919141771705,-0.8,1,270.0,939.0,1.0,401.0,1,0.0,0.0
1115,1115,-0.13034575001566773,-0.1,1,347.0,898.0,1.0,1585.0,1,0.0,0.0
1116,1116,0.48700862750017193,0.5,0,419.0,854.0,0.0,307.0,1,0.0,0.0
1117,1117,0.7925069557929718,0.8,0,284.0,562.0,0.0,634.0,1,0.0,0.0
1118,1118,0.3913941308225437,0.4,0,420.0,640.0,0.0,720.0,1,0.0,0.0
1119,1119,-0.6931041331374792,-0.7,1,491.0,787.0,1.0,322.0,1,0.0,0.0
1120,1120,0.5434637892600347,0.5,0,428.0,726.0,0.0,506.0,1,0.0,0.0
1121,1121,-0.2504932142371121,-0.3,1,320.0,625.0,1.0,1065.0,1,0.0,0.0
1122,1122,-0.029181760708047122,-0.0,1,482.0,681.0,1.0,1187.0,1,0.0,0.0
1123,1123,-0.48508401776412047,-0.5,1,481.0,742.0,1.0,367.0,1,0.0,0.0
1124,1124,0.3555331055771702,0.4,0,260.0,847.0,0.0,1563.0,1,0.0,0.0
1125,1125,-0.7873917594176301,-0.8,1,342.0,804.0,1.0,424.0,1,0.0,0.0
1126,1126,-0.9581172705115899,-1.0,1,351.0,910.0,1.0,229.0,1,0.0,0.0
1127,1127,0.4851074215886164,0.5,0,472.0,886.0,0.0,642.0,1,0.0,0.0
1128,1128,0.7179386700065131,0.7,0,336.0,863.0,0.0,311.0,1,0.0,0.0
1129,1129,-0.7338062626300645,-0.7,1,485.0,993.0,1.0,402.0,1,0.0,0.0
1130,1130,0.9440489460105488,0.9,0,477.0,728.0,0.0,135.0,1,0.0,0.0
1131,1131,-0.06404091446067994,-0.1,1,376.0,521.0,1.0,843.0,1,0.0,0.0
1132,1132,-0.967063283454213,-1.0,1,358.0,798.0,1.0,2774.0,1,0.0,0.0
1133,1133,-0.6467511820732321,-0.6,1,392.0,896.0,1.0,572.0,1,0.0,0.0
1134,1134,-0.9564818378437165,-1.0,1,440.0,909.0,1.0,361.0,1,0.0,0.0
1135,1135,0.38936722077304786,0.4,0,338.0,894.0,0.0,598.0,1,0.0,0.0
1136,1136,-0.7898283368627592,-0.8,1,351.0,761.0,1.0,268.0,1,0.0,0.0
1137,1137,-0.5056193424276014,-0.5,1,378.0,906.0,1.0,326.0,1,0.0,0.0
1138,1138,-0.6148396689353206,-0.6,1,406.0,828.0,1.0,236.0,1,0.0,0.0
1139,1139,-0.4605601465751963,-0.5,1,422.0,750.0,1.0,518.0,1,0.0,0.0
1140,1140,0.5602405621956918,0.6,0,469.0,822.0,0.0,259.0,1,0.0,0.0
1141,1141,-0.585634761547621,-0.6,1,313.0,833.0,1.0,534.0,1,0.0,0.0
1142,1142,-0.8400640530504568,-0.8,1,329.0,750.0,1.0,191.0,1,0.0,0.0
1143,1143,0.864520250227018,0.9,0,369.0,727.0,0.0,234.0,1,0.0,0.0
1144,1144,-0.11097093634241828,-0.1,1,414.0,897.0,1.0,1629.0,1,0.0,0.0
1145,1145,0.7897327118032662,0.8,0,455.0,927.0,0.0,708.0,1,0.0,0.0
1146,1146,0.4975763897075489,0.5,0,384.0,978.0,0.0,398.0,1,0.0,0.0
1147,1147,-0.41607981905198077,-0.4,1,458.0,606.0,1.0,316.0,1,0.0,0.0
1148,1148,-0.380872692791679,-0.4,1,337.0,673.0,1.0,420.0,1,0.0,0.0
1149,1149,-0.6169493901636944,-0.6,1,395.0,798.0,1.0,497.0,1,0.0,0.0
1150,1150,-0.35860251277815025,-0.4,1,275.0,974.0,1.0,311.0,1,0.0,0.0
1151,1151,-0.6253908843995997,-0.6,1,446.0,546.0,1.0,268.0,1,0.0,0.0
1152,1152,-0.6536044287785174,-0.7,1,473.0,688.0,1.0,409.0,1,0.0,0.0
