,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision
2659,2659,0.47149411146985654,0.5,True,390.0,832.0,1.0,1738.0,1
2660,2660,-0.3494317909169278,-0.3,False,399.0,790.0,0.0,171.0,1
2661,2661,0.4779787726497531,0.5,True,318.0,969.0,1.0,1953.0,1
2662,2662,-0.39804719603834093,-0.4,False,425.0,734.0,0.0,831.0,1
2663,2663,-0.3786052538985003,-0.4,False,351.0,546.0,0.0,1073.0,1
2664,2664,0.9001671607209862,0.9,True,434.0,621.0,1.0,425.0,1
2665,2665,0.9608262920169894,1.0,True,480.0,809.0,1.0,271.0,1
2666,2666,0.06702841129700943,0.1,True,260.0,786.0,0.0,3954.0,0
2667,2667,-0.09232019386044588,-0.1,False,496.0,521.0,0.0,3983.0,1
2668,2668,0.1251250336760661,0.1,True,294.0,658.0,0.0,4048.0,0
2669,2669,0.3780104820397341,0.4,True,405.0,521.0,1.0,424.0,1
2670,2670,-0.5693506931859906,-0.6,False,347.0,738.0,0.0,275.0,1
2671,2671,0.26897197517030813,0.3,True,325.0,534.0,1.0,1021.0,1
2672,2672,0.4025577985315123,0.4,True,337.0,669.0,1.0,1554.0,1
2673,2673,-0.17909734022760948,-0.2,False,462.0,738.0,0.0,3300.0,1
2674,2674,-0.296422363286464,-0.3,False,347.0,758.0,0.0,335.0,1
2675,2675,0.5241704151517539,0.5,True,438.0,712.0,1.0,490.0,1
2676,2676,-0.2076233186188272,-0.2,False,448.0,872.0,0.0,2950.0,1
2677,2677,-0.8555127710699948,-0.9,False,311.0,610.0,0.0,249.0,1
2678,2678,0.7243180305924095,0.7,True,341.0,955.0,1.0,244.0,1
2679,2679,0.4866226938423197,0.5,True,451.0,812.0,1.0,567.0,1
2680,2680,0.8800206805150084,0.9,True,274.0,698.0,1.0,588.0,1
2681,2681,-0.5960657085070877,-0.6,False,422.0,730.0,0.0,198.0,1
2682,2682,0.4133956477039944,0.4,True,371.0,535.0,1.0,664.0,1
2683,2683,0.8918721485270493,0.9,True,336.0,663.0,1.0,171.0,1
2684,2684,0.12380871602527166,0.1,True,444.0,728.0,1.0,2928.0,1
2685,2685,-0.8530094600234603,-0.9,False,353.0,606.0,0.0,411.0,1
2686,2686,0.8425310598558264,0.8,True,410.0,514.0,1.0,406.0,1
2687,2687,0.5058783568569454,0.5,True,434.0,512.0,1.0,1594.0,1
2688,2688,0.5898107580002507,0.6,True,330.0,993.0,1.0,727.0,1
2689,2689,0.423321522698515,0.4,True,365.0,595.0,1.0,2610.0,1
2690,2690,0.20359298989286545,0.2,True,395.0,537.0,1.0,4068.0,1
2691,2691,0.004768728888471019,0.0,True,294.0,937.0,1.0,3769.0,1
2692,2692,-0.33833425157244146,-0.3,False,255.0,506.0,0.0,689.0,1
2693,2693,0.9622743940455065,1.0,True,394.0,823.0,1.0,133.0,1
2694,2694,0.7288311403497902,0.7,True,499.0,522.0,1.0,559.0,1
2695,2695,-0.3815526939860945,-0.4,False,469.0,575.0,0.0,3756.0,1
2696,2696,-0.9227756248417092,-0.9,False,440.0,973.0,0.0,107.0,1
2697,2697,-0.7448343561435151,-0.7,False,442.0,912.0,0.0,666.0,1
2698,2698,0.891819927750316,0.9,True,388.0,899.0,1.0,193.0,1
2699,2699,0.4854790390531223,0.5,True,407.0,834.0,1.0,1269.0,1
2700,2700,-0.09556996224532299,-0.1,False,299.0,846.0,0.0,3855.0,1
2701,2701,0.10630485073116991,0.1,True,327.0,958.0,1.0,1345.0,1
2702,2702,0.840441347293575,0.8,True,317.0,759.0,1.0,154.0,1
2703,2703,0.883722556646078,0.9,True,466.0,503.0,1.0,211.0,1
2704,2704,-0.6040789064731624,-0.6,False,470.0,655.0,0.0,335.0,1
2705,2705,0.9176329874755551,0.9,True,297.0,605.0,1.0,448.0,1
2706,2706,-0.6979514788703753,-0.7,False,375.0,659.0,0.0,676.0,1
2707,2707,-0.44257972448234795,-0.4,False,459.0,668.0,0.0,1403.0,1
2708,2708,-0.8855139951787876,-0.9,False,421.0,981.0,0.0,148.0,1
2709,2709,-0.1749746856001102,-0.2,False,472.0,754.0,0.0,3774.0,1
2710,2710,0.1465161442981111,0.1,True,435.0,987.0,0.0,808.0,0
2711,2711,0.10052763291144551,0.1,True,368.0,844.0,1.0,1198.0,1
2712,2712,0.22290678013902054,0.2,True,262.0,534.0,1.0,2424.0,1
2713,2713,0.8507138061478683,0.9,True,275.0,501.0,1.0,374.0,1
2714,2714,-0.5719362069519685,-0.6,False,334.0,640.0,0.0,716.0,1
2715,2715,-0.24057407617500393,-0.2,False,290.0,573.0,0.0,1137.0,1
2716,2716,0.3323762802792276,0.3,True,461.0,583.0,1.0,3846.0,1
2717,2717,0.35167379288605494,0.4,True,269.0,832.0,1.0,2439.0,1
2718,2718,-0.018356165133460944,-0.0,False,424.0,778.0,0.0,3798.0,1
2719,2719,0.892368848637964,0.9,True,438.0,919.0,1.0,323.0,1
2720,2720,-0.08392726570962439,-0.1,False,354.0,904.0,1.0,2462.0,0
2721,2721,0.05575799546538618,0.1,True,325.0,679.0,0.0,3996.0,0
2722,2722,0.7159770017186093,0.7,True,322.0,578.0,1.0,430.0,1
2723,2723,0.4919594456499994,0.5,True,479.0,771.0,1.0,120.0,1
2724,2724,-0.8702840564351415,-0.9,False,462.0,931.0,0.0,197.0,1
2725,2725,0.052911986916928555,0.1,True,259.0,955.0,1.0,486.0,1
2726,2726,-0.5100077969241652,-0.5,False,253.0,581.0,0.0,1006.0,1
2727,2727,0.9730997313896774,1.0,True,352.0,547.0,1.0,441.0,1
2728,2728,-0.3143042299831913,-0.3,False,474.0,555.0,0.0,1391.0,1
2729,2729,0.8061371197407905,0.8,True,461.0,970.0,1.0,269.0,1
2730,2730,0.06621483899034741,0.1,True,307.0,518.0,0.0,4175.0,0
2731,2731,-0.4110991064597942,-0.4,False,427.0,817.0,0.0,476.0,1
2732,2732,0.8198401883835538,0.8,True,415.0,563.0,1.0,342.0,1
2733,2733,-0.45095287798457684,-0.5,False,341.0,604.0,0.0,765.0,1
2734,2734,0.3620946289742004,0.4,True,454.0,852.0,1.0,654.0,1
2735,2735,0.5738119541951712,0.6,True,447.0,505.0,1.0,278.0,1
2736,2736,0.18769815421486258,0.2,True,433.0,823.0,1.0,1134.0,1
2737,2737,-0.0046315435154387075,-0.0,False,346.0,702.0,0.0,3452.0,1
2738,2738,0.5934710968818067,0.6,True,439.0,960.0,1.0,2361.0,1
2739,2739,-0.06186509958025255,-0.1,False,452.0,545.0,0.0,3493.0,1
2740,2740,0.5031321507964552,0.5,True,342.0,836.0,1.0,1462.0,1
2741,2741,0.7094134116405875,0.7,True,326.0,564.0,1.0,660.0,1
2742,2742,-0.42464963665138367,-0.4,False,329.0,854.0,0.0,657.0,1
2743,2743,-0.4913194751276233,-0.5,False,374.0,792.0,0.0,804.0,1
2744,2744,-0.7991995044554441,-0.8,False,366.0,831.0,0.0,243.0,1
2745,2745,0.5929900606151204,0.6,True,266.0,738.0,1.0,216.0,1
2746,2746,-0.03484223407040976,-0.0,False,266.0,588.0,0.0,2296.0,1
2747,2747,-0.3410044880188725,-0.3,False,405.0,614.0,0.0,781.0,1
2748,2748,-0.6408639587738276,-0.6,False,389.0,865.0,0.0,626.0,1
2749,2749,-0.5781631263773914,-0.6,False,262.0,945.0,0.0,863.0,1
2750,2750,0.2556728407483424,0.3,True,369.0,938.0,1.0,203.0,1
2751,2751,-0.6808705279698017,-0.7,False,452.0,896.0,0.0,342.0,1
2752,2752,-0.13308251383800163,-0.1,False,426.0,813.0,0.0,971.0,1
2753,2753,-0.7362377775868618,-0.7,False,370.0,630.0,0.0,110.0,1
2754,2754,0.7882461462400441,0.8,True,389.0,623.0,1.0,308.0,1
2755,2755,0.9806307513138584,1.0,True,328.0,571.0,1.0,151.0,1
2756,2756,-0.11181972899840376,-0.1,False,434.0,987.0,0.0,3579.0,1
2757,2757,-0.2170170859049767,-0.2,False,481.0,825.0,0.0,3694.0,1
2758,2758,-0.07019379611112098,-0.1,False,324.0,914.0,0.0,3762.0,1
2759,2759,-0.24823575809667164,-0.2,False,438.0,549.0,0.0,1853.0,1
2760,2760,0.26533576132837156,0.3,True,374.0,955.0,1.0,3671.0,1
2761,2761,0.5904565750099595,0.6,True,433.0,886.0,1.0,331.0,1
2762,2762,-0.5229582080771631,-0.5,False,301.0,747.0,0.0,402.0,1
2763,2763,-0.8665203502447303,-0.9,False,498.0,836.0,0.0,146.0,1
2764,2764,-0.8714040305093409,-0.9,False,372.0,822.0,0.0,166.0,1
2765,2765,0.16930800557197023,0.2,True,258.0,787.0,1.0,755.0,1
2766,2766,-0.21211522499860047,-0.2,False,270.0,926.0,0.0,224.0,1
2767,2767,-0.2523635789674237,-0.3,False,452.0,651.0,0.0,2087.0,1
2768,2768,0.2581850837822144,0.3,True,477.0,562.0,1.0,201.0,1
2769,2769,0.09629360502479423,0.1,True,314.0,737.0,1.0,2329.0,1
2770,2770,0.5911714968456818,0.6,True,293.0,569.0,1.0,498.0,1
2771,2771,-0.9805134036060237,-1.0,False,306.0,771.0,0.0,93.0,1
2772,2772,-0.6864676997027472,-0.7,False,432.0,897.0,0.0,1271.0,1
2773,2773,-0.7960437216360332,-0.8,False,480.0,770.0,0.0,310.0,1
2774,2774,-0.19441968464408976,-0.2,False,383.0,906.0,0.0,3251.0,1
2775,2775,0.9185983423648514,0.9,True,433.0,748.0,1.0,429.0,1
2776,2776,0.5543282323230974,0.6,True,294.0,974.0,1.0,382.0,1
2777,2777,-0.4254845749922187,-0.4,False,255.0,947.0,0.0,328.0,1
2778,2778,0.7471075209258751,0.7,True,306.0,700.0,1.0,1124.0,1
2779,2779,0.4298043571692278,0.4,True,348.0,681.0,1.0,1321.0,1
2780,2780,0.01329961469487917,0.0,True,275.0,666.0,0.0,4059.0,0
2781,2781,-0.4071828924071752,-0.4,False,392.0,919.0,0.0,879.0,1
2782,2782,0.16853632935583973,0.2,True,258.0,999.0,1.0,3743.0,1
2783,2783,0.18959776556954044,0.2,True,445.0,760.0,1.0,1845.0,1
2784,2784,0.9244950132800593,0.9,True,348.0,576.0,1.0,126.0,1
2785,2785,-0.7984733612160237,-0.8,False,419.0,646.0,0.0,305.0,1
2786,2786,0.6376320742000448,0.6,True,383.0,624.0,1.0,1123.0,1
2787,2787,0.03533527475100029,0.0,True,250.0,639.0,0.0,4111.0,0
