,trial,coherence,coherence_bin,correct_side,checker_onset,decision,decision_time,correct_decision,green_side,chosen_color
0,0,0.5408164533164114,0.5,0.0,125.0,1.0,5875.0,0,1.0,0.0
1,1,0.8367699084664887,0.8,1.0,125.0,1.0,5875.0,1,0.0,1.0
2,2,0.8705236470596108,0.9,1.0,125.0,1.0,5875.0,1,0.0,1.0
3,3,-0.8899248255387675,-0.9,1.0,125.0,0.0,5875.0,0,1.0,1.0
4,4,-0.6854410364390413,-0.7,0.0,125.0,1.0,5875.0,0,0.0,1.0
5,5,0.10477280067598393,0.1,1.0,125.0,1.0,5875.0,1,0.0,1.0
6,6,0.17168202238585806,0.2,1.0,125.0,0.0,5875.0,0,0.0,0.0
7,7,0.4185669413228629,0.4,0.0,125.0,0.0,5875.0,1,1.0,1.0
8,8,0.7691667110243957,0.8,1.0,125.0,1.0,2765.0,1,0.0,1.0
9,9,-0.34464216632723776,-0.3,0.0,125.0,1.0,5875.0,0,0.0,1.0
10,10,0.4835120948142687,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
11,11,0.006792098864988327,0.0,1.0,125.0,1.0,5875.0,1,0.0,1.0
12,12,0.010060140283882024,0.0,1.0,125.0,1.0,5875.0,1,0.0,1.0
13,13,0.024752878058615257,0.0,0.0,125.0,0.0,5875.0,1,1.0,1.0
14,14,0.48213610018542397,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
15,15,0.39642946423148306,0.4,0.0,125.0,1.0,5875.0,0,1.0,0.0
16,16,-0.8823010079407106,-0.9,0.0,125.0,1.0,5875.0,0,0.0,1.0
17,17,0.4392014348571026,0.4,0.0,125.0,0.0,5875.0,1,1.0,1.0
18,18,-0.2858438239830903,-0.3,1.0,125.0,0.0,5875.0,0,1.0,1.0
19,19,-0.4232753256630397,-0.4,0.0,125.0,0.0,2705.0,1,0.0,0.0
20,20,0.06663292415646926,0.1,1.0,125.0,1.0,5875.0,1,0.0,1.0
21,21,0.5012089708131501,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
22,22,0.09078104858010239,0.1,1.0,125.0,1.0,5875.0,1,0.0,1.0
23,23,-0.09816612999696983,-0.1,1.0,125.0,0.0,5875.0,0,1.0,1.0
24,24,0.2839868037089962,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
25,25,0.5281104772997812,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
26,26,-0.6625431201601416,-0.7,1.0,125.0,0.0,5875.0,0,1.0,1.0
27,27,-0.026794562028845115,-0.0,0.0,125.0,0.0,5875.0,1,0.0,0.0
28,28,0.47077553891125967,0.5,0.0,125.0,0.0,5875.0,1,1.0,1.0
29,29,0.8349985624379782,0.8,1.0,125.0,1.0,5875.0,1,0.0,1.0
30,30,-0.1416180836289752,-0.1,1.0,125.0,0.0,5875.0,0,1.0,1.0
31,31,0.2708598981139695,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
32,32,0.8564083630121159,0.9,0.0,125.0,0.0,5875.0,1,1.0,1.0
33,33,0.30417110749504317,0.3,0.0,125.0,1.0,5875.0,0,1.0,0.0
34,34,-0.0060280330910748026,-0.0,1.0,125.0,0.0,5875.0,0,1.0,1.0
35,35,-0.18579869541985772,-0.2,1.0,125.0,1.0,5875.0,1,1.0,0.0
36,36,0.8254409267916382,0.8,1.0,125.0,1.0,5875.0,1,0.0,1.0
37,37,0.45155412784351434,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
38,38,-0.6164421314243242,-0.6,1.0,125.0,1.0,5875.0,1,1.0,0.0
39,39,0.4949779364769943,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
40,40,-0.7909223125232503,-0.8,1.0,125.0,1.0,5875.0,1,1.0,0.0
41,41,0.46737031392339523,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
42,42,0.2667938671951612,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
43,43,0.016064962466308397,0.0,1.0,125.0,1.0,5875.0,1,0.0,1.0
44,44,-0.5258245245365918,-0.5,1.0,125.0,1.0,5875.0,1,1.0,0.0
45,45,0.01311961457497468,0.0,0.0,125.0,0.0,5875.0,1,1.0,1.0
46,46,-0.46442838576853274,-0.5,1.0,125.0,0.0,5875.0,0,1.0,1.0
47,47,-0.1286451694155878,-0.1,0.0,125.0,0.0,5875.0,1,0.0,0.0
48,48,-0.6826143331903705,-0.7,1.0,125.0,1.0,5875.0,1,1.0,0.0
49,49,-0.1292657570139638,-0.1,0.0,125.0,1.0,2825.0,0,0.0,1.0
50,50,0.02007199255033587,0.0,0.0,125.0,0.0,5875.0,1,1.0,1.0
51,51,0.19345999393921287,0.2,0.0,125.0,0.0,5875.0,1,1.0,1.0
52,52,0.6079989859078535,0.6,1.0,125.0,1.0,5875.0,1,0.0,1.0
53,53,-0.1534939090868901,-0.2,1.0,125.0,0.0,5875.0,0,1.0,1.0
54,54,-0.13666797290840293,-0.1,1.0,125.0,0.0,5875.0,0,1.0,1.0
55,55,-0.09305668908903497,-0.1,0.0,125.0,0.0,5875.0,1,0.0,0.0
56,56,-0.2173980247435745,-0.2,1.0,125.0,1.0,5875.0,1,1.0,0.0
57,57,-0.5852835719398661,-0.6,0.0,125.0,0.0,5875.0,1,0.0,0.0
58,58,-0.305425159893395,-0.3,0.0,125.0,1.0,5875.0,0,0.0,1.0
59,59,0.32007489631690456,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
60,60,0.16503303830554839,0.2,0.0,125.0,0.0,5875.0,1,1.0,1.0
61,61,-0.3897429915465046,-0.4,1.0,125.0,0.0,5875.0,0,1.0,1.0
62,62,0.454945967331604,0.5,0.0,125.0,0.0,5875.0,1,1.0,1.0
63,63,0.7065213486381309,0.7,0.0,125.0,1.0,5875.0,0,1.0,0.0
64,64,0.10996414069311056,0.1,0.0,125.0,1.0,5875.0,0,1.0,0.0
65,65,0.32116157464101136,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
66,66,-0.4957361266112098,-0.5,1.0,125.0,1.0,5875.0,1,1.0,0.0
67,67,0.4489337014980751,0.4,1.0,125.0,1.0,5875.0,1,0.0,1.0
68,68,0.5738964520078279,0.6,1.0,125.0,1.0,5875.0,1,0.0,1.0
69,69,-0.3220836572551322,-0.3,0.0,125.0,1.0,5875.0,0,0.0,1.0
70,70,0.5423675291591702,0.5,0.0,125.0,0.0,5875.0,1,1.0,1.0
71,71,0.1888866147781837,0.2,1.0,125.0,0.0,5875.0,0,0.0,0.0
72,72,0.7068027815614072,0.7,1.0,125.0,1.0,5875.0,1,0.0,1.0
73,73,-0.13534734669788462,-0.1,1.0,125.0,1.0,5875.0,1,1.0,0.0
74,74,0.4640978595595505,0.5,0.0,125.0,0.0,5875.0,1,1.0,1.0
75,75,-0.37696921038756037,-0.4,0.0,125.0,0.0,5875.0,1,0.0,0.0
76,76,-0.5390139861614303,-0.5,0.0,125.0,0.0,5875.0,1,0.0,0.0
77,77,-0.7654108155816304,-0.8,0.0,125.0,1.0,5875.0,0,0.0,1.0
78,78,0.7726836476999731,0.8,0.0,125.0,1.0,5875.0,0,1.0,0.0
79,79,-0.7983543748116441,-0.8,1.0,125.0,0.0,5875.0,0,1.0,1.0
80,80,-0.814745605945519,-0.8,0.0,125.0,0.0,5875.0,1,0.0,0.0
81,81,0.43088619795282257,0.4,0.0,125.0,0.0,5875.0,1,1.0,1.0
82,82,0.2051130822369488,0.2,0.0,125.0,1.0,5875.0,0,1.0,0.0
83,83,0.2589561911575159,0.3,0.0,125.0,1.0,5875.0,0,1.0,0.0
84,84,-0.6608723238468934,-0.7,0.0,125.0,0.0,5875.0,1,0.0,0.0
85,85,-0.7278327320886149,-0.7,0.0,125.0,1.0,5875.0,0,0.0,1.0
86,86,-0.7444691327373196,-0.7,0.0,125.0,1.0,5875.0,0,0.0,1.0
87,87,-0.6855962460808718,-0.7,0.0,125.0,0.0,5875.0,1,0.0,0.0
88,88,-0.5345418281586125,-0.5,1.0,125.0,0.0,5875.0,0,1.0,1.0
89,89,0.29303034440402753,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
90,90,0.2234016956240107,0.2,1.0,125.0,0.0,5875.0,0,0.0,0.0
91,91,-0.004495222454276693,-0.0,1.0,125.0,0.0,5875.0,0,1.0,1.0
92,92,0.8436780478802507,0.8,0.0,125.0,0.0,5875.0,1,1.0,1.0
93,93,-0.2794717629809188,-0.3,0.0,125.0,1.0,5875.0,0,0.0,1.0
94,94,0.4673594610115558,0.5,0.0,125.0,1.0,5875.0,0,1.0,0.0
95,95,0.20069531515360006,0.2,1.0,125.0,1.0,5875.0,1,0.0,1.0
96,96,0.08119503824247698,0.1,0.0,125.0,0.0,5875.0,1,1.0,1.0
97,97,0.4548771869865095,0.5,1.0,125.0,0.0,5875.0,0,0.0,0.0
98,98,-0.5234096122570207,-0.5,0.0,125.0,1.0,5875.0,0,0.0,1.0
99,99,-0.8188324139218787,-0.8,0.0,125.0,1.0,5875.0,0,0.0,1.0
100,100,-0.3840611821497407,-0.4,1.0,125.0,0.0,5875.0,0,1.0,1.0
101,101,0.6947469774510061,0.7,1.0,125.0,1.0,5875.0,1,0.0,1.0
102,102,0.16907982074753958,0.2,0.0,125.0,0.0,5875.0,1,1.0,1.0
103,103,-0.17585675687683422,-0.2,1.0,125.0,1.0,5875.0,1,1.0,0.0
104,104,0.8610984840545476,0.9,1.0,125.0,1.0,5875.0,1,0.0,1.0
105,105,0.7103953643572171,0.7,1.0,125.0,1.0,5875.0,1,0.0,1.0
106,106,-0.5746000685939012,-0.6,0.0,125.0,0.0,5875.0,1,0.0,0.0
107,107,-0.750665239511583,-0.8,1.0,125.0,1.0,5875.0,1,1.0,0.0
108,108,0.7867475862946002,0.8,1.0,125.0,1.0,5875.0,1,0.0,1.0
109,109,-0.6329549595046147,-0.6,0.0,125.0,0.0,5875.0,1,0.0,0.0
110,110,-0.8053375450700798,-0.8,0.0,125.0,1.0,5875.0,0,0.0,1.0
111,111,-0.7111564858331242,-0.7,1.0,125.0,1.0,5875.0,1,1.0,0.0
112,112,-0.13371346456743705,-0.1,0.0,125.0,1.0,5875.0,0,0.0,1.0
113,113,-0.3137482551773495,-0.3,0.0,125.0,1.0,5875.0,0,0.0,1.0
114,114,-0.6840772548796353,-0.7,0.0,125.0,0.0,5875.0,1,0.0,0.0
115,115,0.7494140039762217,0.7,0.0,125.0,0.0,5875.0,1,1.0,1.0
116,116,0.028011751216435288,0.0,0.0,125.0,1.0,5875.0,0,1.0,0.0
117,117,-0.7824377731531718,-0.8,0.0,125.0,1.0,5875.0,0,0.0,1.0
118,118,0.4359978390168243,0.4,1.0,125.0,1.0,5875.0,1,0.0,1.0
119,119,0.1398194698409282,0.1,1.0,125.0,1.0,5875.0,1,0.0,1.0
120,120,-0.2086282334620697,-0.2,0.0,125.0,1.0,5875.0,0,0.0,1.0
121,121,0.5683945793883071,0.6,0.0,125.0,1.0,5875.0,0,1.0,0.0
122,122,-0.5020892327899666,-0.5,1.0,125.0,1.0,5875.0,1,1.0,0.0
123,123,0.6403415251693257,0.6,0.0,125.0,0.0,5875.0,1,1.0,1.0
124,124,0.7184911660926502,0.7,1.0,125.0,1.0,5875.0,1,0.0,1.0
125,125,-0.06806606019212613,-0.1,0.0,125.0,0.0,5875.0,1,0.0,0.0
126,126,0.11511559739354615,0.1,1.0,125.0,0.0,5875.0,0,0.0,0.0
127,127,-0.09100093061869496,-0.1,1.0,125.0,1.0,5875.0,1,1.0,0.0
128,128,0.2049270485068716,0.2,0.0,125.0,0.0,5875.0,1,1.0,1.0
129,129,-0.16075352655010633,-0.2,1.0,125.0,0.0,5875.0,0,1.0,1.0
130,130,-0.33815172666531523,-0.3,1.0,125.0,1.0,5875.0,1,1.0,0.0
131,131,0.7425635615396325,0.7,0.0,125.0,0.0,5875.0,1,1.0,1.0
132,132,-0.2909079369446236,-0.3,1.0,125.0,0.0,5875.0,0,1.0,1.0
133,133,0.5288417871764634,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
134,134,0.12168739764925596,0.1,1.0,125.0,1.0,5875.0,1,0.0,1.0
135,135,0.4556059713321682,0.5,0.0,125.0,0.0,5875.0,1,1.0,1.0
136,136,-0.20916170719481586,-0.2,1.0,125.0,0.0,5875.0,0,1.0,1.0
137,137,-0.375508235947442,-0.4,1.0,125.0,1.0,5875.0,1,1.0,0.0
138,138,0.3094840161335858,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
139,139,-0.333622441952258,-0.3,1.0,125.0,1.0,5875.0,1,1.0,0.0
140,140,0.5990666949495428,0.6,0.0,125.0,1.0,5875.0,0,1.0,0.0
141,141,0.4505166368832999,0.5,1.0,125.0,0.0,5875.0,0,0.0,0.0
142,142,-0.16993579138754988,-0.2,1.0,125.0,1.0,5875.0,1,1.0,0.0
143,143,0.21520975997178182,0.2,0.0,125.0,1.0,5875.0,0,1.0,0.0
144,144,0.5199715507724646,0.5,0.0,125.0,1.0,5875.0,0,1.0,0.0
145,145,0.6439794175508201,0.6,1.0,125.0,1.0,5875.0,1,0.0,1.0
146,146,-0.6984491391700702,-0.7,1.0,125.0,0.0,5875.0,0,1.0,1.0
147,147,-0.5388994099450422,-0.5,1.0,125.0,1.0,5875.0,1,1.0,0.0
148,148,-0.16006009625466822,-0.2,1.0,125.0,0.0,5875.0,0,1.0,1.0
149,149,0.24265640843134595,0.2,0.0,125.0,1.0,5875.0,0,1.0,0.0
150,150,0.8191305969215154,0.8,0.0,125.0,1.0,5875.0,0,1.0,0.0
151,151,-0.31877388603834034,-0.3,1.0,125.0,0.0,5875.0,0,1.0,1.0
152,152,0.7650586600289494,0.8,0.0,125.0,1.0,5875.0,0,1.0,0.0
153,153,0.2660925534518227,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
154,154,0.8668822663557848,0.9,1.0,125.0,1.0,5875.0,1,0.0,1.0
155,155,-0.04739374804976504,-0.0,0.0,125.0,0.0,5875.0,1,0.0,0.0
156,156,0.3171229623680897,0.3,1.0,125.0,1.0,5875.0,1,0.0,1.0
157,157,0.27410902328159203,0.3,0.0,125.0,0.0,5875.0,1,1.0,1.0
158,158,-0.3665426758402114,-0.4,0.0,125.0,1.0,5875.0,0,0.0,1.0
159,159,0.4382618175534353,0.4,0.0,125.0,1.0,5875.0,0,1.0,0.0
160,160,-0.12941190290306037,-0.1,0.0,125.0,1.0,5875.0,0,0.0,1.0
161,161,-0.8280736386205065,-0.8,1.0,125.0,0.0,5875.0,0,1.0,1.0
162,162,0.8906907997431167,0.9,1.0,125.0,0.0,5875.0,0,0.0,0.0
163,163,-0.6633079585925679,-0.7,0.0,125.0,1.0,5875.0,0,0.0,1.0
164,164,-0.6914643255534425,-0.7,0.0,125.0,0.0,2875.0,1,0.0,0.0
165,165,0.8658596670047475,0.9,1.0,125.0,1.0,5875.0,1,0.0,1.0
166,166,-0.5171516230726556,-0.5,1.0,125.0,0.0,5875.0,0,1.0,1.0
167,167,-0.006743885905542091,-0.0,0.0,125.0,1.0,5875.0,0,0.0,1.0
168,168,-0.3498506832024322,-0.3,0.0,125.0,1.0,5875.0,0,0.0,1.0
169,169,-0.33202390560492456,-0.3,1.0,125.0,1.0,5875.0,1,1.0,0.0
170,170,0.5927627166020734,0.6,1.0,125.0,0.0,5875.0,0,0.0,0.0
171,171,0.1350095541005213,0.1,0.0,125.0,0.0,5875.0,1,1.0,1.0
172,172,-0.8767126768826826,-0.9,1.0,125.0,1.0,5875.0,1,1.0,0.0
173,173,0.024079290909830298,0.0,1.0,125.0,0.0,5875.0,0,0.0,0.0
174,174,0.725610491261487,0.7,1.0,125.0,1.0,5875.0,1,0.0,1.0
175,175,0.05751884226566595,0.1,0.0,125.0,1.0,5875.0,0,1.0,0.0
176,176,-0.11131229592944236,-0.1,1.0,125.0,0.0,5875.0,0,1.0,1.0
177,177,0.29825394144892503,0.3,0.0,125.0,1.0,5875.0,0,1.0,0.0
178,178,0.469899291704888,0.5,1.0,125.0,0.0,5875.0,0,0.0,0.0
179,179,0.5774455534859831,0.6,0.0,125.0,0.0,5875.0,1,1.0,1.0
180,180,0.8509633816591128,0.9,0.0,125.0,1.0,5875.0,0,1.0,0.0
181,181,0.10662631680880363,0.1,0.0,125.0,1.0,5875.0,0,1.0,0.0
182,182,0.6731123318466169,0.7,0.0,125.0,1.0,5875.0,0,1.0,0.0
183,183,-0.7819991644868185,-0.8,0.0,125.0,0.0,5875.0,1,0.0,0.0
184,184,0.7540200510687377,0.8,1.0,125.0,0.0,5875.0,0,0.0,0.0
185,185,0.07823866704604232,0.1,0.0,125.0,1.0,5875.0,0,1.0,0.0
186,186,-0.8015929346976521,-0.8,1.0,125.0,0.0,5875.0,0,1.0,1.0
187,187,-0.4366847517877949,-0.4,1.0,125.0,0.0,5875.0,0,1.0,1.0
188,188,-0.17106654948513622,-0.2,1.0,125.0,1.0,5875.0,1,1.0,0.0
189,189,-0.5505739770431013,-0.6,1.0,125.0,1.0,5875.0,1,1.0,0.0
190,190,-0.4553074485782002,-0.5,1.0,125.0,1.0,5875.0,1,1.0,0.0
191,191,-0.23824325279525538,-0.2,0.0,125.0,1.0,5875.0,0,0.0,1.0
192,192,0.8082308940789743,0.8,0.0,125.0,0.0,5875.0,1,1.0,1.0
193,193,-0.6175269176367806,-0.6,0.0,125.0,0.0,5875.0,1,0.0,0.0
194,194,-0.39588307641149567,-0.4,0.0,125.0,1.0,5875.0,0,0.0,1.0
195,195,0.8373229318830583,0.8,1.0,125.0,1.0,5875.0,1,0.0,1.0
196,196,-0.4360067391253148,-0.4,1.0,125.0,0.0,5875.0,0,1.0,1.0
197,197,-0.021284437591929217,-0.0,1.0,125.0,0.0,5875.0,0,1.0,1.0
198,198,-0.5653727829292169,-0.6,0.0,125.0,1.0,5875.0,0,0.0,1.0
199,199,0.759936689827332,0.8,1.0,125.0,0.0,5875.0,0,0.0,0.0
200,200,-0.43338411043582215,-0.4,1.0,125.0,0.0,5875.0,0,1.0,1.0
201,201,-0.41599834158939986,-0.4,1.0,125.0,0.0,5875.0,0,1.0,1.0
202,202,-0.8544486102516116,-0.9,1.0,125.0,0.0,5875.0,0,1.0,1.0
203,203,0.36740636708511276,0.4,0.0,125.0,1.0,5875.0,0,1.0,0.0
204,204,-0.8594702637291846,-0.9,1.0,125.0,0.0,5875.0,0,1.0,1.0
205,205,0.6789765693112474,0.7,0.0,125.0,0.0,5875.0,1,1.0,1.0
206,206,-0.8634592460737678,-0.9,1.0,125.0,1.0,5875.0,1,1.0,0.0
207,207,0.5563884050666507,0.6,0.0,125.0,1.0,5875.0,0,1.0,0.0
208,208,-0.45138781066112893,-0.5,0.0,125.0,1.0,5875.0,0,0.0,1.0
209,209,-0.8670348073527395,-0.9,0.0,125.0,1.0,5875.0,0,0.0,1.0
210,210,0.12020623750169979,0.1,1.0,125.0,1.0,5875.0,1,0.0,1.0
211,211,0.7596326393221443,0.8,1.0,125.0,0.0,5875.0,0,0.0,0.0
212,212,-0.8326872948299602,-0.8,1.0,125.0,1.0,5875.0,1,1.0,0.0
213,213,-0.82924370740451,-0.8,0.0,125.0,1.0,5875.0,0,0.0,1.0
214,214,0.7530101750148616,0.8,0.0,125.0,0.0,5875.0,1,1.0,1.0
215,215,-0.03352215278751425,-0.0,1.0,125.0,1.0,5875.0,1,1.0,0.0
216,216,-0.6714080320046958,-0.7,0.0,125.0,1.0,5875.0,0,0.0,1.0
217,217,0.2914393376118961,0.3,0.0,125.0,0.0,5875.0,1,1.0,1.0
218,218,-0.7442818141990784,-0.7,1.0,125.0,0.0,5875.0,0,1.0,1.0
219,219,-0.31442076479108894,-0.3,0.0,125.0,0.0,5875.0,1,0.0,0.0
220,220,0.8997111942776842,0.9,0.0,125.0,0.0,5875.0,1,1.0,1.0
221,221,0.027044928299727378,0.0,0.0,125.0,1.0,5875.0,0,1.0,0.0
222,222,0.36195353216831083,0.4,1.0,125.0,1.0,5875.0,1,0.0,1.0
223,223,0.695132617872016,0.7,1.0,125.0,1.0,5875.0,1,0.0,1.0
224,224,0.4832048319938004,0.5,0.0,125.0,0.0,5875.0,1,1.0,1.0
225,225,-0.10602194548261235,-0.1,0.0,125.0,1.0,5875.0,0,0.0,1.0
226,226,0.871017658562271,0.9,1.0,125.0,0.0,5875.0,0,0.0,0.0
227,227,-0.8764800700522882,-0.9,0.0,125.0,1.0,5875.0,0,0.0,1.0
228,228,0.8246136094184026,0.8,0.0,125.0,0.0,5875.0,1,1.0,1.0
229,229,-0.17399005316132965,-0.2,0.0,125.0,1.0,5875.0,0,0.0,1.0
230,230,-0.08393092137959435,-0.1,1.0,125.0,0.0,5875.0,0,1.0,1.0
231,231,-0.5054325029734363,-0.5,1.0,125.0,1.0,5875.0,1,1.0,0.0
232,232,-0.04686354068829235,-0.0,0.0,125.0,0.0,5875.0,1,0.0,0.0
233,233,0.5100603084845633,0.5,1.0,125.0,0.0,5875.0,0,0.0,0.0
234,234,-0.6530659726505625,-0.7,0.0,125.0,1.0,5875.0,0,0.0,1.0
235,235,0.6215775689287192,0.6,0.0,125.0,0.0,5875.0,1,1.0,1.0
236,236,-0.774789232873506,-0.8,0.0,125.0,1.0,5875.0,0,0.0,1.0
237,237,-0.761655572586522,-0.8,1.0,125.0,1.0,5875.0,1,1.0,0.0
238,238,0.02635388177686726,0.0,1.0,125.0,1.0,5875.0,1,0.0,1.0
239,239,-0.20443267068418836,-0.2,1.0,125.0,1.0,5875.0,1,1.0,0.0
240,240,0.4036956903202539,0.4,1.0,125.0,1.0,5875.0,1,0.0,1.0
241,241,0.5807548916425579,0.6,0.0,125.0,0.0,5875.0,1,1.0,1.0
242,242,0.2322544345810028,0.2,0.0,125.0,1.0,5875.0,0,1.0,0.0
243,243,0.30573049845221656,0.3,0.0,125.0,0.0,5875.0,1,1.0,1.0
244,244,0.8684498953817078,0.9,0.0,125.0,1.0,5875.0,0,1.0,0.0
245,245,0.13988654330869366,0.1,1.0,125.0,1.0,5875.0,1,0.0,1.0
246,246,0.24595614237862107,0.2,1.0,125.0,0.0,5875.0,0,0.0,0.0
247,247,-0.00655474377902876,-0.0,1.0,125.0,1.0,5875.0,1,1.0,0.0
248,248,0.7961087237967622,0.8,1.0,125.0,1.0,5875.0,1,0.0,1.0
249,249,-0.24933249604760577,-0.2,0.0,125.0,0.0,5875.0,1,0.0,0.0
250,250,0.7144183076477365,0.7,1.0,125.0,0.0,5875.0,0,0.0,0.0
251,251,-0.43156942890086497,-0.4,0.0,125.0,1.0,5875.0,0,0.0,1.0
252,252,0.8713314702354856,0.9,0.0,125.0,1.0,5875.0,0,1.0,0.0
253,253,-0.017875526929821417,-0.0,0.0,125.0,1.0,5875.0,0,0.0,1.0
254,254,-0.10894990802911697,-0.1,0.0,125.0,1.0,5875.0,0,0.0,1.0
255,255,0.23309568689019022,0.2,1.0,125.0,0.0,5875.0,0,0.0,0.0
256,256,-0.08577522013789407,-0.1,0.0,125.0,0.0,5875.0,1,0.0,0.0
257,257,-0.372515515777869,-0.4,1.0,125.0,1.0,5875.0,1,1.0,0.0
258,258,-0.03415571340353374,-0.0,0.0,125.0,1.0,5875.0,0,0.0,1.0
259,259,0.646155203804189,0.6,0.0,125.0,1.0,5875.0,0,1.0,0.0
260,260,-0.7747667919711989,-0.8,1.0,125.0,1.0,5875.0,1,1.0,0.0
261,261,-0.19108590101187573,-0.2,1.0,125.0,0.0,5875.0,0,1.0,1.0
262,262,-0.2864517809985292,-0.3,1.0,125.0,0.0,5875.0,0,1.0,1.0
263,263,-0.3113013180650097,-0.3,0.0,125.0,0.0,5875.0,1,0.0,0.0
264,264,-0.6982528479796342,-0.7,1.0,125.0,0.0,5875.0,0,1.0,1.0
265,265,0.13809095667546878,0.1,0.0,125.0,0.0,5875.0,1,1.0,1.0
266,266,0.36696567954195614,0.4,0.0,125.0,0.0,5875.0,1,1.0,1.0
267,267,0.42025265187681293,0.4,0.0,125.0,1.0,5875.0,0,1.0,0.0
268,268,-0.6202186274642804,-0.6,0.0,125.0,0.0,5875.0,1,0.0,0.0
269,269,0.8753478720863638,0.9,1.0,125.0,0.0,5875.0,0,0.0,0.0
270,270,0.7110757729529339,0.7,1.0,125.0,1.0,5875.0,1,0.0,1.0
271,271,0.5170767769588108,0.5,1.0,125.0,1.0,5875.0,1,0.0,1.0
272,272,0.11299432394355391,0.1,0.0,125.0,1.0,5875.0,0,1.0,0.0
273,273,-0.0761819693141702,-0.1,1.0,125.0,0.0,5875.0,0,1.0,1.0
274,274,-0.6820503526885542,-0.7,1.0,125.0,1.0,5875.0,1,1.0,0.0
275,275,0.3415312755757124,0.3,1.0,125.0,0.0,5875.0,0,0.0,0.0
276,276,0.7946125454557086,0.8,0.0,125.0,0.0,5875.0,1,1.0,1.0
277,277,-0.1429562077461679,-0.1,1.0,125.0,1.0,5875.0,1,1.0,0.0
278,278,-0.3808273532450399,-0.4,0.0,125.0,1.0,5875.0,0,0.0,1.0
279,279,-0.15240715790395853,-0.2,0.0,125.0,0.0,5875.0,1,0.0,0.0
280,280,-0.2799942516744325,-0.3,0.0,125.0,1.0,5875.0,0,0.0,1.0
281,281,0.15477657875944006,0.2,1.0,125.0,1.0,5875.0,1,0.0,1.0
282,282,-0.0836679830264826,-0.1,1.0,125.0,0.0,5875.0,0,1.0,1.0
283,283,0.24322933028361693,0.2,0.0,125.0,1.0,5875.0,0,1.0,0.0
284,284,0.37043156244084974,0.4,1.0,125.0,0.0,5875.0,0,0.0,0.0
285,285,-0.26581037526307894,-0.3,1.0,125.0,0.0,5875.0,0,1.0,1.0
286,286,-0.3247747788194517,-0.3,0.0,125.0,1.0,5875.0,0,0.0,1.0
287,287,0.4563434749382326,0.5,0.0,125.0,1.0,5875.0,0,1.0,0.0
288,288,0.057744855934639405,0.1,0.0,125.0,1.0,5875.0,0,1.0,0.0
289,289,0.11712299381683755,0.1,1.0,125.0,1.0,5875.0,1,0.0,1.0
290,290,-0.4930768683890613,-0.5,0.0,125.0,0.0,5875.0,1,0.0,0.0
291,291,-0.7637274389844951,-0.8,0.0,125.0,0.0,5875.0,1,0.0,0.0
292,292,-0.7157395003914764,-0.7,1.0,125.0,1.0,5875.0,1,1.0,0.0
293,293,0.038902297770669225,0.0,0.0,125.0,0.0,5875.0,1,1.0,1.0
294,294,0.5922565541170638,0.6,0.0,125.0,1.0,5875.0,0,1.0,0.0
295,295,0.31709612987790325,0.3,0.0,125.0,0.0,5875.0,1,1.0,1.0
296,296,-0.8779865385454987,-0.9,1.0,125.0,1.0,5875.0,1,1.0,0.0
297,297,0.4244327891151195,0.4,1.0,125.0,1.0,5875.0,1,0.0,1.0
298,298,-0.06568001418781377,-0.1,0.0,125.0,0.0,5875.0,1,0.0,0.0
299,299,-0.7440104269534811,-0.7,1.0,125.0,0.0,5875.0,0,1.0,1.0
300,300,0.2150592212364265,0.2,1.0,125.0,1.0,5875.0,1,0.0,1.0
301,301,-0.21352770616996952,-0.2,0.0,125.0,1.0,5875.0,0,0.0,1.0
302,302,-0.332195053387788,-0.3,0.0,125.0,0.0,5875.0,1,0.0,0.0
303,303,0.03858476235986397,0.0,1.0,125.0,0.0,5875.0,0,0.0,0.0
304,304,-0.1467006103021834,-0.1,1.0,125.0,0.0,5875.0,0,1.0,1.0
305,305,0.2695324928453756,0.3,0.0,125.0,0.0,5875.0,1,1.0,1.0
306,306,0.6600242453218944,0.7,1.0,125.0,0.0,5875.0,0,0.0,0.0
307,307,-0.33103606392493734,-0.3,1.0,125.0,0.0,5875.0,0,1.0,1.0
308,308,0.8096825689344705,0.8,0.0,125.0,1.0,5875.0,0,1.0,0.0
309,309,-0.47720867679144546,-0.5,0.0,125.0,0.0,5875.0,1,0.0,0.0
