,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,gain
0,0,-0.4987136376592296,-0.5,1,415.0,864.0,0.0,721.0,0,0.15105792055265288
1,1,0.2249418611759748,0.2,1,394.0,646.0,1.0,3960.0,1,0.15649769203937314
2,2,0.8044561392186418,0.8,0,272.0,740.0,1.0,138.0,0,0.9733895652796887
3,3,-0.8437567971293762,-0.8,1,397.0,857.0,0.0,276.0,0,0.22800874354606027
4,4,-0.5038057644646243,-0.5,1,278.0,734.0,0.0,228.0,0,0.7748735270104529
5,5,-0.7118328408093619,-0.7,1,306.0,541.0,0.0,333.0,0,0.2748628670958433
6,6,0.9884795684285461,1.0,0,317.0,768.0,1.0,205.0,0,0.8709862093704671
7,7,-0.6337168595484126,-0.6,1,444.0,501.0,0.0,245.0,0,0.3627056712274349
8,8,0.7200777573811026,0.7,0,365.0,674.0,1.0,201.0,0,0.8600625266797608
9,9,-0.9584047590333615,-1.0,1,288.0,823.0,0.0,239.0,0,0.5376385777984638
10,10,-0.3547343112625496,-0.4,1,346.0,977.0,0.0,807.0,0,0.11300782471825344
11,11,0.4990682524538299,0.5,1,290.0,896.0,1.0,184.0,1,0.5774089243289828
12,12,0.8960437348009183,0.9,0,370.0,900.0,1.0,170.0,0,0.5755255282447932
13,13,0.9955250785689351,1.0,0,269.0,947.0,1.0,74.0,0,0.5967579983822574
14,14,0.47369273551918356,0.5,1,475.0,984.0,1.0,351.0,1,0.5178012342654914
15,15,-0.5931315543444706,-0.6,1,469.0,829.0,0.0,342.0,0,0.1860159094073086
16,16,0.48004684448213153,0.5,1,330.0,934.0,1.0,266.0,1,0.07974238274436363
17,17,-0.8829469889191779,-0.9,1,384.0,585.0,0.0,261.0,0,0.04155733558136521
18,18,0.7713766259941468,0.8,0,415.0,665.0,1.0,410.0,0,0.016690096988200676
19,19,0.03655955570035907,0.0,1,306.0,633.0,0.0,3971.0,0,0.4937600098566086
20,20,-0.7796281060565935,-0.8,1,463.0,653.0,0.0,214.0,0,0.339615634185535
21,21,-0.9290170389435075,-0.9,1,415.0,692.0,0.0,223.0,0,0.3208660560022666
22,22,-0.8773629195728951,-0.9,1,275.0,582.0,0.0,203.0,0,0.4173039753364487
23,23,0.10066193011964875,0.1,1,473.0,856.0,0.0,3671.0,0,0.163983914113923
24,24,0.4101526896698926,0.4,1,365.0,887.0,1.0,1418.0,1,0.036641590317689876
25,25,0.822127142453543,0.8,0,449.0,701.0,1.0,240.0,0,0.13504177702628717
26,26,0.6552434105490943,0.7,0,429.0,803.0,1.0,158.0,0,0.8212098545861849
27,27,-0.19437250238443893,-0.2,1,252.0,570.0,0.0,998.0,0,0.636047243260017
28,28,0.2242940266756046,0.2,1,343.0,639.0,1.0,218.0,1,0.9664448809748256
29,29,0.357877543673385,0.4,1,261.0,880.0,1.0,349.0,1,0.9170381844224172
30,30,-0.3087807523272996,-0.3,1,387.0,616.0,0.0,727.0,0,0.3049706239481228
31,31,-0.11069439685640892,-0.1,1,276.0,531.0,0.0,643.0,0,0.15915017090205008
32,32,-0.36262126283113005,-0.4,1,304.0,568.0,0.0,648.0,0,0.34960541116728705
33,33,-0.6806227005306855,-0.7,1,364.0,615.0,0.0,381.0,0,0.10386426739999677
34,34,-0.8038365418822253,-0.8,1,392.0,792.0,0.0,166.0,0,0.5260378628806054
35,35,0.13542945423245256,0.1,1,307.0,971.0,1.0,3722.0,1,0.2717071084788083
36,36,-0.5786951417219863,-0.6,1,442.0,866.0,0.0,382.0,0,0.10062946731595446
37,37,-0.7160360982817555,-0.7,1,302.0,638.0,0.0,220.0,0,0.5129320733342144
38,38,0.7816890068450295,0.8,0,304.0,873.0,1.0,333.0,0,0.2558178368630023
39,39,-0.33339107458664463,-0.3,1,267.0,508.0,0.0,295.0,0,0.8009920327310344
40,40,0.8788838246307926,0.9,0,348.0,613.0,1.0,349.0,0,0.6270168437849689
41,41,0.18120902271175332,0.2,1,435.0,538.0,1.0,527.0,1,0.13337058972301252
42,42,0.7111397700080646,0.7,0,343.0,857.0,1.0,400.0,0,0.037770839366857545
43,43,0.3767004924878936,0.4,1,496.0,731.0,1.0,713.0,1,0.16615832564202637
44,44,-0.9067373277801793,-0.9,1,435.0,754.0,0.0,351.0,0,0.03389838795213518
45,45,-0.4776687396409909,-0.5,1,304.0,810.0,0.0,206.0,0,0.8494818091439886
46,46,0.7664028196035764,0.8,0,269.0,531.0,1.0,230.0,0,0.0632183231637774
47,47,-0.06774806316431459,-0.1,1,487.0,573.0,0.0,690.0,0,0.9961582419317722
48,48,-0.9927179760515004,-1.0,1,384.0,665.0,0.0,111.0,0,0.8294274040464947
49,49,-0.3336593548222795,-0.3,1,252.0,644.0,0.0,284.0,0,0.6768377257471816
50,50,0.2457572956972902,0.2,1,320.0,500.0,1.0,560.0,1,0.8263799578130148
51,51,0.3694639703731639,0.4,1,297.0,685.0,1.0,258.0,1,0.6289657600264568
52,52,0.2592185419527129,0.3,1,352.0,897.0,1.0,771.0,1,0.853325260417141
53,53,0.34772085398084385,0.3,1,318.0,920.0,1.0,602.0,1,0.5757506606877248
54,54,-0.16419846959080364,-0.2,1,422.0,969.0,0.0,3609.0,0,0.42394182693040583
55,55,0.2958697575226943,0.3,1,347.0,724.0,1.0,579.0,1,0.5508241921085019
56,56,-0.7746645183493617,-0.8,1,359.0,964.0,0.0,227.0,0,0.49353380197495544
57,57,-0.7960265279329972,-0.8,1,492.0,637.0,0.0,191.0,0,0.5671057226984666
58,58,-0.32992127296824414,-0.3,1,310.0,758.0,0.0,902.0,0,0.25817186128267955
59,59,0.13205340306647906,0.1,1,348.0,506.0,1.0,1486.0,1,0.5003461933359218
60,60,-0.6208624376506355,-0.6,1,437.0,768.0,0.0,465.0,0,0.09105908548092456
61,61,-0.6069664763650764,-0.6,1,306.0,859.0,0.0,465.0,0,0.33325927129581756
62,62,0.4970452431682606,0.5,1,309.0,802.0,1.0,219.0,1,0.4841375309826572
63,63,-0.3955116801846299,-0.4,1,274.0,861.0,0.0,485.0,0,0.6586294978654961
64,64,-0.8657262065183806,-0.9,1,272.0,596.0,0.0,372.0,0,0.7552059474560388
65,65,0.6256803073969954,0.6,0,393.0,800.0,1.0,237.0,0,0.965812489390129
66,66,-0.49384057639499224,-0.5,1,425.0,682.0,0.0,243.0,0,0.7855282718762224
67,67,0.8731876188490284,0.9,0,360.0,944.0,1.0,246.0,0,0.6579423696212562
68,68,0.13786544459220207,0.1,1,285.0,877.0,0.0,318.0,0,0.9481194517911327
69,69,0.5725732091157179,0.6,0,437.0,562.0,1.0,301.0,0,0.21475011491629892
70,70,0.34817985558982323,0.3,1,442.0,515.0,1.0,183.0,1,0.7857572950292447
71,71,-0.5756795643285024,-0.6,1,450.0,555.0,0.0,235.0,0,0.10816253771006912
72,72,-0.8719944455110591,-0.9,1,350.0,541.0,0.0,239.0,0,0.7229515399302209
73,73,0.5457344433177242,0.5,0,371.0,840.0,1.0,219.0,0,0.6101327713418248
74,74,0.012776744151511199,0.0,1,432.0,942.0,0.0,2726.0,0,0.598928632124465
75,75,-0.6364680862279537,-0.6,1,278.0,717.0,0.0,585.0,0,0.19455390627975278
76,76,-0.2349626715536759,-0.2,1,451.0,819.0,0.0,220.0,0,0.8940490284771762
77,77,-0.8438965346291469,-0.8,1,381.0,863.0,0.0,356.0,0,0.43898092234993125
78,78,-0.927823999156431,-0.9,1,317.0,605.0,0.0,158.0,0,0.6855176592359022
79,79,0.7848984753214308,0.8,0,382.0,600.0,1.0,218.0,0,0.5589037239589096
80,80,0.10692751769291742,0.1,1,339.0,970.0,1.0,781.0,1,0.7930326455632473
81,81,0.5832776657493992,0.6,0,413.0,955.0,1.0,1442.0,0,0.11049973793152368
82,82,-0.8230650132047663,-0.8,1,305.0,671.0,0.0,224.0,0,0.7745107044084906
83,83,-0.8861011037369524,-0.9,1,299.0,766.0,0.0,205.0,0,0.6886541012344725
84,84,-0.1820859950039324,-0.2,1,293.0,987.0,0.0,670.0,0,0.47228688736057955
85,85,-0.7669105156284826,-0.8,1,409.0,803.0,0.0,148.0,0,0.48695462948172685
86,86,0.7910488070210899,0.8,0,392.0,637.0,1.0,241.0,0,0.5460249889412141
87,87,-0.2573545787835685,-0.3,1,302.0,796.0,0.0,862.0,0,0.6226487078780907
88,88,-0.7607258179242669,-0.8,1,353.0,511.0,0.0,136.0,0,0.13182474189606852
89,89,0.6691262538719995,0.7,0,344.0,889.0,1.0,117.0,0,0.19846118695514037
90,90,0.180652689149849,0.2,1,380.0,978.0,1.0,602.0,1,0.35368477165831
91,91,-0.38681689278570497,-0.4,1,312.0,991.0,0.0,607.0,0,0.13865398675815488
92,92,0.4105914511988371,0.4,1,354.0,922.0,1.0,404.0,1,0.5130855289113162
93,93,0.1419519451719149,0.1,1,370.0,807.0,1.0,883.0,1,0.6565254113609239
94,94,0.3612316634019619,0.4,1,278.0,576.0,1.0,1666.0,1,0.22035238172406735
95,95,-0.3975870752159665,-0.4,1,408.0,860.0,0.0,372.0,0,0.9698237292669223
96,96,-0.3382053013576931,-0.3,1,489.0,801.0,0.0,1080.0,0,0.2739211201373234
97,97,0.4694221625973718,0.5,1,304.0,509.0,1.0,157.0,1,0.9171188628486574
98,98,-0.044019922761534325,-0.0,1,430.0,949.0,0.0,3621.0,0,0.4346533762139737
99,99,0.17276017420263812,0.2,1,250.0,993.0,0.0,3757.0,0,0.4118737352203973
100,100,0.7429288134332235,0.7,0,435.0,744.0,1.0,611.0,0,0.0393529523853553
101,101,-0.18079315774632398,-0.2,1,391.0,764.0,0.0,3845.0,0,0.14073284930756236
102,102,-0.6171011975291623,-0.6,1,314.0,949.0,0.0,207.0,0,0.9741311871813667
103,103,0.08235575158224462,0.1,1,322.0,813.0,1.0,1365.0,1,0.4559012999433102
104,104,-0.24117340109826202,-0.2,1,306.0,888.0,0.0,1026.0,0,0.16898368938901442
105,105,-0.12283003808501536,-0.1,1,334.0,758.0,0.0,1478.0,0,0.6694159779338021
106,106,0.3277079646134866,0.3,1,301.0,635.0,1.0,424.0,1,0.42249274051615304
107,107,-0.9553332907347165,-1.0,1,465.0,815.0,0.0,140.0,0,0.9433150986712495
108,108,-0.5789437611187152,-0.6,1,352.0,926.0,0.0,292.0,0,0.25925268443809246
109,109,-0.33955611153537446,-0.3,1,405.0,862.0,0.0,1033.0,0,0.3408668454804713
110,110,0.297869662801139,0.3,1,362.0,598.0,1.0,710.0,1,0.3081514166017455
111,111,-0.8940183140561915,-0.9,1,416.0,868.0,0.0,56.0,0,0.5988607874316383
112,112,0.4098923361109781,0.4,1,280.0,522.0,1.0,918.0,1,0.2587238571541025
113,113,0.011195460695381021,0.0,1,325.0,853.0,0.0,3822.0,0,0.03498102912086387
114,114,-0.502967828730434,-0.5,1,379.0,612.0,0.0,219.0,0,0.982217533601521
115,115,-0.8081987871905063,-0.8,1,466.0,574.0,0.0,190.0,0,0.4981446073181397
116,116,-0.9183839231702873,-0.9,1,379.0,689.0,0.0,362.0,0,0.019148652375631237
117,117,-0.3361158306825842,-0.3,1,453.0,552.0,0.0,1205.0,0,0.05105695616107553
118,118,-0.05907027631628137,-0.1,1,279.0,518.0,0.0,723.0,0,0.6455933195512561
119,119,0.0963534286208485,0.1,1,329.0,918.0,1.0,363.0,1,0.8376046545880026
120,120,-0.07988764245788227,-0.1,1,432.0,527.0,1.0,4041.0,1,0.20111464734664308
121,121,-0.0730787037924816,-0.1,1,301.0,776.0,0.0,963.0,0,0.39411784365895675
122,122,-0.7260167604301848,-0.7,1,350.0,575.0,0.0,155.0,0,0.7078189130284552
123,123,-0.7080295338827647,-0.7,1,465.0,814.0,0.0,391.0,0,0.14976691946128706
124,124,-0.37375487293019094,-0.4,1,361.0,848.0,0.0,261.0,0,0.9018182042011416
125,125,-0.14624165828592584,-0.1,1,366.0,873.0,0.0,321.0,0,0.972906743743376
126,126,0.6189736060581201,0.6,0,495.0,966.0,1.0,119.0,0,0.4871437465641518
127,127,-0.7109600973682846,-0.7,1,267.0,545.0,0.0,148.0,0,0.775220595348776
128,128,0.32941408039882525,0.3,1,408.0,577.0,1.0,345.0,1,0.7143455258920888
129,129,0.07942374122576568,0.1,1,261.0,851.0,1.0,898.0,1,0.8359034035390932
130,130,-0.5417925039597828,-0.5,1,446.0,651.0,0.0,243.0,0,0.6438499850813784
131,131,-0.47762200738262695,-0.5,1,444.0,831.0,0.0,305.0,0,0.9122534322810658
132,132,-0.3582892716721249,-0.4,1,282.0,533.0,0.0,585.0,0,0.3024929394231918
133,133,0.35304115185897067,0.4,1,372.0,701.0,1.0,417.0,1,0.4083141372417791
134,134,-0.9867051943249652,-1.0,1,482.0,903.0,0.0,55.0,0,0.29380861980984496
135,135,0.1855015672772118,0.2,1,320.0,915.0,1.0,2385.0,1,0.3620336956740844
136,136,0.45786616981083994,0.5,1,292.0,870.0,1.0,418.0,1,0.4231423085093112
137,137,-0.9870132417762325,-1.0,1,318.0,844.0,0.0,158.0,0,0.30265205546126095
138,138,0.6739616257151149,0.7,0,419.0,840.0,1.0,181.0,0,0.7092248956121986
139,139,-0.16451647019178717,-0.2,1,294.0,541.0,0.0,2625.0,0,0.3447035037583638
140,140,0.2690562192027268,0.3,1,418.0,954.0,1.0,308.0,1,0.540398865066174
141,141,-0.9000979477359967,-0.9,1,286.0,948.0,0.0,316.0,0,0.13428083842223293
142,142,-0.35707771076754224,-0.4,1,393.0,924.0,0.0,363.0,0,0.9638658455806111
143,143,-0.3524039197844826,-0.4,1,258.0,802.0,0.0,480.0,0,0.7323396888944086
144,144,-0.9243942101819342,-0.9,1,492.0,602.0,0.0,216.0,0,0.9478962833497645
145,145,0.9726958347009869,1.0,0,254.0,916.0,1.0,140.0,0,0.6147219490663699
146,146,0.38054859474243075,0.4,1,274.0,884.0,1.0,382.0,1,0.5087126127176993
147,147,0.7068905105620054,0.7,0,411.0,577.0,1.0,232.0,0,0.6654035501452296
148,148,-0.4016600000637147,-0.4,1,409.0,953.0,0.0,578.0,0,0.4838499782177831
149,149,-0.534092566870064,-0.5,1,435.0,721.0,0.0,234.0,0,0.9561317811861066
150,150,0.9163200830862881,0.9,0,478.0,530.0,1.0,72.0,0,0.9544383851757047
151,151,0.3122070562376824,0.3,1,366.0,619.0,1.0,425.0,1,0.5746255170294108
152,152,-0.37634260947305465,-0.4,1,288.0,909.0,0.0,473.0,0,0.9623952455210012
153,153,0.7599840428182001,0.8,0,445.0,502.0,1.0,233.0,0,0.9617635400042677
154,154,0.3763938793411743,0.4,1,492.0,827.0,1.0,531.0,1,0.9570276378989221
155,155,0.4208260539828157,0.4,1,406.0,663.0,1.0,201.0,1,0.7730018537120125
156,156,0.14178262954181076,0.1,1,258.0,702.0,1.0,1310.0,1,0.4179594941403465
157,157,0.7416581931537438,0.7,0,488.0,666.0,1.0,386.0,0,0.02153253248710163
158,158,-0.9381896664444378,-0.9,1,487.0,502.0,0.0,211.0,0,0.1909943406789354
159,159,0.5235707334636635,0.5,0,434.0,937.0,1.0,369.0,0,0.678748314205873
160,160,-0.5867901640411124,-0.6,1,443.0,555.0,0.0,192.0,0,0.4918959302802377
161,161,-0.7845981560491142,-0.8,1,312.0,839.0,0.0,169.0,0,0.2627415692714624
162,162,-0.04626378489948002,-0.0,1,370.0,827.0,1.0,373.0,1,0.8706373244684278
163,163,-0.408043676984019,-0.4,1,344.0,898.0,0.0,298.0,0,0.5224593636277876
164,164,0.2678387775340134,0.3,1,467.0,616.0,1.0,3917.0,1,0.07505098980041036
165,165,-0.5904858543891873,-0.6,1,316.0,965.0,0.0,239.0,0,0.4264303960438741
166,166,0.05965102939720501,0.1,1,253.0,556.0,1.0,1891.0,1,0.8220571084707116
167,167,0.9587570936373431,1.0,0,468.0,897.0,1.0,395.0,0,0.2976403279641229
168,168,-0.6228149723889924,-0.6,1,475.0,800.0,0.0,175.0,0,0.9934144010014421
169,169,-0.07658393900523519,-0.1,1,495.0,586.0,0.0,829.0,0,0.7791388907850136
170,170,0.5693536956695824,0.6,0,447.0,570.0,1.0,343.0,0,0.3569081936127665
171,171,-0.08875383495265887,-0.1,1,448.0,952.0,0.0,1590.0,0,0.27214678983306884
172,172,0.45066269931681924,0.5,1,366.0,685.0,1.0,209.0,1,0.7211916616253385
173,173,0.4364235077973153,0.4,1,354.0,657.0,1.0,1639.0,1,0.08069658173534999
174,174,0.4668697914945672,0.5,1,444.0,761.0,1.0,485.0,1,0.213729666058183
175,175,-0.573980032903882,-0.6,1,470.0,605.0,0.0,285.0,0,0.38753137617749156
176,176,-0.1422087486387309,-0.1,1,448.0,817.0,0.0,3735.0,0,0.03403744210761572
177,177,-0.5805230335865523,-0.6,1,478.0,656.0,0.0,326.0,0,0.41419361641855446
178,178,0.23048229096519557,0.2,1,435.0,511.0,1.0,774.0,1,0.5652152725141693
179,179,0.425050649089304,0.4,1,496.0,682.0,1.0,422.0,1,0.5069366077527198
180,180,0.16796048255175156,0.2,1,391.0,604.0,1.0,4005.0,1,0.11347160979760318
181,181,-0.9201501346546259,-0.9,1,340.0,610.0,0.0,280.0,0,0.16611067310806604
182,182,0.6752155587821822,0.7,0,340.0,691.0,1.0,269.0,0,0.9008679280111936
183,183,-0.42557334261992485,-0.4,1,457.0,626.0,0.0,347.0,0,0.5032601892881434
184,184,0.14132916553605623,0.1,1,285.0,990.0,1.0,1215.0,1,0.5430172941387392
185,185,0.5092896114090635,0.5,0,480.0,541.0,1.0,219.0,0,0.9616266242612675
186,186,-0.07966892744641618,-0.1,1,307.0,596.0,0.0,4097.0,0,0.10664494393208634
187,187,-0.24535665802012163,-0.2,1,256.0,821.0,0.0,283.0,0,0.7408857880387508
188,188,-0.7957756004656154,-0.8,1,283.0,968.0,0.0,249.0,0,0.1257747400311494
189,189,-0.20627959190356226,-0.2,1,279.0,743.0,0.0,758.0,0,0.7563153085447928
190,190,-0.23562999938034435,-0.2,1,359.0,950.0,0.0,621.0,0,0.5488746737662027
191,191,-0.07497157689712619,-0.1,1,302.0,897.0,0.0,3801.0,0,0.02610049865543751
192,192,0.07363224401186974,0.1,1,286.0,530.0,1.0,604.0,1,0.8283636016458521
193,193,-0.06393089042465161,-0.1,1,436.0,855.0,0.0,3709.0,0,0.44185786292251783
194,194,0.45574815801269075,0.5,1,334.0,741.0,1.0,1365.0,1,0.0024293929960995664
195,195,0.19912699145968293,0.2,1,285.0,929.0,1.0,2096.0,1,0.228023464147303
196,196,0.029163562977372104,0.0,1,394.0,529.0,0.0,627.0,0,0.5754631363152128
197,197,-0.14977328808646884,-0.1,1,485.0,853.0,0.0,252.0,0,0.9330615123385614
198,198,0.753002638831316,0.8,0,456.0,886.0,1.0,368.0,0,0.08278751445251076
199,199,-0.9934072478633142,-1.0,1,449.0,868.0,0.0,203.0,0,0.02142880691751803
200,200,0.16174644771334923,0.2,1,459.0,751.0,1.0,3500.0,1,0.06964652386195469
201,201,-0.11554278068658608,-0.1,1,494.0,699.0,0.0,3807.0,0,0.05347039586346769
202,202,0.9876134334781681,1.0,0,472.0,586.0,1.0,232.0,0,0.8094482131604418
203,203,-0.08638072902491056,-0.1,1,382.0,949.0,0.0,1439.0,0,0.4639678924258538
204,204,-0.20242151481469683,-0.2,1,414.0,726.0,0.0,280.0,0,0.9020651552771047
205,205,0.29119962327449356,0.3,1,401.0,656.0,1.0,533.0,1,0.5981691313035682
206,206,-0.30599813545775345,-0.3,1,453.0,915.0,0.0,402.0,0,0.7603033213512637
207,207,-0.5054289726526644,-0.5,1,403.0,645.0,0.0,222.0,0,0.7930681945871597
208,208,-0.4283436494425499,-0.4,1,480.0,920.0,0.0,670.0,0,0.5835108590391047
209,209,-0.9338180685863378,-0.9,1,267.0,624.0,0.0,69.0,0,0.6688177082396484
210,210,-0.6320954321325352,-0.6,1,447.0,691.0,0.0,202.0,0,0.7978944789394896
211,211,-0.09488053973090071,-0.1,1,350.0,812.0,0.0,758.0,0,0.7239533554559748
212,212,0.6805910780395621,0.7,0,308.0,520.0,1.0,232.0,0,0.8456853482916303
213,213,-0.7728961847839495,-0.8,1,480.0,864.0,0.0,396.0,0,0.2692502710989012
214,214,0.517857510413086,0.5,0,479.0,670.0,1.0,251.0,0,0.9396994560153046
215,215,-0.7271308785292732,-0.7,1,481.0,899.0,0.0,210.0,0,0.24921556900590103
216,216,-0.055811350018756256,-0.1,1,346.0,649.0,0.0,4005.0,0,0.264017495701829
217,217,-0.05321047308678106,-0.1,1,454.0,552.0,0.0,1344.0,0,0.8658175032251373
218,218,-0.42851676084850787,-0.4,1,416.0,552.0,0.0,362.0,0,0.8639779407578031
219,219,0.012399819228678943,0.0,1,444.0,826.0,0.0,3730.0,0,0.578392821993186
220,220,-0.047518417757950404,-0.0,1,271.0,579.0,0.0,660.0,0,0.7444915393403589
221,221,0.05681236527997169,0.1,1,391.0,934.0,1.0,1925.0,1,0.4660408506654594
222,222,0.5632188716714635,0.6,0,386.0,898.0,1.0,376.0,0,0.2967186862494241
223,223,0.5735295846900581,0.6,0,446.0,581.0,1.0,543.0,0,0.34366681346778205
224,224,-0.1760010788007853,-0.2,1,367.0,661.0,0.0,512.0,0,0.6380728075301586
225,225,0.5155266441434132,0.5,0,378.0,729.0,1.0,183.0,0,0.5148570789730834
226,226,0.6062424123556178,0.6,0,481.0,990.0,1.0,399.0,0,0.5258016603130761
227,227,-0.04843578174780494,-0.0,1,429.0,728.0,0.0,3843.0,0,0.4464988363638043
228,228,-0.3704786194218508,-0.4,1,390.0,664.0,0.0,736.0,0,0.0994950641851331
229,229,0.24202534647867258,0.2,1,375.0,872.0,1.0,3753.0,1,0.12580253973235145
230,230,0.052693656287699175,0.1,1,407.0,813.0,1.0,550.0,1,0.8300475294897831
231,231,0.2253634706513581,0.2,1,311.0,790.0,1.0,1099.0,1,0.5672923803990937
232,232,-0.8217482171307442,-0.8,1,378.0,757.0,0.0,185.0,0,0.2916860607988887
233,233,-0.690212408192646,-0.7,1,390.0,625.0,0.0,195.0,0,0.8844431364011217
234,234,-0.094082238465649,-0.1,1,266.0,542.0,0.0,4192.0,0,0.1625510328084625
235,235,-0.7935982174490339,-0.8,1,282.0,822.0,0.0,276.0,0,0.32146197824137557
236,236,-0.011221082829566686,-0.0,1,451.0,921.0,1.0,3628.0,1,0.2220562800523871
237,237,-0.2199829471013306,-0.2,1,426.0,970.0,0.0,494.0,0,0.7220489106407257
238,238,0.20288962491840312,0.2,1,319.0,750.0,1.0,531.0,1,0.976284404076419
239,239,0.6926330382736186,0.7,0,256.0,903.0,1.0,331.0,0,0.87923024082176
240,240,0.12637313108747295,0.1,1,262.0,665.0,0.0,4073.0,0,0.2862597765739593
241,241,-0.556902379825678,-0.6,1,306.0,621.0,0.0,283.0,0,0.4929484446789202
242,242,-0.5780433107466834,-0.6,1,340.0,834.0,0.0,176.0,0,0.3364182783937004
243,243,0.8626027622568873,0.9,0,256.0,917.0,1.0,257.0,0,0.2764619284811387
244,244,-0.03375089900301509,-0.0,1,392.0,723.0,0.0,3885.0,0,0.0033459353729260455
245,245,-0.384299940258924,-0.4,1,305.0,536.0,0.0,349.0,0,0.7167932054644087
246,246,0.7989537154235471,0.8,0,386.0,962.0,1.0,212.0,0,0.07542010106864117
247,247,-0.4099007530841494,-0.4,1,406.0,616.0,0.0,328.0,0,0.42620623368082333
248,248,0.5102930584950793,0.5,0,410.0,827.0,1.0,303.0,0,0.28652454555223217
249,249,0.14706052790646673,0.1,1,351.0,687.0,1.0,1962.0,1,0.38795074561588117
250,250,0.12029358581062444,0.1,1,349.0,611.0,1.0,520.0,1,0.6611144394303756
251,251,0.03380350257043596,0.0,1,356.0,964.0,1.0,3680.0,1,0.22604780375456357
252,252,0.2868244871208854,0.3,1,276.0,561.0,1.0,1033.0,1,0.421722836932367
253,253,-0.16225240589544754,-0.2,1,305.0,584.0,0.0,401.0,0,0.6162730489148172
254,254,0.7999187913059769,0.8,0,392.0,791.0,1.0,427.0,0,0.03302954464984453
255,255,-0.3965333639397637,-0.4,1,402.0,765.0,0.0,1253.0,0,0.007406111908933033
256,256,-0.7112302214945341,-0.7,1,387.0,854.0,0.0,299.0,0,0.15527031434969185
257,257,0.060556570646791874,0.1,1,251.0,762.0,1.0,3987.0,1,0.09318062661943727
258,258,-0.3395593253369631,-0.3,1,305.0,779.0,0.0,276.0,0,0.9806145915757223
259,259,0.06816291489595017,0.1,1,397.0,722.0,1.0,481.0,1,0.4893979493882461
260,260,0.3915097954380533,0.4,1,251.0,750.0,1.0,369.0,1,0.5280231759167147
261,261,-0.5827691035114941,-0.6,1,435.0,765.0,0.0,220.0,0,0.5943414510578745
262,262,-0.6393334192332283,-0.6,1,337.0,711.0,0.0,242.0,0,0.3278396886970909
263,263,0.6189738017863688,0.6,0,265.0,720.0,1.0,335.0,0,0.7448250196256359
264,264,0.46033079944397937,0.5,1,397.0,800.0,1.0,263.0,1,0.5801542538321567
265,265,-0.5934103001938662,-0.6,1,331.0,561.0,0.0,248.0,0,0.6039864864208535
266,266,-0.1265052537939919,-0.1,1,491.0,643.0,0.0,3866.0,0,0.25894222782187204
267,267,-0.5721910330912325,-0.6,1,324.0,790.0,0.0,266.0,0,0.16689566887474028
268,268,0.9952613341056389,1.0,0,387.0,587.0,1.0,276.0,0,0.2156509245832714
269,269,0.38281535739750705,0.4,1,270.0,977.0,1.0,863.0,1,0.15104153131236608
270,270,-0.7734631320162875,-0.8,1,301.0,843.0,0.0,216.0,0,0.3348409710109729
271,271,-0.993236943062064,-1.0,1,499.0,687.0,0.0,234.0,0,0.5784270249828415
272,272,-0.11188670752549856,-0.1,1,444.0,815.0,0.0,631.0,0,0.615354052793337
273,273,-0.082060885075256,-0.1,1,489.0,935.0,1.0,456.0,1,0.948037813980154
274,274,0.9068338771747528,0.9,0,324.0,509.0,1.0,117.0,0,0.8755563054294576
275,275,-0.7250877760884318,-0.7,1,406.0,582.0,0.0,212.0,0,0.3108058340971871
276,276,-0.018851174337442655,-0.0,1,443.0,739.0,1.0,3818.0,1,0.3159716692257213
277,277,-0.07715380372732694,-0.1,1,439.0,834.0,0.0,3727.0,0,0.5943971324254025
278,278,0.8849202346691303,0.9,0,365.0,551.0,1.0,194.0,0,0.298324949663334
279,279,0.46743625679153666,0.5,1,437.0,503.0,1.0,670.0,1,0.601385779840702
280,280,0.6888002070186561,0.7,0,493.0,894.0,1.0,253.0,0,0.8172779400967076
281,281,-0.29574381756291834,-0.3,1,341.0,896.0,0.0,303.0,0,0.9882444663624137
282,282,-0.7679571154342102,-0.8,1,374.0,699.0,0.0,247.0,0,0.6185746145013208
283,283,-0.7878477686446059,-0.8,1,425.0,776.0,0.0,379.0,0,0.545387853625749
284,284,0.18519136988642848,0.2,1,360.0,992.0,1.0,3648.0,1,0.08915066262512206
285,285,0.5324858695257335,0.5,0,437.0,947.0,1.0,316.0,0,0.37748843599722026
286,286,-0.08446235898267807,-0.1,1,466.0,626.0,0.0,368.0,0,0.5850912739200788
287,287,-0.06813676192044116,-0.1,1,317.0,767.0,0.0,2596.0,0,0.5377819236083968
288,288,-0.5130684065185775,-0.5,1,456.0,753.0,0.0,201.0,0,0.2412770203177792
289,289,-0.3422630449443662,-0.3,1,262.0,941.0,0.0,767.0,0,0.5604425740874585
290,290,0.9943195932214977,1.0,0,466.0,868.0,1.0,216.0,0,0.28395940465629077
291,291,0.3834251696234725,0.4,1,494.0,870.0,1.0,356.0,1,0.3760070104483072
292,292,0.8995540495892347,0.9,0,325.0,883.0,1.0,212.0,0,0.7474619071577582
293,293,0.027572102376931085,0.0,1,487.0,576.0,1.0,3937.0,1,0.2714757411551154
294,294,-0.22951649017750597,-0.2,1,496.0,923.0,0.0,1481.0,0,0.18992778332087756
