,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,gain
1436,1436,-0.008681614465529952,-0.0,1,493.0,661.0,1.0,3846.0,1,0.32550573216392675
1437,1437,-0.2697472046634344,-0.3,1,282.0,594.0,0.0,154.0,0,0.6553279100947055
1438,1438,0.12620346668657878,0.1,1,275.0,573.0,1.0,582.0,1,0.7153015115890254
1439,1439,0.7911785579369284,0.8,0,373.0,999.0,1.0,308.0,0,0.15078020907492162
1440,1440,-0.08394207635879014,-0.1,1,291.0,604.0,0.0,2495.0,0,0.232877344712339
1441,1441,0.12294339793063958,0.1,1,313.0,917.0,1.0,700.0,1,0.7232290856998317
1442,1442,-0.7373781406810049,-0.7,1,260.0,760.0,0.0,130.0,0,0.04180069867023051
1443,1443,-0.27631031238453474,-0.3,1,284.0,589.0,0.0,617.0,0,0.5108249206131359
1444,1444,-0.22540278801126346,-0.2,1,289.0,987.0,0.0,474.0,0,0.9299450443924892
1445,1445,0.5783975977861193,0.6,0,427.0,546.0,1.0,417.0,0,0.41411533213326124
1446,1446,0.3587081696950478,0.4,1,417.0,779.0,1.0,694.0,1,0.009683103180459285
1447,1447,0.699515186908245,0.7,0,306.0,569.0,1.0,335.0,0,0.7106896267739033
1448,1448,-0.7573164447930087,-0.8,1,432.0,825.0,0.0,123.0,0,0.9182100550081286
1449,1449,-0.8768736245317912,-0.9,1,402.0,533.0,0.0,125.0,0,0.4900068350124329
1450,1450,-0.057868666057812046,-0.1,1,442.0,896.0,0.0,2582.0,0,0.42587677245322997
1451,1451,-0.9370989167830739,-0.9,1,365.0,556.0,0.0,239.0,0,0.5547985941636754
1452,1452,0.035968461431117094,0.0,1,359.0,863.0,1.0,1648.0,1,0.833397247096617
1453,1453,0.7660710525514802,0.8,0,336.0,841.0,1.0,153.0,0,0.47502862469271
1454,1454,0.6227757545635675,0.6,0,344.0,584.0,1.0,132.0,0,0.9234891304454498
1455,1455,0.6149125734633105,0.6,0,250.0,963.0,1.0,227.0,0,0.3712021667547273
1456,1456,0.7331438190316817,0.7,0,497.0,952.0,1.0,271.0,0,0.20035728836160904
1457,1457,-0.4254562096741492,-0.4,1,498.0,806.0,0.0,286.0,0,0.9333303002771748
1458,1458,-0.8783390267312177,-0.9,1,307.0,833.0,0.0,310.0,0,0.45173834219333264
1459,1459,0.04189164596352546,0.0,1,498.0,698.0,1.0,2334.0,1,0.5868492484074918
1460,1460,0.3225268317808907,0.3,1,308.0,928.0,1.0,1294.0,1,0.31383307828347295
1461,1461,-0.4645681017712193,-0.5,1,466.0,504.0,0.0,510.0,0,0.3862571093419802
1462,1462,0.26381128888669303,0.3,1,404.0,614.0,1.0,1622.0,1,0.19904947373289084
1463,1463,0.6699298574878942,0.7,0,477.0,701.0,1.0,292.0,0,0.44122307518933845
1464,1464,-0.6783133032076425,-0.7,1,364.0,677.0,0.0,429.0,0,0.34158472755091573
1465,1465,0.5349286374784337,0.5,0,463.0,918.0,1.0,1069.0,0,0.009600313841682584
1466,1466,0.5094984828111697,0.5,0,352.0,967.0,1.0,451.0,0,0.4804127881581063
1467,1467,-0.09670735082635562,-0.1,1,433.0,618.0,0.0,3949.0,0,0.26336595461512047
1468,1468,-0.6269024764004252,-0.6,1,324.0,829.0,0.0,647.0,0,0.19816667572989777
1469,1469,-0.2654839745450932,-0.3,1,397.0,617.0,0.0,1856.0,0,0.2942624466226921
1470,1470,-0.1653654393678332,-0.2,1,342.0,856.0,0.0,452.0,0,0.5675651163544266
1471,1471,-0.30585967528074076,-0.3,1,414.0,533.0,0.0,263.0,0,0.9355442209513214
1472,1472,-0.3980700679041378,-0.4,1,331.0,658.0,0.0,361.0,0,0.8864106529526614
1473,1473,-0.18106555093312782,-0.2,1,461.0,733.0,0.0,1196.0,0,0.3594510522636425
1474,1474,-0.45555833278538893,-0.5,1,374.0,661.0,0.0,395.0,0,0.8071260981275628
1475,1475,-0.11250682294617431,-0.1,1,394.0,839.0,0.0,1157.0,0,0.36465413363902277
1476,1476,-0.3647111066902875,-0.4,1,273.0,628.0,0.0,459.0,0,0.6417863780334956
1477,1477,-0.11827609662431615,-0.1,1,260.0,502.0,0.0,2638.0,0,0.43570953586268923
1478,1478,0.15012808566845326,0.2,1,319.0,883.0,1.0,308.0,1,0.9570143057578249
1479,1479,0.6750075910300253,0.7,0,413.0,999.0,1.0,358.0,0,0.5138754021266292
1480,1480,-0.06514332498979458,-0.1,1,480.0,931.0,0.0,3589.0,0,0.3561292752434888
1481,1481,-0.6353712459671756,-0.6,1,369.0,999.0,0.0,272.0,0,0.8388377100922751
1482,1482,0.8936768282599874,0.9,0,488.0,571.0,1.0,111.0,0,0.9324097541040125
1483,1483,0.2808596562783985,0.3,1,450.0,693.0,1.0,947.0,1,0.2904954705218654
1484,1484,-0.5194885497782031,-0.5,1,335.0,658.0,0.0,497.0,0,0.33294792390958705
1485,1485,-0.4865895341375479,-0.5,1,465.0,836.0,0.0,689.0,0,0.31246198252792934
1486,1486,0.19215971627133932,0.2,1,278.0,904.0,1.0,2608.0,1,0.471812515774923
1487,1487,0.12349665728639048,0.1,1,312.0,889.0,1.0,1699.0,1,0.46210136825980963
1488,1488,-0.6184135854125643,-0.6,1,497.0,708.0,0.0,185.0,0,0.2797682348570032
1489,1489,0.9044697371430235,0.9,0,395.0,529.0,1.0,206.0,0,0.3831690553758186
1490,1490,0.8101559541738683,0.8,0,348.0,933.0,1.0,189.0,0,0.5936083213499798
1491,1491,-0.13318425921392252,-0.1,1,299.0,770.0,0.0,3931.0,0,0.11408509309914117
1492,1492,0.7594605470213285,0.8,0,476.0,785.0,1.0,189.0,0,0.985010441375197
1493,1493,0.3296726953478031,0.3,1,382.0,687.0,1.0,761.0,1,0.5169663449622334
1494,1494,0.8654610644665255,0.9,0,356.0,564.0,1.0,220.0,0,0.8063627895638414
1495,1495,0.992013114828658,1.0,0,386.0,526.0,1.0,248.0,0,0.10086068313318264
1496,1496,0.7069916668424308,0.7,0,380.0,542.0,1.0,548.0,0,0.16405387340843913
1497,1497,0.5905115143905746,0.6,0,497.0,778.0,1.0,285.0,0,0.8085082203400453
1498,1498,-0.2633760834291847,-0.3,1,292.0,510.0,0.0,708.0,0,0.8478532858201118
1499,1499,-0.5033455587627351,-0.5,1,262.0,832.0,0.0,316.0,0,0.5798900026857137
1500,1500,-0.9734432598533367,-1.0,1,463.0,765.0,0.0,232.0,0,0.4598929175125651
1501,1501,0.19155774001972659,0.2,1,373.0,893.0,1.0,1234.0,1,0.4045339652277158
1502,1502,0.7512277166175787,0.8,0,287.0,987.0,1.0,326.0,0,0.3337437452475619
1503,1503,0.8322200740107957,0.8,0,259.0,703.0,1.0,398.0,0,0.1328961230691621
1504,1504,0.07137696759801848,0.1,1,275.0,604.0,0.0,4121.0,0,0.3237097839773093
1505,1505,-0.6924626449630997,-0.7,1,414.0,826.0,0.0,550.0,0,0.07833360563282044
1506,1506,-0.5736196772057223,-0.6,1,281.0,618.0,0.0,931.0,0,0.01218076927333045
1507,1507,-0.03268406900440124,-0.0,1,286.0,642.0,1.0,1622.0,1,0.8504492588548378
1508,1508,-0.37097759918706497,-0.4,1,484.0,776.0,0.0,450.0,0,0.8572503735127169
1509,1509,-0.9183758532707853,-0.9,1,383.0,799.0,0.0,108.0,0,0.6110029098833091
1510,1510,0.37778704655779793,0.4,1,318.0,569.0,1.0,283.0,1,0.5793542541785904
1511,1511,0.15195243962540084,0.2,1,365.0,983.0,1.0,2682.0,1,0.14547917993806003
1512,1512,0.01638362987806108,0.0,1,461.0,786.0,0.0,3753.0,0,0.3304137565316151
1513,1513,0.07811558849873301,0.1,1,271.0,657.0,1.0,4072.0,1,0.29021920301368065
1514,1514,0.9789791302290511,1.0,0,336.0,671.0,1.0,193.0,0,0.6669858768398085
1515,1515,0.32300985213898703,0.3,1,265.0,820.0,1.0,395.0,1,0.562382165113845
1516,1516,-0.8387625990295697,-0.8,1,458.0,723.0,0.0,249.0,0,0.8710517152985696
1517,1517,-0.46610670245549657,-0.5,1,353.0,708.0,0.0,209.0,0,0.6056561237662086
1518,1518,-0.7763877523694485,-0.8,1,259.0,824.0,0.0,187.0,0,0.5266891312552185
1519,1519,0.01990658809774204,0.0,1,401.0,553.0,1.0,306.0,1,0.7335591322345197
1520,1520,-0.04993840316153708,-0.0,1,252.0,998.0,0.0,1760.0,0,0.8840424590030498
1521,1521,0.5976370872203118,0.6,0,334.0,721.0,1.0,435.0,0,0.16584844406295762
1522,1522,-0.3529705169914277,-0.4,1,470.0,856.0,0.0,494.0,0,0.6315602595975254
1523,1523,-0.6271147039226159,-0.6,1,342.0,600.0,0.0,288.0,0,0.0074989698950126416
1524,1524,-0.08816639700982987,-0.1,1,274.0,783.0,0.0,3943.0,0,0.3690387957417589
1525,1525,-0.3518003596948538,-0.4,1,291.0,846.0,0.0,283.0,0,0.606907178342696
1526,1526,-0.8995512238609371,-0.9,1,383.0,832.0,0.0,185.0,0,0.9798699112177548
1527,1527,-0.4542267686455477,-0.5,1,457.0,961.0,0.0,392.0,0,0.17408498248587467
1528,1528,-0.5089756104078891,-0.5,1,498.0,650.0,0.0,622.0,0,0.031226275240862744
1529,1529,-0.8016922887137414,-0.8,1,333.0,629.0,0.0,208.0,0,0.9043970426760672
1530,1530,0.547356538591228,0.5,0,301.0,763.0,1.0,696.0,0,0.28097441771989473
1531,1531,0.765088957165569,0.8,0,271.0,866.0,1.0,233.0,0,0.4781392073278373
1532,1532,-0.4699419397850837,-0.5,1,324.0,665.0,0.0,161.0,0,0.9147943379146786
1533,1533,0.8762982841646645,0.9,0,312.0,539.0,1.0,219.0,0,0.4994193409393335
1534,1534,0.6870095446585995,0.7,0,478.0,701.0,1.0,461.0,0,0.40425951266372273
1535,1535,-0.2650188707774195,-0.3,1,341.0,605.0,0.0,1954.0,0,0.07400871000726206
1536,1536,-0.40120430258198336,-0.4,1,337.0,527.0,0.0,386.0,0,0.5825449892114499
1537,1537,-0.8735931040374705,-0.9,1,379.0,522.0,0.0,319.0,0,0.29446172676369187
1538,1538,-0.6561238659995794,-0.7,1,365.0,983.0,0.0,242.0,0,0.7946682083587181
1539,1539,-0.1511773188997052,-0.2,1,429.0,685.0,0.0,276.0,0,0.7856979175228511
1540,1540,-0.14054943752523696,-0.1,1,287.0,549.0,0.0,284.0,0,0.7551547681980033
1541,1541,0.4619321988708167,0.5,1,260.0,556.0,1.0,484.0,1,0.5074761471813228
1542,1542,0.6703830417570289,0.7,0,336.0,516.0,1.0,98.0,0,0.8560670902948119
1543,1543,0.8405701081477857,0.8,0,302.0,925.0,1.0,173.0,0,0.7993579403496455
1544,1544,0.1875165364176452,0.2,1,402.0,954.0,1.0,1824.0,1,0.2960586841333289
1545,1545,0.07335382874182272,0.1,1,480.0,613.0,1.0,3907.0,1,0.2855936443781344
1546,1546,-0.9114319151280106,-0.9,1,415.0,559.0,0.0,306.0,0,0.0230045160232345
1547,1547,-0.20296526827283934,-0.2,1,385.0,774.0,0.0,321.0,0,0.9821377809629316
1548,1548,-0.5260915937111852,-0.5,1,397.0,731.0,0.0,822.0,0,0.2163128406949708
1549,1549,-0.7184507370063438,-0.7,1,328.0,512.0,0.0,280.0,0,0.7764283256507843
1550,1550,0.31220230688000106,0.3,1,393.0,640.0,1.0,477.0,1,0.19364769875424626
1551,1551,0.9938857684378328,1.0,0,392.0,914.0,1.0,194.0,0,0.4897372224608999
1552,1552,-0.9817078388463782,-1.0,1,283.0,979.0,0.0,158.0,0,0.5286977497319427
1553,1553,-0.5185146516057899,-0.5,1,454.0,706.0,0.0,1340.0,0,0.2934548448067935
1554,1554,0.7116839587543522,0.7,0,470.0,669.0,1.0,411.0,0,0.46205734762750683
1555,1555,0.013344352222376621,0.0,1,276.0,724.0,1.0,4000.0,1,0.27063092848291415
1556,1556,0.5631225198411738,0.6,0,292.0,800.0,1.0,138.0,0,0.7867643106776768
1557,1557,-0.34973566034238357,-0.3,1,486.0,847.0,0.0,1557.0,0,0.14073387173940988
1558,1558,-0.53155786697152,-0.5,1,265.0,991.0,0.0,394.0,0,0.06497626878935492
1559,1559,0.05745829717401496,0.1,1,326.0,564.0,1.0,3620.0,1,0.4564092485090693
1560,1560,0.08269648517448824,0.1,1,411.0,816.0,1.0,523.0,1,0.3332911193415238
1561,1561,0.1860532679717366,0.2,1,378.0,670.0,1.0,482.0,1,0.30883128261611414
1562,1562,-0.9657663126288176,-1.0,1,398.0,951.0,0.0,211.0,0,0.8480563049175615
1563,1563,-0.8415266594643946,-0.8,1,403.0,800.0,0.0,337.0,0,0.33322597021612566
1564,1564,-0.4808829390612279,-0.5,1,466.0,605.0,0.0,119.0,0,0.9668952216961016
1565,1565,-0.05667977258270995,-0.1,1,427.0,646.0,0.0,3927.0,0,0.09847718182024068
1566,1566,-0.9901664428638584,-1.0,1,411.0,695.0,0.0,194.0,0,0.2608203325752908
1567,1567,-0.7055238309379144,-0.7,1,491.0,979.0,0.0,140.0,0,0.6598416444092688
1568,1568,0.9250569571630787,0.9,0,494.0,562.0,1.0,104.0,0,0.7220286522388439
1569,1569,-0.4750906712974141,-0.5,1,484.0,893.0,0.0,353.0,0,0.6514522095533832
1570,1570,-0.5637931258593145,-0.6,1,342.0,916.0,0.0,272.0,0,0.7040746575196026
1571,1571,0.4533386166252136,0.5,1,324.0,745.0,1.0,341.0,1,0.5800026440731657
1572,1572,0.7254425166344642,0.7,0,448.0,978.0,1.0,274.0,0,0.4419014201440412
1573,1573,-0.7629733415988551,-0.8,1,263.0,735.0,0.0,382.0,0,0.2560092301044269
1574,1574,0.9519108941190073,1.0,0,262.0,737.0,1.0,291.0,0,0.16645906348059147
1575,1575,-0.32615300924438917,-0.3,1,431.0,652.0,0.0,387.0,0,0.6096239062968071
1576,1576,-0.1476125512285309,-0.1,1,436.0,598.0,0.0,736.0,0,0.7541762442890806
1577,1577,0.8516646360652103,0.9,0,492.0,996.0,1.0,162.0,0,0.8273872114383687
1578,1578,0.06227801154392276,0.1,1,423.0,644.0,1.0,1733.0,1,0.7624953196127889
1579,1579,-0.0645567269742453,-0.1,1,449.0,692.0,1.0,3859.0,1,0.019973156950755855
1580,1580,-0.4885589015560514,-0.5,1,433.0,978.0,0.0,309.0,0,0.5614266056154674
1581,1581,0.9778365289976172,1.0,0,486.0,829.0,1.0,295.0,0,0.34442655137694567
1582,1582,0.6651930372309998,0.7,0,482.0,894.0,1.0,574.0,0,0.10766364221117564
1583,1583,0.8350303721158958,0.8,0,400.0,933.0,1.0,287.0,0,0.19272260218999404
1584,1584,-0.4656414463248082,-0.5,1,380.0,756.0,0.0,504.0,0,0.4234159447021756
1585,1585,0.08332110557186989,0.1,1,471.0,887.0,1.0,2422.0,1,0.46173776174139247
1586,1586,-0.279311103371207,-0.3,1,339.0,839.0,0.0,882.0,0,0.6109932588791874
1587,1587,0.7765854310197435,0.8,0,400.0,992.0,1.0,278.0,0,0.15983272770697377
1588,1588,-0.9852720468277638,-1.0,1,357.0,966.0,0.0,187.0,0,0.5427219521092984
1589,1589,0.6764589516643957,0.7,0,316.0,915.0,1.0,249.0,0,0.6157709492257752
1590,1590,-0.27725494837025044,-0.3,1,460.0,801.0,0.0,1259.0,0,0.11870376284198003
1591,1591,-0.474499447978717,-0.5,1,460.0,538.0,0.0,322.0,0,0.7900649414192726
1592,1592,0.64928098768956,0.6,0,297.0,908.0,1.0,405.0,0,0.16753010595255857
1593,1593,-0.7521136584632246,-0.8,1,384.0,626.0,0.0,320.0,0,0.12675858815926977
1594,1594,0.064548151116127,0.1,1,256.0,520.0,1.0,2414.0,1,0.8536493916848865
1595,1595,-0.2442629119079962,-0.2,1,388.0,625.0,0.0,1187.0,0,0.2821886231463133
1596,1596,0.5795151073939979,0.6,0,484.0,611.0,1.0,475.0,0,0.1829044241573573
1597,1597,-0.4671782996844711,-0.5,1,303.0,838.0,0.0,349.0,0,0.9503080689812065
1598,1598,-0.1871038263853093,-0.2,1,261.0,610.0,0.0,719.0,0,0.9628058982405306
1599,1599,-0.09510219844914936,-0.1,1,287.0,609.0,0.0,1524.0,0,0.510871045863344
1600,1600,-0.3847785798517862,-0.4,1,431.0,680.0,0.0,509.0,0,0.31033242928664584
1601,1601,-0.7947073085730043,-0.8,1,489.0,610.0,0.0,281.0,0,0.29811237531504264
1602,1602,0.6376782968111463,0.6,0,407.0,524.0,1.0,259.0,0,0.14779313025211804
1603,1603,0.48892067915860493,0.5,1,463.0,816.0,1.0,281.0,1,0.9595355599123695
1604,1604,0.325954668393599,0.3,1,364.0,789.0,1.0,2897.0,1,0.1596174020739577
1605,1605,-0.26972288372789843,-0.3,1,492.0,885.0,0.0,513.0,0,0.48139728091749623
1606,1606,0.10599734288278162,0.1,1,429.0,786.0,1.0,485.0,1,0.9059567143332065
1607,1607,0.5331630121666684,0.5,0,299.0,981.0,1.0,200.0,0,0.9411929169084748
1608,1608,0.06507482013721244,0.1,1,448.0,822.0,1.0,410.0,1,0.9402679508491132
1609,1609,0.4681552146173087,0.5,1,421.0,849.0,1.0,300.0,1,0.269865074266032
1610,1610,-0.08249945475527753,-0.1,1,338.0,868.0,0.0,2084.0,0,0.6848508726609466
1611,1611,0.8083834541957671,0.8,0,402.0,949.0,1.0,149.0,0,0.12492109913744398
1612,1612,0.371620372390151,0.4,1,481.0,807.0,1.0,1262.0,1,0.46117318852258515
1613,1613,-0.7858415820727334,-0.8,1,334.0,970.0,0.0,256.0,0,0.42265965373953085
1614,1614,0.05540855508640541,0.1,1,349.0,702.0,1.0,349.0,1,0.9061589314541592
1615,1615,0.4301749620962847,0.4,1,417.0,652.0,1.0,331.0,1,0.9038084134413337
1616,1616,0.475867051893617,0.5,1,369.0,564.0,1.0,197.0,1,0.9782455619659377
1617,1617,0.5573173698074225,0.6,0,407.0,979.0,1.0,134.0,0,0.7429080066759829
1618,1618,-0.6971854538354147,-0.7,1,302.0,608.0,0.0,210.0,0,0.7680736715114814
1619,1619,0.22482771502514853,0.2,1,252.0,856.0,1.0,222.0,1,0.9850481482562632
1620,1620,-0.3620623615866376,-0.4,1,289.0,848.0,0.0,733.0,0,0.1809412088319734
1621,1621,0.30497268411305334,0.3,1,497.0,791.0,1.0,1112.0,1,0.53625684343068
1622,1622,0.0056507396074929606,0.0,1,443.0,758.0,0.0,3799.0,0,0.05935977887877386
1623,1623,0.2733340946465428,0.3,1,404.0,891.0,1.0,375.0,1,0.5591324203061299
1624,1624,-0.9643579205576125,-1.0,1,373.0,911.0,0.0,156.0,0,0.8412269218299963
1625,1625,0.2854509852985565,0.3,1,469.0,720.0,1.0,441.0,1,0.9564592178160654
1626,1626,-0.4050108344801908,-0.4,1,405.0,673.0,0.0,182.0,0,0.7702941112073715
1627,1627,0.3621949447723709,0.4,1,261.0,531.0,1.0,1268.0,1,0.3032386337724682
1628,1628,-0.8042637399635097,-0.8,1,398.0,754.0,0.0,318.0,0,0.6085243633001483
1629,1629,0.035723854635160146,0.0,1,315.0,640.0,1.0,2535.0,1,0.4029850387198012
1630,1630,0.8480313958847225,0.8,0,432.0,977.0,1.0,321.0,0,0.06783930135756444
1631,1631,0.47882478386721905,0.5,1,427.0,518.0,1.0,605.0,1,0.20907306644298773
1632,1632,-0.5411444110957346,-0.5,1,467.0,703.0,0.0,350.0,0,0.41732613690888787
1633,1633,-0.42333416598775453,-0.4,1,455.0,815.0,0.0,260.0,0,0.3964391963962187
1634,1634,-0.03791101593651103,-0.0,1,308.0,946.0,0.0,1166.0,0,0.34356322332130895
1635,1635,0.0418442943006887,0.0,1,304.0,512.0,0.0,4184.0,0,0.33501818656845694
1636,1636,0.47538224236186344,0.5,1,416.0,644.0,1.0,160.0,1,0.5184943459793713
1637,1637,-0.8012746513368219,-0.8,1,437.0,525.0,0.0,198.0,0,0.8288572963502571
1638,1638,0.9855798374325233,1.0,0,456.0,592.0,1.0,172.0,0,0.4027860625967181
1639,1639,0.7147950795019389,0.7,0,429.0,703.0,1.0,418.0,0,0.15934170436787365
1640,1640,0.12298409937600607,0.1,1,393.0,879.0,1.0,3728.0,1,0.12601237122919318
1641,1641,0.6936705722757242,0.7,0,418.0,826.0,1.0,496.0,0,0.08394170834155756
1642,1642,0.7632103495983453,0.8,0,320.0,890.0,1.0,170.0,0,0.6490433650745909
1643,1643,-0.150271397738317,-0.2,1,250.0,652.0,0.0,4098.0,0,0.05707804642561598
1644,1644,-0.8952707554074277,-0.9,1,359.0,785.0,0.0,106.0,0,0.6116637580814205
1645,1645,0.8858763124621314,0.9,0,481.0,581.0,1.0,238.0,0,0.8243155268497029
1646,1646,-0.5825864977220512,-0.6,1,441.0,564.0,0.0,1005.0,0,0.005497035219651614
1647,1647,0.1614349648083211,0.2,1,442.0,799.0,1.0,3759.0,1,0.05353412660682144
1648,1648,-0.341324274567846,-0.3,1,371.0,880.0,0.0,249.0,0,0.9409327665356365
1649,1649,0.9437705032362793,0.9,0,405.0,811.0,1.0,244.0,0,0.07294612159185143
1650,1650,-0.17219302141416382,-0.2,1,455.0,597.0,0.0,218.0,0,0.9108364869097942
1651,1651,0.773680620345162,0.8,0,430.0,842.0,1.0,248.0,0,0.7366279325826213
1652,1652,0.22632333118044867,0.2,1,469.0,821.0,1.0,1130.0,1,0.4820492916257746
1653,1653,-0.399130969325902,-0.4,1,310.0,779.0,0.0,391.0,0,0.6957379659457119
1654,1654,-0.8875496201194222,-0.9,1,345.0,559.0,0.0,156.0,0,0.5682068808336529
1655,1655,0.9356390598373479,0.9,0,446.0,905.0,1.0,169.0,0,0.9175818616515855
1656,1656,0.9947418224204447,1.0,0,335.0,639.0,1.0,266.0,0,0.45884214838059023
1657,1657,-0.5315222527479111,-0.5,1,406.0,612.0,0.0,352.0,0,0.5079036388957029
1658,1658,-0.8504438252298043,-0.9,1,385.0,737.0,0.0,168.0,0,0.8132016754110676
1659,1659,0.4937052066907579,0.5,1,493.0,738.0,1.0,289.0,1,0.4298480809289654
1660,1660,0.6289555882078455,0.6,0,296.0,917.0,1.0,307.0,0,0.6400888045257236
1661,1661,-0.20590464979294776,-0.2,1,477.0,611.0,0.0,3032.0,0,0.30660695460565257
1662,1662,0.5211609112694524,0.5,0,291.0,516.0,1.0,1203.0,0,0.005859298323066753
1663,1663,-0.34112569375331336,-0.3,1,307.0,703.0,0.0,440.0,0,0.3237662347094411
1664,1664,0.017279225856573488,0.0,1,299.0,709.0,0.0,3992.0,0,0.4412042278405963
1665,1665,-0.857865997832068,-0.9,1,403.0,541.0,0.0,126.0,0,0.9685412979121785
1666,1666,0.11665959436070228,0.1,1,332.0,946.0,1.0,1542.0,1,0.5256121441142573
1667,1667,0.5685349602501513,0.6,0,364.0,957.0,1.0,599.0,0,0.12917049038620698
1668,1668,-0.7912568682478849,-0.8,1,475.0,777.0,0.0,248.0,0,0.2531653637950436
1669,1669,-0.26604315533333756,-0.3,1,449.0,839.0,0.0,1582.0,0,0.1762912487049536
1670,1670,-0.7995391699802477,-0.8,1,365.0,502.0,0.0,273.0,0,0.5182647886886728
1671,1671,-0.9408631972515171,-0.9,1,269.0,957.0,0.0,154.0,0,0.8757800903574018
1672,1672,0.589825731550286,0.6,0,362.0,754.0,1.0,284.0,0,0.7554121171659366
1673,1673,-0.34830820504022886,-0.3,1,403.0,694.0,0.0,223.0,0,0.6952062232361534
1674,1674,-0.15324991456951076,-0.2,1,463.0,531.0,0.0,2356.0,0,0.5026355824876155
1675,1675,0.12274540498592024,0.1,1,300.0,540.0,1.0,960.0,1,0.6967881990381919
1676,1676,-0.06590717913742905,-0.1,1,463.0,771.0,0.0,1876.0,0,0.6062005012299052
1677,1677,-0.9365858198022747,-0.9,1,440.0,825.0,0.0,335.0,0,0.06246311686134698
1678,1678,-0.479370404031658,-0.5,1,306.0,654.0,0.0,360.0,0,0.4564929097176802
1679,1679,0.7987345702319206,0.8,0,282.0,831.0,1.0,227.0,0,0.748426941787673
1680,1680,0.8769512520550409,0.9,0,358.0,678.0,1.0,264.0,0,0.7872238696330713
1681,1681,0.7487760992434658,0.7,0,302.0,618.0,1.0,290.0,0,0.5258160030140085
1682,1682,0.12515716642966468,0.1,1,490.0,647.0,1.0,733.0,1,0.5924219544751144
1683,1683,0.805417340734244,0.8,0,490.0,821.0,1.0,299.0,0,0.6291082631454719
1684,1684,0.10645166488159585,0.1,1,327.0,856.0,1.0,3817.0,1,0.21022925509299195
1685,1685,0.7354090542173284,0.7,0,417.0,539.0,1.0,304.0,0,0.2783309249150031
1686,1686,-0.40473273511992236,-0.4,1,461.0,941.0,0.0,598.0,0,0.9312090261846622
1687,1687,0.8000312906221412,0.8,0,452.0,586.0,1.0,222.0,0,0.5166671904843358
1688,1688,0.9675070005337782,1.0,0,457.0,752.0,1.0,301.0,0,0.27119332942124186
1689,1689,0.3413811700707867,0.3,1,484.0,777.0,1.0,579.0,1,0.4214863920431936
1690,1690,0.43814747276494725,0.4,1,278.0,671.0,1.0,201.0,1,0.5237216001650017
1691,1691,0.46016240143413145,0.5,1,435.0,864.0,1.0,331.0,1,0.6885977102806616
1692,1692,0.47413913177321465,0.5,1,482.0,909.0,1.0,369.0,1,0.5831255807659939
1693,1693,0.7737310974950229,0.8,0,361.0,866.0,1.0,343.0,0,0.46228063644939776
1694,1694,-0.14205603287097723,-0.1,1,479.0,575.0,0.0,246.0,0,0.6907873970933026
1695,1695,-0.050561729406691125,-0.1,1,447.0,812.0,0.0,3741.0,0,0.17943196510182557
1696,1696,-0.11845495011970719,-0.1,1,490.0,500.0,0.0,1430.0,0,0.5025035673589513
1697,1697,-0.680635817903323,-0.7,1,369.0,657.0,0.0,194.0,0,0.7869505275390838
1698,1698,-0.6523741053863037,-0.7,1,283.0,636.0,0.0,221.0,0,0.21165607855607416
1699,1699,0.09825402703402752,0.1,1,334.0,995.0,1.0,331.0,1,0.8080361553005656
1700,1700,0.9302081153040218,0.9,0,388.0,559.0,1.0,143.0,0,0.2468652274133475
1701,1701,-0.9537611111586517,-1.0,1,411.0,698.0,0.0,191.0,0,0.9666473097330643
1702,1702,0.01841826705538474,0.0,1,380.0,608.0,1.0,3952.0,1,0.7583194205606392
1703,1703,0.25036205037443926,0.3,1,350.0,612.0,1.0,418.0,1,0.7584355590274905
1704,1704,-0.6007685225823578,-0.6,1,499.0,688.0,0.0,213.0,0,0.38782986302445643
1705,1705,-0.45914816228816013,-0.5,1,254.0,812.0,0.0,334.0,0,0.6567778932581102
1706,1706,0.06591456622899994,0.1,1,364.0,557.0,1.0,689.0,1,0.9813307240498604
1707,1707,-0.7146762026926563,-0.7,1,284.0,526.0,0.0,200.0,0,0.6730684170448933
1708,1708,0.98822541916019,1.0,0,316.0,634.0,1.0,210.0,0,0.703996905619591
1709,1709,0.2748580525386375,0.3,1,279.0,973.0,1.0,188.0,1,0.5050712263329205
1710,1710,-0.8644836925066344,-0.9,1,476.0,609.0,0.0,145.0,0,0.7144121867928696
1711,1711,0.9877022829406679,1.0,0,485.0,839.0,1.0,216.0,0,0.032110490875218
1712,1712,0.5514168931604886,0.6,0,489.0,722.0,1.0,209.0,0,0.8611395162861822
1713,1713,0.8788197306402898,0.9,0,301.0,766.0,1.0,213.0,0,0.5953068333610548
1714,1714,0.6862418401195123,0.7,0,474.0,826.0,1.0,280.0,0,0.33333897833303494
1715,1715,-0.7215638038848553,-0.7,1,402.0,796.0,0.0,192.0,0,0.9200957337305367
1716,1716,0.08154446256612613,0.1,1,291.0,538.0,1.0,701.0,1,0.9204838594997555
1717,1717,-0.9005793178252786,-0.9,1,368.0,688.0,0.0,374.0,0,0.20723476765054394
1718,1718,0.2540746093058328,0.3,1,469.0,694.0,1.0,1517.0,1,0.052620217870738006
1719,1719,0.8755539580851412,0.9,0,308.0,617.0,1.0,265.0,0,0.20718062889954258
