,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,delay
0,0,-0.8219679478371382,-0.8,1,470.0,755.0,1.0,255.0,1,53.409615648858534
1,1,-0.38020304001867156,-0.4,1,357.0,579.0,1.0,644.0,1,185.93908799439853
2,2,-0.3270034961110617,-0.3,1,292.0,951.0,1.0,1047.0,1,201.89895116668148
3,3,0.1754155720412527,0.2,0,322.0,963.0,0.0,1225.0,1,247.3753283876242
4,4,-0.5630897437188276,-0.6,1,473.0,768.0,1.0,409.0,1,131.07307688435174
5,5,-0.520531139682006,-0.5,1,430.0,532.0,1.0,388.0,1,143.8406580953982
6,6,0.5080320368709257,0.5,0,387.0,765.0,0.0,458.0,1,147.5903889387223
7,7,0.4549478905711193,0.5,0,273.0,512.0,0.0,505.0,1,163.51563282866422
8,8,-0.6820364824262193,-0.7,1,480.0,547.0,1.0,343.0,1,95.38905527213421
9,9,0.70995351016393,0.7,0,478.0,725.0,0.0,387.0,1,87.01394695082098
10,10,-0.9650650608755327,-1.0,1,475.0,844.0,1.0,161.0,1,10.480481737340197
11,11,0.47546208914695476,0.5,0,361.0,682.0,0.0,507.0,1,157.36137325591358
12,12,0.5718149552906999,0.6,0,265.0,884.0,0.0,481.0,1,128.45551341279003
13,13,0.5307258213315664,0.5,0,284.0,653.0,0.0,413.0,1,140.78225360053008
14,14,-0.7838471336647754,-0.8,1,267.0,626.0,1.0,257.0,1,64.84585990056738
15,15,0.661658628658335,0.7,0,439.0,692.0,0.0,379.0,1,101.50241140249949
16,16,-0.3003106187703253,-0.3,1,411.0,923.0,1.0,526.0,1,209.90681436890242
17,17,-0.2951609378580433,-0.3,1,330.0,854.0,1.0,476.0,1,211.451718642587
18,18,-0.17384132580745582,-0.2,1,378.0,778.0,1.0,1064.0,1,247.84760225776324
19,19,0.49581275353023946,0.5,0,399.0,537.0,0.0,374.0,1,151.25617394092816
20,20,-0.34447807840504563,-0.3,1,485.0,700.0,1.0,585.0,1,196.6565764784863
21,21,-0.7276339795732616,-0.7,1,445.0,739.0,1.0,266.0,1,81.70980612802153
22,22,-0.8281093487101245,-0.8,1,361.0,990.0,1.0,339.0,1,51.56719538696264
23,23,-0.02401460511108988,-0.0,1,423.0,711.0,1.0,1576.0,1,292.79561846667303
24,24,-0.8141015728669652,-0.8,1,346.0,733.0,1.0,291.0,1,55.76952813991045
25,25,0.488330535077121,0.5,0,315.0,595.0,0.0,350.0,1,153.50083947686372
26,26,-0.007378012182836624,-0.0,1,374.0,557.0,1.0,1189.0,1,297.786596345149
27,27,-0.9184395390572908,-0.9,1,352.0,745.0,1.0,153.0,1,24.468138282812756
28,28,-0.8260671657649332,-0.8,1,482.0,968.0,1.0,240.0,1,52.179850270520035
29,29,-0.2878873450441084,-0.3,1,336.0,883.0,1.0,821.0,1,213.6337964867675
30,30,-0.8751884959474698,-0.9,1,393.0,508.0,1.0,249.0,1,37.44345121575905
31,31,0.7815438682166362,0.8,0,256.0,948.0,0.0,366.0,1,65.53683953500912
32,32,0.0029344419374135455,0.0,0,264.0,537.0,1.0,859.0,0,299.1196674187759
33,33,-0.23830235508231667,-0.2,1,299.0,872.0,1.0,589.0,1,228.509293475305
34,34,-0.5406404553003992,-0.5,1,357.0,957.0,1.0,356.0,1,137.80786340988024
35,35,0.8221752420608459,0.8,0,271.0,507.0,0.0,222.0,1,53.34742738174623
36,36,-0.9019352626183115,-0.9,1,390.0,749.0,1.0,181.0,1,29.419421214506556
37,37,-0.27510937009811154,-0.3,1,491.0,709.0,1.0,480.0,1,217.46718897056653
38,38,0.2771370485744824,0.3,0,474.0,890.0,0.0,526.0,1,216.85888542765528
39,39,-0.5811355357717018,-0.6,1,272.0,616.0,1.0,312.0,1,125.65933926848945
40,40,-0.580004324610869,-0.6,1,290.0,635.0,1.0,325.0,1,125.9987026167393
41,41,-0.1634549781401089,-0.2,1,330.0,859.0,1.0,791.0,1,250.96350655796732
42,42,0.4604754071350916,0.5,0,305.0,552.0,0.0,403.0,1,161.8573778594725
43,43,0.7420207756048107,0.7,0,437.0,615.0,0.0,368.0,1,77.39376731855678
44,44,0.8975549136337375,0.9,0,373.0,781.0,0.0,136.0,1,30.733525909878743
45,45,-0.8273616274860391,-0.8,1,484.0,764.0,1.0,382.0,1,51.79151175418826
46,46,0.6312596887948365,0.6,0,349.0,607.0,0.0,394.0,1,110.62209336154905
47,47,-0.15375180551824275,-0.2,1,434.0,886.0,1.0,570.0,1,253.87445834452717
48,48,0.30915555813345774,0.3,0,318.0,739.0,0.0,473.0,1,207.25333255996267
49,49,0.5362514682519837,0.5,0,442.0,871.0,0.0,387.0,1,139.1245595244049
50,50,-0.26794394856723547,-0.3,1,463.0,770.0,1.0,837.0,1,219.61681542982936
51,51,0.7508577426898944,0.8,0,358.0,590.0,0.0,262.0,1,74.7426771930317
52,52,0.8827984493700451,0.9,0,263.0,747.0,0.0,240.0,1,35.16046518898646
53,53,0.3244906968998178,0.3,0,318.0,848.0,0.0,694.0,1,202.65279093005466
54,54,0.8696849528244397,0.9,0,368.0,738.0,0.0,274.0,1,39.09451415266809
55,55,0.6399443431017402,0.6,0,437.0,648.0,0.0,725.0,1,108.01669706947794
56,56,-0.3976797858868064,-0.4,1,453.0,899.0,1.0,458.0,1,180.69606423395808
57,57,-0.33894530955044755,-0.3,1,413.0,690.0,1.0,557.0,1,198.31640713486573
58,58,-0.9177389434986252,-0.9,1,459.0,732.0,1.0,189.0,1,24.678316950412448
59,59,-0.19914616221346004,-0.2,1,391.0,531.0,1.0,1668.0,1,240.256151335962
60,60,0.29393117032730043,0.3,0,310.0,820.0,0.0,1240.0,1,211.82064890180988
61,61,-0.05150767985029958,-0.1,1,475.0,713.0,1.0,922.0,1,284.54769604491014
62,62,0.6722258032180879,0.7,0,380.0,629.0,0.0,261.0,1,98.33225903457364
63,63,0.2848241559922229,0.3,0,255.0,891.0,0.0,1164.0,1,214.55275320233312
64,64,0.02621523119173852,0.0,0,442.0,930.0,1.0,638.0,0,292.13543064247847
65,65,-0.39105968347094433,-0.4,1,436.0,956.0,1.0,418.0,1,182.6820949587167
66,66,0.9640085128851028,1.0,0,422.0,783.0,0.0,225.0,1,10.797446134469158
67,67,0.10790759492831725,0.1,0,277.0,608.0,0.0,595.0,1,267.62772152150484
68,68,-0.7871704762719143,-0.8,1,412.0,874.0,1.0,224.0,1,63.84885711842572
69,69,-0.8469272397290455,-0.8,1,324.0,958.0,1.0,248.0,1,45.92182808128635
70,70,0.7382366589148139,0.7,0,264.0,822.0,0.0,264.0,1,78.52900232555582
71,71,-0.39677228880232596,-0.4,1,364.0,978.0,1.0,528.0,1,180.96831335930221
72,72,0.6531975793309464,0.7,0,261.0,644.0,0.0,275.0,1,104.0407262007161
73,73,-0.4740703933917296,-0.5,1,389.0,678.0,1.0,323.0,1,157.77888198248112
74,74,0.6228044241888855,0.6,0,366.0,532.0,0.0,222.0,1,113.15867274333435
75,75,0.594278731396271,0.6,0,425.0,731.0,0.0,414.0,1,121.71638058111871
76,76,0.756110359756716,0.8,0,265.0,880.0,0.0,405.0,1,73.16689207298519
77,77,-0.1145117509166631,-0.1,1,384.0,523.0,0.0,653.0,0,265.64647472500104
78,78,0.9213813665607837,0.9,0,287.0,980.0,0.0,223.0,1,23.58559003176488
79,79,0.8869979953208149,0.9,0,262.0,974.0,0.0,254.0,1,33.90060140375552
80,80,-0.6906103300266,-0.7,1,326.0,957.0,1.0,377.0,1,92.81690099202
81,81,-0.5773782741608375,-0.6,1,396.0,941.0,1.0,463.0,1,126.78651775174873
82,82,0.5446252421890829,0.5,0,250.0,660.0,0.0,540.0,1,136.61242734327513
83,83,-0.3140310977246823,-0.3,1,384.0,654.0,1.0,612.0,1,205.7906706825953
84,84,0.014455142669285603,0.0,0,358.0,974.0,0.0,1048.0,1,295.6634571992143
85,85,0.8162282452174656,0.8,0,423.0,761.0,0.0,306.0,1,55.13152643476032
86,86,0.8422495940896968,0.8,0,470.0,629.0,0.0,211.0,1,47.32512177309096
87,87,-0.035084768960528034,-0.0,1,395.0,542.0,1.0,1153.0,1,289.4745693118416
88,88,-0.13965327465777366,-0.1,1,417.0,641.0,1.0,1032.0,1,258.1040176026679
89,89,0.5429448526510323,0.5,0,350.0,952.0,0.0,438.0,1,137.1165442046903
90,90,-0.17914152032904207,-0.2,1,281.0,843.0,0.0,456.0,0,246.2575439012874
91,91,0.7953064760527861,0.8,0,414.0,989.0,0.0,227.0,1,61.40805718416416
92,92,0.7557295762372918,0.8,0,430.0,681.0,0.0,249.0,1,73.28112712881247
93,93,-0.07001398794177649,-0.1,1,420.0,529.0,1.0,1861.0,1,278.99580361746706
94,94,-0.44636879773237625,-0.4,1,416.0,549.0,1.0,415.0,1,166.08936068028711
95,95,0.43034888966424867,0.4,0,259.0,866.0,0.0,495.0,1,170.8953331007254
96,96,-0.8211014137774217,-0.8,1,387.0,700.0,1.0,303.0,1,53.66957586677348
97,97,0.6862060992812047,0.7,0,376.0,514.0,0.0,250.0,1,94.1381702156386
98,98,0.786147140789629,0.8,0,267.0,514.0,0.0,219.0,1,64.1558577631113
99,99,0.3045212312293393,0.3,0,388.0,670.0,0.0,372.0,1,208.64363063119822
100,100,-0.9805881505228293,-1.0,1,472.0,810.0,1.0,238.0,1,5.823554843151202
101,101,0.21002655481687627,0.2,0,398.0,542.0,0.0,780.0,1,236.9920335549371
102,102,0.07518289718367455,0.1,0,336.0,846.0,1.0,558.0,0,277.4451308448976
103,103,-0.479625500525928,-0.5,1,476.0,645.0,1.0,419.0,1,156.1123498422216
104,104,0.6963916630150635,0.7,0,265.0,922.0,0.0,273.0,1,91.08250109548095
105,105,0.4418884738386466,0.4,0,320.0,502.0,0.0,458.0,1,167.43345784840602
106,106,-0.5137877791435386,-0.5,1,284.0,685.0,1.0,351.0,1,145.86366625693842
107,107,0.4140140050536161,0.4,0,261.0,548.0,0.0,391.0,1,175.79579848391518
108,108,-0.9855927831456817,-1.0,1,256.0,777.0,1.0,167.0,1,4.322165056295502
109,109,-0.27715929647928284,-0.3,1,427.0,600.0,1.0,753.0,1,216.85221105621514
110,110,0.7279711443643175,0.7,0,363.0,814.0,0.0,463.0,1,81.60865669070473
111,111,-0.0896362137361526,-0.1,1,388.0,784.0,1.0,988.0,1,273.1091358791542
112,112,0.04206049251593513,0.0,0,368.0,712.0,0.0,540.0,1,287.3818522452195
113,113,-0.6323707074679834,-0.6,1,351.0,639.0,1.0,370.0,1,110.28878775960497
114,114,0.7588099807766584,0.8,0,440.0,698.0,0.0,612.0,1,72.35700576700248
115,115,0.4481845805064226,0.4,0,467.0,578.0,0.0,605.0,1,165.54462584807322
116,116,0.014063432967550638,0.0,0,419.0,823.0,1.0,618.0,0,295.7809701097348
117,117,0.7999689608857206,0.8,0,429.0,925.0,0.0,336.0,1,60.009311734283834
118,118,-0.0366838078211047,-0.0,1,300.0,964.0,0.0,1866.0,0,288.9948576536686
119,119,0.9790968778086284,1.0,0,388.0,891.0,0.0,201.0,1,6.270936657411474
120,120,0.48257841725600437,0.5,0,353.0,774.0,0.0,483.0,1,155.22647482319869
121,121,-0.7281263451268314,-0.7,1,257.0,860.0,1.0,333.0,1,81.56209646195059
122,122,-0.10892618055877112,-0.1,1,383.0,983.0,1.0,1154.0,1,267.3221458323687
123,123,0.01618985832768005,0.0,0,420.0,848.0,1.0,972.0,0,295.14304250169596
124,124,-0.8479109430345764,-0.8,1,457.0,682.0,1.0,471.0,1,45.62671708962709
125,125,-0.3504268359967835,-0.4,1,359.0,544.0,1.0,407.0,1,194.87194920096496
126,126,-0.636992345054179,-0.6,1,394.0,501.0,1.0,385.0,1,108.9022964837463
127,127,-0.5036320019845677,-0.5,1,332.0,741.0,1.0,377.0,1,148.9103994046297
128,128,0.30045722795862817,0.3,0,292.0,518.0,0.0,540.0,1,209.86283161241155
129,129,-0.7507778891917956,-0.8,1,383.0,882.0,1.0,275.0,1,74.76663324246134
130,130,0.42007163258513147,0.4,0,388.0,719.0,0.0,393.0,1,173.97851022446056
131,131,0.97275695017137,1.0,0,455.0,512.0,0.0,163.0,1,8.172914948589005
132,132,0.7996285146752113,0.8,0,444.0,983.0,0.0,233.0,1,60.1114455974366
133,133,0.029674262356903514,0.0,0,396.0,963.0,0.0,901.0,1,291.09772129292895
134,134,-0.18715004077202635,-0.2,1,382.0,789.0,1.0,809.0,1,243.8549877683921
135,135,-0.13105267061609904,-0.1,1,340.0,569.0,1.0,1141.0,1,260.6841988151703
136,136,0.37770054558163246,0.4,0,421.0,793.0,0.0,396.0,1,186.68983632551027
137,137,0.011997963860638672,0.0,0,331.0,803.0,1.0,916.0,0,296.4006108418084
138,138,-0.5306940594256049,-0.5,1,270.0,589.0,1.0,351.0,1,140.79178217231853
139,139,-0.3827774357051834,-0.4,1,354.0,999.0,1.0,447.0,1,185.16676928844498
140,140,0.5389544098916248,0.5,0,262.0,773.0,0.0,375.0,1,138.31367703251257
141,141,-0.4148358918523547,-0.4,1,417.0,804.0,1.0,449.0,1,175.54923244429358
142,142,-0.02535662922828319,-0.0,1,259.0,766.0,1.0,1645.0,1,292.39301123151506
143,143,-0.12734093107207967,-0.1,1,321.0,523.0,1.0,2096.0,1,261.7977206783761
144,144,0.28988311854872917,0.3,0,470.0,825.0,0.0,675.0,1,213.03506443538126
145,145,-0.7016519542845241,-0.7,1,451.0,661.0,1.0,338.0,1,89.50441371464277
146,146,0.6838708113894882,0.7,0,345.0,544.0,0.0,581.0,1,94.83875658315353
147,147,0.6366054556469967,0.6,0,483.0,571.0,0.0,416.0,1,109.018363305901
148,148,0.1977408975808237,0.2,0,368.0,552.0,0.0,470.0,1,240.6777307257529
149,149,-0.20537905471064444,-0.2,1,442.0,628.0,1.0,780.0,1,238.38628358680666
150,150,0.6234865121701882,0.6,0,277.0,853.0,0.0,280.0,1,112.95404634894352
151,151,-0.5507173422152445,-0.6,1,469.0,999.0,1.0,432.0,1,134.78479733542665
152,152,-0.8423792374316867,-0.8,1,343.0,666.0,1.0,201.0,1,47.28622877049398
153,153,-0.13914785864239154,-0.1,1,350.0,684.0,1.0,436.0,1,258.25564240728255
154,154,-0.6332943920768177,-0.6,1,250.0,536.0,1.0,314.0,1,110.0116823769547
155,155,-0.2596141818161217,-0.3,1,408.0,588.0,1.0,784.0,1,222.11574545516348
156,156,0.5745832809527718,0.6,0,433.0,685.0,0.0,462.0,1,127.62501571416847
157,157,0.07549724324950224,0.1,0,366.0,728.0,1.0,746.0,0,277.35082702514933
158,158,-0.9274551073247557,-0.9,1,364.0,863.0,1.0,273.0,1,21.7634678025733
159,159,-0.9608102069398319,-1.0,1,478.0,557.0,1.0,165.0,1,11.756937918050436
160,160,0.7996126394929599,0.8,0,447.0,768.0,0.0,295.0,1,60.11620815211203
161,161,-0.3867216813039882,-0.4,1,400.0,771.0,1.0,519.0,1,183.98349560880354
162,162,0.0412330554179412,0.0,0,347.0,573.0,1.0,1350.0,0,287.63008337461764
163,163,-0.6777749907060786,-0.7,1,260.0,733.0,1.0,597.0,1,96.66750278817642
164,164,-0.5431131661869666,-0.5,1,485.0,880.0,1.0,445.0,1,137.06605014391002
165,165,0.9472241743199299,0.9,0,298.0,567.0,0.0,385.0,1,15.832747704021033
166,166,0.7266444155375962,0.7,0,358.0,637.0,0.0,395.0,1,82.00667533872115
167,167,-0.9540374915066532,-1.0,1,342.0,537.0,1.0,331.0,1,13.788752548004046
168,168,0.6490368900636605,0.6,0,438.0,711.0,0.0,381.0,1,105.28893298090185
169,169,-0.46972910332692397,-0.5,1,489.0,985.0,1.0,316.0,1,159.0812690019228
170,170,-0.31103158367828176,-0.3,1,432.0,683.0,1.0,615.0,1,206.69052489651548
171,171,0.8445576163868875,0.8,0,314.0,954.0,0.0,282.0,1,46.63271508393374
172,172,-0.6342706342230546,-0.6,1,413.0,528.0,1.0,349.0,1,109.71880973308362
173,173,0.4079542568687162,0.4,0,379.0,802.0,0.0,469.0,1,177.61372293938513
174,174,-0.686544850551468,-0.7,1,262.0,996.0,1.0,282.0,1,94.0365448345596
175,175,0.8705338409920522,0.9,0,493.0,621.0,0.0,356.0,1,38.83984770238433
176,176,-0.07318750334944535,-0.1,1,356.0,569.0,1.0,1695.0,1,278.04374899516637
177,177,0.40673612108343327,0.4,0,391.0,643.0,0.0,576.0,1,177.97916367497
178,178,-0.5287591747989313,-0.5,1,355.0,590.0,1.0,585.0,1,141.3722475603206
179,179,0.836752968031917,0.8,0,383.0,751.0,0.0,186.0,1,48.974109590424895
180,180,0.1463102014845834,0.1,0,393.0,813.0,0.0,804.0,1,256.106939554625
181,181,-0.12762852231921373,-0.1,1,300.0,618.0,1.0,2172.0,1,261.7114433042359
182,182,-0.02538605287198248,-0.0,1,306.0,797.0,0.0,787.0,0,292.38418413840526
183,183,0.2323907422688467,0.2,0,488.0,800.0,0.0,622.0,1,230.282777319346
184,184,0.5882856972580452,0.6,0,482.0,531.0,0.0,477.0,1,123.51429082258643
185,185,-0.886967347128544,-0.9,1,392.0,797.0,1.0,211.0,1,33.909795861436805
186,186,0.5212766034505316,0.5,0,256.0,859.0,0.0,585.0,1,143.61701896484053
187,187,-0.6543085420687615,-0.7,1,373.0,879.0,1.0,308.0,1,103.70743737937154
188,188,0.09241468602830771,0.1,0,386.0,580.0,0.0,664.0,1,272.2755941915077
189,189,-0.3085621932536853,-0.3,1,284.0,736.0,1.0,580.0,1,207.43134202389442
190,190,0.5872016663955419,0.6,0,402.0,894.0,0.0,514.0,1,123.83950008133742
191,191,0.22393797267875826,0.2,0,347.0,864.0,0.0,449.0,1,232.8186081963725
192,192,0.5185318855873107,0.5,0,285.0,872.0,0.0,513.0,1,144.4404343238068
193,193,-0.9472852810423058,-0.9,1,442.0,968.0,1.0,310.0,1,15.814415687308259
194,194,0.6962420225516828,0.7,0,372.0,881.0,0.0,767.0,1,91.12739323449517
195,195,-0.06610703329495093,-0.1,1,390.0,925.0,1.0,605.0,1,280.1678900115147
196,196,-0.9458111890653396,-0.9,1,411.0,575.0,1.0,184.0,1,16.25664328039813
197,197,0.6846523717670352,0.7,0,397.0,903.0,0.0,260.0,1,94.60428846988944
198,198,0.45712315984161833,0.5,0,367.0,791.0,0.0,482.0,1,162.8630520475145
199,199,0.7286701176715376,0.7,0,493.0,974.0,0.0,153.0,1,81.39896469853873
200,200,-0.8121023161457563,-0.8,1,396.0,815.0,1.0,229.0,1,56.3693051562731
201,201,0.3069031280972916,0.3,0,486.0,555.0,0.0,599.0,1,207.92906157081254
202,202,-0.896836190797514,-0.9,1,294.0,758.0,1.0,248.0,1,30.949142760745808
203,203,-0.29103332164613027,-0.3,1,409.0,624.0,1.0,477.0,1,212.6900035061609
204,204,0.48278188866834415,0.5,0,345.0,655.0,0.0,430.0,1,155.16543339949675
205,205,-0.9873434386489037,-1.0,1,444.0,620.0,1.0,186.0,1,3.796968405328882
206,206,-0.06711239881019915,-0.1,1,475.0,796.0,1.0,1829.0,1,279.86628035694025
207,207,0.14758212139877713,0.1,0,309.0,961.0,0.0,1660.0,1,255.72536358036686
208,208,-0.5331299713466271,-0.5,1,441.0,521.0,1.0,338.0,1,140.06100859601187
209,209,0.05897470244329672,0.1,0,400.0,537.0,0.0,603.0,1,282.307589267011
210,210,-0.271876148268819,-0.3,1,323.0,814.0,1.0,513.0,1,218.4371555193543
211,211,0.5376356091122816,0.5,0,342.0,890.0,0.0,548.0,1,138.70931726631554
212,212,-0.30103769920495127,-0.3,1,389.0,862.0,1.0,499.0,1,209.68869023851462
213,213,-0.9603629357608165,-1.0,1,477.0,994.0,1.0,179.0,1,11.891119271755034
214,214,0.5004596636101253,0.5,0,395.0,592.0,0.0,283.0,1,149.86210091696242
215,215,0.6748347044436447,0.7,0,304.0,956.0,0.0,250.0,1,97.5495886669066
216,216,0.022230504508841786,0.0,0,469.0,744.0,0.0,847.0,1,293.33084864734747
217,217,-0.5187955616517659,-0.5,1,422.0,815.0,1.0,363.0,1,144.36133150447023
218,218,-0.743984894760169,-0.7,1,499.0,637.0,1.0,204.0,1,76.80453157194928
219,219,-0.31704858994040475,-0.3,1,286.0,748.0,1.0,576.0,1,204.88542301787857
220,220,0.8697788181489465,0.9,0,257.0,896.0,0.0,247.0,1,39.06635455531604
221,221,0.9046655052775652,0.9,0,316.0,695.0,0.0,239.0,1,28.600348416730448
222,222,-0.8975864484322691,-0.9,1,385.0,836.0,1.0,229.0,1,30.724065470319275
223,223,-0.8343701096092158,-0.8,1,321.0,613.0,1.0,266.0,1,49.68896711723527
224,224,0.09361420417544841,0.1,0,391.0,975.0,1.0,1024.0,0,271.9157387473655
225,225,-0.8566181525292453,-0.9,1,276.0,735.0,1.0,269.0,1,43.0145542412264
226,226,-0.660383714007067,-0.7,1,394.0,728.0,1.0,308.0,1,101.8848857978799
227,227,0.5574233165375,0.6,0,371.0,556.0,0.0,333.0,1,132.77300503875
228,228,-0.3756630241803123,-0.4,1,342.0,925.0,1.0,363.0,1,187.30109274590632
229,229,0.8674915647109083,0.9,0,291.0,711.0,0.0,248.0,1,39.75253058672752
230,230,-0.6244694041261236,-0.6,1,305.0,774.0,1.0,301.0,1,112.65917876216291
231,231,0.30482593084610854,0.3,0,444.0,556.0,0.0,670.0,1,208.55222074616745
232,232,-0.49366902552584446,-0.5,1,276.0,545.0,1.0,409.0,1,151.89929234224667
233,233,-0.6346000389794673,-0.6,1,491.0,550.0,1.0,409.0,1,109.61998830615983
234,234,0.32988562382325215,0.3,0,253.0,764.0,0.0,373.0,1,201.03431285302435
235,235,0.35382560425490195,0.4,0,408.0,574.0,0.0,468.0,1,193.8523187235294
236,236,-0.30149992889206323,-0.3,1,379.0,932.0,1.0,619.0,1,209.55002133238102
237,237,-0.23539656398437492,-0.2,1,368.0,509.0,1.0,973.0,1,229.38103080468753
238,238,-0.06879688387125182,-0.1,1,369.0,731.0,0.0,2370.0,0,279.3609348386245
239,239,0.43359397384660125,0.4,0,381.0,905.0,0.0,414.0,1,169.92180784601962
240,240,0.5448352390312969,0.5,0,283.0,679.0,0.0,388.0,1,136.54942829061093
241,241,0.971251569292763,1.0,0,381.0,798.0,0.0,221.0,1,8.624529212171094
242,242,0.18139552951724203,0.2,0,393.0,928.0,0.0,729.0,1,245.5813411448274
243,243,0.7880110601517669,0.8,0,343.0,682.0,0.0,225.0,1,63.59668195446992
244,244,-0.36302232763405806,-0.4,1,439.0,838.0,1.0,573.0,1,191.0933017097826
245,245,-0.8777551807255486,-0.9,1,490.0,955.0,1.0,175.0,1,36.67344578233542
246,246,-0.1904395138185493,-0.2,1,317.0,643.0,1.0,490.0,1,242.86814585443523
247,247,0.9958044950968299,1.0,0,255.0,967.0,0.0,258.0,1,1.2586514709510332
248,248,-0.823117051938391,-0.8,1,343.0,577.0,1.0,320.0,1,53.06488441848269
249,249,-0.3377880480087605,-0.3,1,423.0,801.0,1.0,596.0,1,198.66358559737185
250,250,0.6665218193483355,0.7,0,432.0,587.0,0.0,431.0,1,100.04345419549934
251,251,-0.22398833763111647,-0.2,1,399.0,672.0,1.0,1029.0,1,232.80349871066505
252,252,-0.8477452378088419,-0.8,1,385.0,744.0,1.0,451.0,1,45.67642865734742
253,253,0.40060309574104447,0.4,0,408.0,720.0,0.0,742.0,1,179.81907127768665
254,254,-0.7049820319933384,-0.7,1,295.0,701.0,1.0,264.0,1,88.50539040199847
255,255,-0.48052028463417407,-0.5,1,323.0,797.0,1.0,680.0,1,155.84391460974777
256,256,0.04666843672861409,0.0,0,489.0,784.0,1.0,537.0,0,285.99946898141576
257,257,0.4445233145774252,0.4,0,322.0,595.0,0.0,583.0,1,166.64300562677244
258,258,0.33415230302918864,0.3,0,274.0,824.0,0.0,412.0,1,199.7543090912434
259,259,0.0034192981670571054,0.0,0,408.0,991.0,0.0,851.0,1,298.97421054988286
260,260,-0.33264244471824345,-0.3,1,492.0,520.0,1.0,718.0,1,200.20726658452696
261,261,0.2536759255610437,0.3,0,313.0,614.0,0.0,883.0,1,223.8972223316869
262,262,0.6952315448396675,0.7,0,481.0,920.0,0.0,319.0,1,91.43053654809974
263,263,0.8303141383398263,0.8,0,299.0,987.0,0.0,224.0,1,50.90575849805212
264,264,-0.8807522606426794,-0.9,1,364.0,751.0,1.0,195.0,1,35.77432180719617
265,265,-0.6783000058031023,-0.7,1,378.0,585.0,1.0,437.0,1,96.50999825906929
266,266,0.667484551059093,0.7,0,439.0,937.0,0.0,274.0,1,99.7546346822721
267,267,0.10483166801365673,0.1,0,327.0,588.0,0.0,865.0,1,268.550499595903
268,268,0.4337514179552895,0.4,0,451.0,977.0,0.0,452.0,1,169.87457461341316
269,269,-0.3648315033293197,-0.4,1,496.0,554.0,1.0,490.0,1,190.5505490012041
270,270,-0.2871907571295773,-0.3,1,271.0,857.0,1.0,542.0,1,213.8427728611268
271,271,-0.12669927814549165,-0.1,1,290.0,852.0,1.0,958.0,1,261.9902165563525
272,272,0.21082654427790648,0.2,0,459.0,841.0,0.0,800.0,1,236.75203671662806
273,273,0.9230570145524581,0.9,0,274.0,626.0,0.0,300.0,1,23.082895634262556
274,274,0.3802714328054768,0.4,0,440.0,810.0,0.0,400.0,1,185.91857015835694
275,275,0.3375356415966244,0.3,0,300.0,656.0,0.0,394.0,1,198.73930752101268
276,276,-0.32535373717637617,-0.3,1,354.0,737.0,1.0,719.0,1,202.39387884708714
277,277,0.2537556313715239,0.3,0,488.0,557.0,0.0,635.0,1,223.87331058854284
278,278,-0.6314952581276911,-0.6,1,373.0,894.0,1.0,513.0,1,110.55142256169266
279,279,0.8650739106688838,0.9,0,464.0,651.0,0.0,205.0,1,40.47782679933485
280,280,-0.7044524021417791,-0.7,1,451.0,971.0,1.0,288.0,1,88.66427935746628
281,281,0.24746890903257168,0.2,0,340.0,747.0,0.0,1633.0,1,225.7593272902285
282,282,0.800941260442052,0.8,0,306.0,606.0,0.0,368.0,1,59.71762186738439
283,283,0.8044986824946003,0.8,0,330.0,915.0,0.0,265.0,1,58.650395251619905
284,284,-0.4577533674849068,-0.5,1,385.0,962.0,1.0,493.0,1,162.67398975452795
285,285,-0.5919967745505395,-0.6,1,308.0,807.0,1.0,355.0,1,122.40096763483817
286,286,-0.11129193512813651,-0.1,1,432.0,931.0,1.0,2477.0,1,266.61241946155906
287,287,0.2505405788334847,0.3,0,488.0,504.0,0.0,598.0,1,224.83782634995458
288,288,-0.5549773559675637,-0.6,1,472.0,762.0,1.0,376.0,1,133.5067932097309
289,289,0.015369946437654436,0.0,0,409.0,966.0,1.0,775.0,0,295.38901606870365
290,290,-0.7195473370211694,-0.7,1,439.0,552.0,1.0,259.0,1,84.1357988936492
291,291,0.5654111917992206,0.6,0,456.0,763.0,0.0,371.0,1,130.37664246023382
292,292,0.04927621914988478,0.0,0,455.0,646.0,0.0,1899.0,1,285.2171342550346
293,293,0.5908237818108664,0.6,0,274.0,948.0,0.0,578.0,1,122.7528654567401
294,294,0.8126754267451564,0.8,0,344.0,616.0,0.0,320.0,1,56.19737197645309
295,295,-0.17153987565917905,-0.2,1,378.0,625.0,1.0,1197.0,1,248.5380373022463
296,296,-0.6230011896601695,-0.6,1,491.0,670.0,1.0,699.0,1,113.09964310194916
297,297,0.35186164276441523,0.4,0,325.0,616.0,0.0,649.0,1,194.44150717067544
298,298,-0.4485574861937387,-0.4,1,395.0,948.0,1.0,397.0,1,165.43275414187838
299,299,-0.4924836522473375,-0.5,1,400.0,833.0,1.0,407.0,1,152.25490432579875
300,300,-0.3354515775466056,-0.3,1,282.0,716.0,1.0,452.0,1,199.36452673601832
301,301,0.13444165546379616,0.1,0,358.0,865.0,1.0,867.0,0,259.66750336086113
302,302,-0.7361298170370691,-0.7,1,489.0,969.0,1.0,362.0,1,79.16105488887925
