,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,green_side,chosen_color
0,0,0.6706776824484527,0.7,0.0,349.0,876.0,0.0,125.0,1,1.0,1.0
1,1,0.2960485787344721,0.3,1.0,436.0,904.0,1.0,540.0,1,0.0,1.0
2,2,0.34732717429946225,0.3,1.0,257.0,678.0,1.0,145.0,1,0.0,1.0
3,3,0.0878198221275982,0.1,1.0,281.0,907.0,1.0,2242.0,1,0.0,1.0
4,4,-0.5971449583320234,-0.6,0.0,300.0,924.0,0.0,346.0,1,0.0,0.0
5,5,-0.8553433453921153,-0.9,0.0,396.0,631.0,0.0,143.0,1,0.0,0.0
6,6,-0.19454031360515034,-0.2,0.0,429.0,620.0,0.0,511.0,1,0.0,0.0
7,7,0.5083140824788231,0.5,0.0,327.0,987.0,1.0,-314.0,0,1.0,0.0
8,8,-0.4720804210195604,-0.5,0.0,417.0,782.0,0.0,71.0,1,0.0,0.0
9,9,-0.1474936181232468,-0.1,0.0,387.0,924.0,0.0,279.0,1,0.0,0.0
10,10,-0.05290472371478294,-0.1,0.0,482.0,734.0,0.0,594.0,1,0.0,0.0
11,11,0.17585795429379936,0.2,1.0,433.0,552.0,1.0,855.0,1,0.0,1.0
12,12,-0.15811561834157084,-0.2,0.0,284.0,764.0,0.0,1362.0,1,0.0,0.0
13,13,0.83570602072405,0.8,1.0,324.0,874.0,1.0,82.0,1,0.0,1.0
14,14,0.22927704077668432,0.2,0.0,324.0,798.0,0.0,448.0,1,1.0,1.0
15,15,0.6175390166087676,0.6,1.0,480.0,606.0,1.0,134.0,1,0.0,1.0
16,16,-0.47496150250477825,-0.5,1.0,303.0,513.0,1.0,294.0,1,1.0,0.0
17,17,-0.36129605550999866,-0.4,1.0,492.0,543.0,1.0,145.0,1,1.0,0.0
18,18,0.27194752089807095,0.3,1.0,252.0,531.0,1.0,497.0,1,0.0,1.0
19,19,0.389804042683901,0.4,0.0,479.0,630.0,0.0,201.0,1,1.0,1.0
20,20,-0.597339268545364,-0.6,1.0,310.0,589.0,1.0,111.0,1,1.0,0.0
21,21,-0.8880678403701464,-0.9,0.0,496.0,655.0,0.0,379.0,1,0.0,0.0
22,22,0.028373183810122993,0.0,0.0,372.0,798.0,0.0,1100.0,1,1.0,1.0
23,23,-0.7018114246974498,-0.7,1.0,282.0,798.0,1.0,180.0,1,1.0,0.0
24,24,-0.8457456657659862,-0.8,1.0,383.0,972.0,1.0,155.0,1,1.0,0.0
25,25,0.43509489089045583,0.4,1.0,280.0,787.0,1.0,283.0,1,0.0,1.0
26,26,0.737554331979085,0.7,1.0,381.0,764.0,1.0,105.0,1,0.0,1.0
27,27,0.6035200032503408,0.6,1.0,260.0,959.0,1.0,61.0,1,0.0,1.0
28,28,-0.33362947333312976,-0.3,0.0,449.0,907.0,0.0,654.0,1,0.0,0.0
29,29,0.08537651823148806,0.1,0.0,314.0,814.0,0.0,272.0,1,1.0,1.0
30,30,-0.7756467627090644,-0.8,0.0,450.0,912.0,0.0,8.0,1,0.0,0.0
31,31,0.7885305500552647,0.8,0.0,347.0,666.0,0.0,117.0,1,1.0,1.0
32,32,0.3240751483331913,0.3,1.0,267.0,813.0,1.0,310.0,1,0.0,1.0
33,33,0.18858012544432012,0.2,1.0,342.0,960.0,1.0,1368.0,1,0.0,1.0
34,34,0.19737829744102864,0.2,1.0,344.0,707.0,1.0,649.0,1,0.0,1.0
35,35,0.027415343939762415,0.0,1.0,385.0,841.0,0.0,3774.0,0,0.0,0.0
36,36,0.7074408722323092,0.7,1.0,382.0,838.0,1.0,190.0,1,0.0,1.0
37,37,-0.724171796611152,-0.7,0.0,307.0,786.0,0.0,177.0,1,0.0,0.0
38,38,-0.8829796254082544,-0.9,1.0,289.0,813.0,1.0,218.0,1,1.0,0.0
39,39,0.4711325763741242,0.5,0.0,376.0,914.0,0.0,290.0,1,1.0,1.0
40,40,0.4353121861294694,0.4,1.0,311.0,876.0,1.0,233.0,1,0.0,1.0
41,41,-0.8074448860111778,-0.8,1.0,427.0,725.0,1.0,-342.0,1,1.0,0.0
42,42,0.28056248863782474,0.3,0.0,485.0,617.0,0.0,118.0,1,1.0,1.0
43,43,-0.0587469362467421,-0.1,1.0,395.0,577.0,1.0,2228.0,1,1.0,0.0
44,44,0.6984216993855287,0.7,0.0,257.0,572.0,0.0,91.0,1,1.0,1.0
45,45,0.6230111721239663,0.6,0.0,366.0,821.0,0.0,123.0,1,1.0,1.0
46,46,0.4370972134306129,0.4,0.0,460.0,923.0,0.0,147.0,1,1.0,1.0
47,47,-0.517743621762377,-0.5,0.0,311.0,631.0,0.0,238.0,1,0.0,0.0
48,48,-0.5048006524207993,-0.5,0.0,458.0,687.0,0.0,335.0,1,0.0,0.0
49,49,-0.7883898833336485,-0.8,1.0,370.0,587.0,1.0,233.0,1,1.0,0.0
50,50,0.621138982137626,0.6,1.0,431.0,700.0,1.0,169.0,1,0.0,1.0
51,51,-0.30906967955107323,-0.3,0.0,305.0,876.0,0.0,419.0,1,0.0,0.0
52,52,0.6886127990835519,0.7,1.0,485.0,517.0,0.0,-52.0,0,0.0,0.0
53,53,0.3179284097651528,0.3,0.0,274.0,502.0,0.0,264.0,1,1.0,1.0
54,54,0.7273318337618081,0.7,0.0,280.0,924.0,0.0,56.0,1,1.0,1.0
55,55,-0.2926312643189246,-0.3,1.0,337.0,686.0,1.0,1557.0,1,1.0,0.0
56,56,-0.8673680178775679,-0.9,1.0,482.0,582.0,1.0,136.0,1,1.0,0.0
57,57,0.3129360296152449,0.3,0.0,301.0,655.0,0.0,344.0,1,1.0,1.0
58,58,-0.758383175529041,-0.8,0.0,371.0,973.0,0.0,-74.0,1,0.0,0.0
59,59,-0.5865649851359918,-0.6,1.0,476.0,746.0,1.0,298.0,1,1.0,0.0
60,60,0.6901696584454088,0.7,0.0,341.0,872.0,0.0,137.0,1,1.0,1.0
61,61,-0.023229994389273423,-0.0,0.0,461.0,586.0,0.0,3953.0,1,0.0,0.0
62,62,-0.7490049271357996,-0.7,1.0,315.0,529.0,1.0,236.0,1,1.0,0.0
63,63,0.5307791629029043,0.5,0.0,385.0,547.0,0.0,168.0,1,1.0,1.0
64,64,0.48439678455888535,0.5,1.0,319.0,882.0,1.0,359.0,1,0.0,1.0
65,65,-0.04427123863676541,-0.0,1.0,332.0,791.0,1.0,3877.0,1,1.0,0.0
66,66,0.1958922742543866,0.2,1.0,381.0,599.0,1.0,680.0,1,0.0,1.0
67,67,-0.37039666773948743,-0.4,1.0,262.0,633.0,1.0,365.0,1,1.0,0.0
68,68,-0.8764549671860179,-0.9,0.0,313.0,890.0,0.0,337.0,1,0.0,0.0
69,69,-0.14213939796593988,-0.1,1.0,339.0,996.0,1.0,1845.0,1,1.0,0.0
70,70,-0.7420524451744701,-0.7,0.0,371.0,697.0,0.0,212.0,1,0.0,0.0
71,71,0.25441808309297487,0.3,0.0,275.0,887.0,0.0,118.0,1,1.0,1.0
72,72,-0.8982565936608686,-0.9,1.0,479.0,753.0,1.0,178.0,1,1.0,0.0
73,73,-0.6707083649336236,-0.7,0.0,497.0,775.0,0.0,128.0,1,0.0,0.0
74,74,0.7129536210367916,0.7,0.0,452.0,782.0,0.0,96.0,1,1.0,1.0
75,75,-0.12680097772943155,-0.1,0.0,410.0,647.0,0.0,2193.0,1,0.0,0.0
76,76,0.6319396049917477,0.6,1.0,343.0,923.0,1.0,184.0,1,0.0,1.0
77,77,0.4282667274891184,0.4,1.0,300.0,901.0,1.0,339.0,1,0.0,1.0
78,78,0.19303225907393917,0.2,1.0,394.0,877.0,1.0,469.0,1,0.0,1.0
79,79,0.8533223237400421,0.9,0.0,366.0,552.0,0.0,102.0,1,1.0,1.0
80,80,-0.012176122094171848,-0.0,1.0,463.0,991.0,1.0,3546.0,1,1.0,0.0
81,81,-0.5716235655432118,-0.6,1.0,260.0,884.0,1.0,-224.0,1,1.0,0.0
82,82,0.3587761164852271,0.4,0.0,269.0,685.0,0.0,306.0,1,1.0,1.0
83,83,-0.814095148860151,-0.8,0.0,436.0,666.0,0.0,308.0,1,0.0,0.0
84,84,-0.6183491971445233,-0.6,0.0,382.0,833.0,0.0,195.0,1,0.0,0.0
85,85,-0.6297914939071048,-0.6,0.0,462.0,626.0,0.0,382.0,1,0.0,0.0
86,86,0.3611278289819456,0.4,0.0,331.0,944.0,0.0,215.0,1,1.0,1.0
87,87,0.7414184005970851,0.7,1.0,267.0,808.0,1.0,145.0,1,0.0,1.0
88,88,-0.43495558085757063,-0.4,0.0,436.0,795.0,0.0,309.0,1,0.0,0.0
89,89,-0.055729773402518834,-0.1,1.0,346.0,947.0,1.0,3707.0,1,1.0,0.0
90,90,-0.8154390424193666,-0.8,0.0,331.0,671.0,0.0,438.0,1,0.0,0.0
91,91,0.5947730544685718,0.6,0.0,443.0,884.0,0.0,73.0,1,1.0,1.0
92,92,0.4397218059828575,0.4,0.0,450.0,664.0,0.0,176.0,1,1.0,1.0
93,93,0.6001125978029881,0.6,1.0,256.0,911.0,1.0,203.0,1,0.0,1.0
94,94,-0.7482301098717139,-0.7,1.0,370.0,847.0,1.0,133.0,1,1.0,0.0
95,95,0.5530911234181289,0.6,1.0,436.0,755.0,1.0,239.0,1,0.0,1.0
96,96,-0.7004477318445106,-0.7,0.0,446.0,915.0,0.0,199.0,1,0.0,0.0
97,97,-0.6447193689555064,-0.6,1.0,369.0,906.0,1.0,445.0,1,1.0,0.0
98,98,0.48298785753143114,0.5,1.0,444.0,540.0,1.0,76.0,1,0.0,1.0
99,99,-0.034360668934388605,-0.0,0.0,400.0,835.0,0.0,3765.0,1,0.0,0.0
100,100,0.5846907283433292,0.6,0.0,471.0,895.0,0.0,94.0,1,1.0,1.0
101,101,-0.5140754124338638,-0.5,0.0,349.0,628.0,0.0,463.0,1,0.0,0.0
102,102,0.5164726867853332,0.5,0.0,465.0,904.0,0.0,141.0,1,1.0,1.0
103,103,0.22094654576082162,0.2,1.0,422.0,687.0,1.0,411.0,1,0.0,1.0
104,104,-0.39324511354867075,-0.4,0.0,349.0,549.0,0.0,432.0,1,0.0,0.0
105,105,0.04411118405478898,0.0,0.0,372.0,636.0,0.0,2362.0,1,1.0,1.0
106,106,-0.19690630685937816,-0.2,0.0,483.0,965.0,0.0,132.0,1,0.0,0.0
107,107,0.6533922454375073,0.7,1.0,354.0,987.0,1.0,189.0,1,0.0,1.0
108,108,0.8024050289881793,0.8,0.0,380.0,547.0,0.0,113.0,1,1.0,1.0
109,109,0.25983665411591084,0.3,0.0,279.0,509.0,0.0,482.0,1,1.0,1.0
110,110,-0.6075401891684724,-0.6,0.0,407.0,858.0,0.0,205.0,1,0.0,0.0
111,111,-0.2959659826437694,-0.3,1.0,480.0,983.0,1.0,117.0,1,1.0,0.0
112,112,0.603214280629263,0.6,0.0,292.0,944.0,0.0,84.0,1,1.0,1.0
113,113,-0.1870271001578021,-0.2,0.0,485.0,856.0,0.0,229.0,1,0.0,0.0
114,114,0.48479483898675635,0.5,1.0,258.0,782.0,1.0,270.0,1,0.0,1.0
115,115,0.49121812440270596,0.5,0.0,398.0,502.0,0.0,20.0,1,1.0,1.0
116,116,0.8559861211285519,0.9,0.0,423.0,554.0,0.0,63.0,1,1.0,1.0
117,117,0.7640473076167499,0.8,1.0,260.0,838.0,1.0,72.0,1,0.0,1.0
118,118,-0.843707599533944,-0.8,1.0,414.0,518.0,1.0,168.0,1,1.0,0.0
119,119,-0.8835465885505878,-0.9,0.0,496.0,806.0,0.0,188.0,1,0.0,0.0
120,120,-0.03921639689317047,-0.0,1.0,456.0,951.0,1.0,3593.0,1,1.0,0.0
121,121,-0.12660194105374456,-0.1,0.0,419.0,990.0,1.0,-429.0,0,0.0,1.0
122,122,0.49115125062978715,0.5,1.0,278.0,869.0,1.0,223.0,1,0.0,1.0
123,123,-0.6284649983125772,-0.6,1.0,430.0,923.0,1.0,257.0,1,1.0,0.0
124,124,-0.1377643256300758,-0.1,0.0,331.0,656.0,0.0,2583.0,1,0.0,0.0
125,125,0.33301948786479885,0.3,0.0,337.0,613.0,0.0,100.0,1,1.0,1.0
126,126,0.21845534730111826,0.2,0.0,307.0,975.0,0.0,1098.0,1,1.0,1.0
127,127,-0.06120888896088439,-0.1,0.0,354.0,916.0,0.0,1490.0,1,0.0,0.0
128,128,0.6554345812014896,0.7,1.0,385.0,999.0,1.0,106.0,1,0.0,1.0
129,129,-0.07159785034958122,-0.1,0.0,457.0,578.0,0.0,1305.0,1,0.0,0.0
130,130,0.3856626728955802,0.4,1.0,273.0,898.0,1.0,279.0,1,0.0,1.0
131,131,-0.88956937949998,-0.9,0.0,283.0,926.0,0.0,81.0,1,0.0,0.0
132,132,-0.6341420526830388,-0.6,1.0,459.0,756.0,1.0,125.0,1,1.0,0.0
133,133,-0.6501741616001471,-0.7,0.0,353.0,803.0,0.0,54.0,1,0.0,0.0
134,134,-0.22835011590548793,-0.2,1.0,422.0,523.0,1.0,525.0,1,1.0,0.0
135,135,-0.4251686978578747,-0.4,1.0,330.0,846.0,1.0,254.0,1,1.0,0.0
136,136,0.5361551384784448,0.5,0.0,316.0,573.0,0.0,161.0,1,1.0,1.0
137,137,-0.0515275042454314,-0.1,1.0,265.0,888.0,1.0,3367.0,1,1.0,0.0
138,138,-0.7112352872923338,-0.7,1.0,408.0,617.0,1.0,365.0,1,1.0,0.0
139,139,0.3581133351428195,0.4,1.0,385.0,839.0,1.0,346.0,1,0.0,1.0
140,140,-0.22661331946476038,-0.2,1.0,494.0,924.0,1.0,942.0,1,1.0,0.0
141,141,0.4697447838669867,0.5,0.0,380.0,837.0,0.0,73.0,1,1.0,1.0
142,142,-0.7131754363931643,-0.7,1.0,377.0,777.0,1.0,176.0,1,1.0,0.0
143,143,0.7385034925594075,0.7,1.0,441.0,642.0,1.0,157.0,1,0.0,1.0
144,144,-0.22583601071378911,-0.2,0.0,371.0,595.0,0.0,1064.0,1,0.0,0.0
145,145,0.225707537734965,0.2,0.0,384.0,732.0,0.0,394.0,1,1.0,1.0
146,146,-0.7805507948181803,-0.8,1.0,379.0,514.0,1.0,197.0,1,1.0,0.0
147,147,0.19466257365976902,0.2,0.0,306.0,848.0,0.0,446.0,1,1.0,1.0
148,148,-0.6709354756124983,-0.7,1.0,307.0,644.0,1.0,189.0,1,1.0,0.0
149,149,-0.19152061171279833,-0.2,1.0,277.0,587.0,1.0,306.0,1,1.0,0.0
150,150,-0.0991117814465291,-0.1,1.0,459.0,750.0,1.0,1411.0,1,1.0,0.0
151,151,-0.6705757692335195,-0.7,0.0,495.0,780.0,0.0,225.0,1,0.0,0.0
152,152,0.36612168051324157,0.4,0.0,360.0,900.0,0.0,240.0,1,1.0,1.0
153,153,0.09124878895771238,0.1,0.0,475.0,699.0,0.0,276.0,1,1.0,1.0
154,154,0.15824052656169585,0.2,1.0,478.0,726.0,1.0,656.0,1,0.0,1.0
155,155,0.07423548398882673,0.1,1.0,315.0,791.0,1.0,634.0,1,0.0,1.0
156,156,0.35912589093726266,0.4,0.0,257.0,859.0,0.0,164.0,1,1.0,1.0
157,157,-0.5582148375050626,-0.6,1.0,289.0,949.0,1.0,142.0,1,1.0,0.0
158,158,-0.04675445379482923,-0.0,1.0,447.0,891.0,1.0,3662.0,1,1.0,0.0
159,159,-0.8906492259372972,-0.9,0.0,259.0,569.0,0.0,222.0,1,0.0,0.0
160,160,-0.19204084815607592,-0.2,0.0,281.0,662.0,0.0,597.0,1,0.0,0.0
161,161,0.44605063305787807,0.4,0.0,399.0,570.0,1.0,-249.0,0,1.0,0.0
162,162,0.4351597811849591,0.4,1.0,470.0,665.0,1.0,145.0,1,0.0,1.0
163,163,-0.35263655576481656,-0.4,1.0,372.0,961.0,1.0,607.0,1,1.0,0.0
164,164,-0.2831070029565236,-0.3,0.0,346.0,985.0,0.0,429.0,1,0.0,0.0
165,165,-0.6836105130593395,-0.7,1.0,452.0,691.0,1.0,317.0,1,1.0,0.0
166,166,0.6477700472616704,0.6,0.0,327.0,882.0,1.0,11.0,0,1.0,0.0
167,167,0.5863506846242247,0.6,1.0,484.0,906.0,1.0,180.0,1,0.0,1.0
168,168,0.023788407887885277,0.0,0.0,425.0,743.0,0.0,1142.0,1,1.0,1.0
169,169,-0.4070957784899426,-0.4,1.0,334.0,814.0,1.0,452.0,1,1.0,0.0
170,170,-0.5218776621879444,-0.5,0.0,479.0,664.0,0.0,287.0,1,0.0,0.0
171,171,0.4326349130468178,0.4,0.0,280.0,710.0,0.0,170.0,1,1.0,1.0
172,172,0.830430165555763,0.8,1.0,402.0,731.0,1.0,47.0,1,0.0,1.0
173,173,0.674779806059227,0.7,0.0,298.0,714.0,0.0,58.0,1,1.0,1.0
174,174,0.3619142098639644,0.4,1.0,353.0,989.0,1.0,368.0,1,0.0,1.0
175,175,-0.500746220766384,-0.5,1.0,345.0,950.0,1.0,195.0,1,1.0,0.0
176,176,-0.812325635674047,-0.8,0.0,352.0,660.0,0.0,268.0,1,0.0,0.0
177,177,0.11495483298581088,0.1,1.0,438.0,690.0,1.0,1192.0,1,0.0,1.0
178,178,0.38920230851393944,0.4,1.0,290.0,537.0,1.0,183.0,1,0.0,1.0
179,179,-0.6980192275339107,-0.7,1.0,334.0,756.0,1.0,350.0,1,1.0,0.0
180,180,-0.3988766360557465,-0.4,1.0,437.0,653.0,1.0,490.0,1,1.0,0.0
181,181,0.8618155391850332,0.9,0.0,460.0,994.0,0.0,106.0,1,1.0,1.0
182,182,-0.8820618449537412,-0.9,0.0,499.0,930.0,0.0,251.0,1,0.0,0.0
183,183,0.0861838762797027,0.1,1.0,295.0,684.0,1.0,951.0,1,0.0,1.0
184,184,0.8513952952018574,0.9,1.0,317.0,624.0,1.0,99.0,1,0.0,1.0
185,185,-0.6015645304080086,-0.6,0.0,320.0,660.0,0.0,260.0,1,0.0,0.0
186,186,-0.8866373419035273,-0.9,0.0,414.0,583.0,0.0,273.0,1,0.0,0.0
187,187,0.12192247529681055,0.1,1.0,382.0,833.0,1.0,2245.0,1,0.0,1.0
188,188,-0.7025532630135458,-0.7,1.0,250.0,747.0,1.0,103.0,1,1.0,0.0
189,189,0.10989807772880644,0.1,0.0,448.0,863.0,0.0,689.0,1,1.0,1.0
190,190,-0.27797192765903933,-0.3,1.0,490.0,811.0,1.0,729.0,1,1.0,0.0
191,191,0.4998663160967035,0.5,1.0,325.0,640.0,1.0,305.0,1,0.0,1.0
192,192,-0.006457515257227819,-0.0,1.0,250.0,689.0,0.0,4061.0,0,1.0,1.0
193,193,-0.752295720752225,-0.8,0.0,308.0,882.0,0.0,0.0,1,0.0,0.0
194,194,0.341496838927312,0.3,0.0,357.0,748.0,0.0,145.0,1,1.0,1.0
195,195,0.7649324261859382,0.8,0.0,414.0,915.0,0.0,81.0,1,1.0,1.0
196,196,0.5854283982816947,0.6,0.0,405.0,655.0,0.0,110.0,1,1.0,1.0
197,197,-0.6075466148777389,-0.6,1.0,331.0,891.0,1.0,358.0,1,1.0,0.0
198,198,0.07826942833051687,0.1,0.0,254.0,757.0,0.0,1879.0,1,1.0,1.0
199,199,-0.6057788774345024,-0.6,0.0,327.0,830.0,0.0,273.0,1,0.0,0.0
200,200,0.6488800377092817,0.6,1.0,313.0,510.0,1.0,67.0,1,0.0,1.0
201,201,-0.6194014785820587,-0.6,0.0,290.0,797.0,0.0,273.0,1,0.0,0.0
202,202,0.23352784716580743,0.2,0.0,407.0,962.0,0.0,271.0,1,1.0,1.0
203,203,0.4304609475177906,0.4,0.0,421.0,778.0,0.0,131.0,1,1.0,1.0
204,204,-0.30677780404048993,-0.3,1.0,326.0,579.0,1.0,865.0,1,1.0,0.0
205,205,-0.27105022484090524,-0.3,0.0,380.0,919.0,0.0,481.0,1,0.0,0.0
206,206,0.06623294344032049,0.1,0.0,309.0,817.0,0.0,394.0,1,1.0,1.0
207,207,0.49245097900710666,0.5,1.0,317.0,895.0,1.0,158.0,1,0.0,1.0
208,208,-0.218040696612114,-0.2,0.0,495.0,518.0,0.0,387.0,1,0.0,0.0
209,209,0.15162253861139063,0.2,0.0,255.0,784.0,0.0,1181.0,1,1.0,1.0
210,210,0.8472131978774579,0.8,1.0,441.0,512.0,1.0,97.0,1,0.0,1.0
211,211,-0.24065274501085565,-0.2,1.0,397.0,975.0,1.0,1038.0,1,1.0,0.0
212,212,-0.15787192097567182,-0.2,0.0,286.0,609.0,0.0,1015.0,1,0.0,0.0
213,213,-0.5060256268267447,-0.5,0.0,413.0,787.0,0.0,490.0,1,0.0,0.0
214,214,0.47129403862113184,0.5,1.0,260.0,578.0,1.0,172.0,1,0.0,1.0
215,215,0.5338503429215423,0.5,0.0,343.0,696.0,0.0,81.0,1,1.0,1.0
216,216,-0.2065121338220236,-0.2,1.0,417.0,858.0,1.0,555.0,1,1.0,0.0
217,217,0.07318311168775304,0.1,1.0,449.0,589.0,1.0,3962.0,1,0.0,1.0
218,218,-0.356771565441908,-0.4,1.0,425.0,691.0,1.0,404.0,1,1.0,0.0
219,219,0.582915748438725,0.6,0.0,297.0,784.0,0.0,169.0,1,1.0,1.0
220,220,-0.6570961040792255,-0.7,1.0,494.0,553.0,1.0,203.0,1,1.0,0.0
221,221,0.3390470298455238,0.3,0.0,264.0,810.0,1.0,-494.0,0,1.0,0.0
222,222,-0.7395931393565846,-0.7,1.0,397.0,564.0,1.0,159.0,1,1.0,0.0
223,223,0.10612408372154458,0.1,1.0,405.0,509.0,1.0,3996.0,1,0.0,1.0
224,224,-0.10184252138129068,-0.1,0.0,277.0,716.0,0.0,2367.0,1,0.0,0.0
225,225,0.6077350887994691,0.6,1.0,259.0,908.0,1.0,103.0,1,0.0,1.0
226,226,-0.8024634398687258,-0.8,0.0,476.0,894.0,0.0,170.0,1,0.0,0.0
227,227,0.4878985069716276,0.5,1.0,329.0,768.0,1.0,223.0,1,0.0,1.0
228,228,-0.5709969923452431,-0.6,0.0,251.0,632.0,0.0,157.0,1,0.0,0.0
229,229,0.09438857074948992,0.1,1.0,430.0,757.0,1.0,1193.0,1,0.0,1.0
230,230,0.5914737537275184,0.6,0.0,365.0,666.0,0.0,209.0,1,1.0,1.0
231,231,0.19393357601983185,0.2,0.0,372.0,966.0,0.0,212.0,1,1.0,1.0
232,232,0.4714894126922583,0.5,1.0,373.0,744.0,1.0,213.0,1,0.0,1.0
233,233,-0.1835987263997353,-0.2,1.0,490.0,963.0,1.0,517.0,1,1.0,0.0
234,234,0.5736364702035711,0.6,1.0,433.0,527.0,1.0,260.0,1,0.0,1.0
235,235,0.3932534360297161,0.4,0.0,435.0,919.0,0.0,136.0,1,1.0,1.0
236,236,-0.7134122814466181,-0.7,0.0,471.0,592.0,0.0,237.0,1,0.0,0.0
237,237,0.8985040941019627,0.9,0.0,373.0,968.0,0.0,59.0,1,1.0,1.0
238,238,-0.06999276279937239,-0.1,0.0,376.0,947.0,0.0,1787.0,1,0.0,0.0
239,239,0.6754818484007857,0.7,1.0,432.0,776.0,1.0,112.0,1,0.0,1.0
240,240,0.348304875897537,0.3,1.0,273.0,854.0,1.0,123.0,1,0.0,1.0
241,241,0.6597764134163101,0.7,0.0,344.0,726.0,0.0,110.0,1,1.0,1.0
242,242,0.8415829533778408,0.8,0.0,466.0,793.0,0.0,91.0,1,1.0,1.0
243,243,-0.3259991774051304,-0.3,1.0,438.0,609.0,1.0,583.0,1,1.0,0.0
244,244,0.27087036716494894,0.3,0.0,497.0,719.0,0.0,294.0,1,1.0,1.0
245,245,-0.03451829140823548,-0.0,0.0,417.0,577.0,1.0,4006.0,0,0.0,1.0
246,246,-0.7603528493719391,-0.8,1.0,381.0,905.0,1.0,154.0,1,1.0,0.0
247,247,-0.45071693687714315,-0.5,0.0,267.0,790.0,0.0,-487.0,1,0.0,0.0
248,248,0.19439681279796928,0.2,1.0,459.0,758.0,1.0,413.0,1,0.0,1.0
249,249,0.3664531061524846,0.4,0.0,443.0,518.0,0.0,249.0,1,1.0,1.0
250,250,-0.23521537431117545,-0.2,1.0,312.0,929.0,1.0,1029.0,1,1.0,0.0
251,251,-0.005036719933949718,-0.0,0.0,299.0,517.0,0.0,4184.0,1,0.0,0.0
252,252,0.17145169434199647,0.2,0.0,308.0,690.0,0.0,212.0,1,1.0,1.0
253,253,-0.13488353157504096,-0.1,1.0,278.0,641.0,1.0,581.0,1,1.0,0.0
254,254,-0.08378671393343073,-0.1,1.0,354.0,530.0,1.0,946.0,1,1.0,0.0
255,255,0.7825041188198038,0.8,0.0,402.0,672.0,0.0,96.0,1,1.0,1.0
256,256,-0.7872232924282201,-0.8,1.0,415.0,861.0,1.0,204.0,1,1.0,0.0
257,257,0.8566813831694141,0.9,1.0,310.0,671.0,1.0,69.0,1,0.0,1.0
258,258,-0.8994312704434145,-0.9,0.0,395.0,671.0,0.0,314.0,1,0.0,0.0
259,259,-0.7136675504396873,-0.7,0.0,359.0,534.0,0.0,277.0,1,0.0,0.0
260,260,-0.49110469497137654,-0.5,1.0,482.0,769.0,1.0,359.0,1,1.0,0.0
261,261,0.8921540322755867,0.9,0.0,466.0,599.0,0.0,125.0,1,1.0,1.0
262,262,-0.3739605651283028,-0.4,0.0,477.0,584.0,0.0,259.0,1,0.0,0.0
263,263,0.763647967406868,0.8,0.0,386.0,750.0,0.0,104.0,1,1.0,1.0
264,264,-0.510546038253242,-0.5,1.0,430.0,819.0,1.0,251.0,1,1.0,0.0
265,265,-0.04957018352673881,-0.0,0.0,255.0,807.0,0.0,318.0,1,0.0,0.0
266,266,0.32238262746073787,0.3,0.0,251.0,796.0,0.0,203.0,1,1.0,1.0
267,267,-0.08515537989028477,-0.1,0.0,363.0,983.0,0.0,1194.0,1,0.0,0.0
268,268,0.573691471188389,0.6,1.0,303.0,557.0,1.0,150.0,1,0.0,1.0
269,269,-0.40351645818514265,-0.4,1.0,442.0,768.0,1.0,850.0,1,1.0,0.0
270,270,-0.7710612469675339,-0.8,1.0,413.0,509.0,1.0,228.0,1,1.0,0.0
271,271,0.06178833106148651,0.1,1.0,439.0,898.0,1.0,3663.0,1,0.0,1.0
272,272,-0.8125057132737914,-0.8,0.0,379.0,943.0,0.0,188.0,1,0.0,0.0
273,273,0.8665705618880325,0.9,0.0,445.0,502.0,0.0,83.0,1,1.0,1.0
274,274,-0.6144616302272272,-0.6,0.0,330.0,590.0,0.0,40.0,1,0.0,0.0
275,275,0.3763034599575318,0.4,0.0,292.0,970.0,0.0,158.0,1,1.0,1.0
276,276,0.2784885167916463,0.3,1.0,252.0,863.0,1.0,305.0,1,0.0,1.0
277,277,-0.4244852495671001,-0.4,0.0,338.0,541.0,0.0,191.0,1,0.0,0.0
278,278,0.4981615764056263,0.5,0.0,394.0,791.0,0.0,225.0,1,1.0,1.0
279,279,-0.2733388011985658,-0.3,1.0,282.0,707.0,1.0,721.0,1,1.0,0.0
280,280,0.6516659836014403,0.7,1.0,461.0,579.0,1.0,150.0,1,0.0,1.0
281,281,0.5742302265012306,0.6,1.0,369.0,508.0,1.0,63.0,1,0.0,1.0
282,282,-0.4950034917356213,-0.5,0.0,425.0,541.0,0.0,334.0,1,0.0,0.0
283,283,0.8444871574328913,0.8,1.0,340.0,524.0,1.0,146.0,1,0.0,1.0
284,284,-0.5504883438141785,-0.6,0.0,316.0,599.0,0.0,145.0,1,0.0,0.0
285,285,0.5541162714797488,0.6,0.0,341.0,544.0,0.0,155.0,1,1.0,1.0
286,286,-0.6833539009860593,-0.7,1.0,303.0,947.0,1.0,-400.0,1,1.0,0.0
287,287,-0.17268693078959163,-0.2,0.0,329.0,889.0,0.0,1172.0,1,0.0,0.0
288,288,0.848167265674519,0.8,0.0,342.0,939.0,0.0,109.0,1,1.0,1.0
289,289,-0.7293860937115058,-0.7,1.0,397.0,816.0,1.0,417.0,1,1.0,0.0
