,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,green_side,chosen_color
914,914,-0.6135501444583245,-0.6,0.0,324.0,808.0,0.0,188.0,1,0.0,0.0
915,915,0.5253773234727529,0.5,0.0,257.0,517.0,0.0,186.0,1,1.0,1.0
916,916,0.6208229199257259,0.6,1.0,386.0,966.0,0.0,-522.0,0,0.0,0.0
917,917,-0.03456109040810018,-0.0,0.0,331.0,615.0,0.0,834.0,1,0.0,0.0
918,918,0.1696300310983564,0.2,0.0,254.0,718.0,0.0,718.0,1,1.0,1.0
919,919,0.3320172197140875,0.3,1.0,306.0,890.0,1.0,264.0,1,0.0,1.0
920,920,0.5516263541757916,0.6,0.0,344.0,969.0,0.0,77.0,1,1.0,1.0
921,921,0.015482804674861295,0.0,1.0,417.0,615.0,1.0,3968.0,1,0.0,1.0
922,922,-0.36649522530422896,-0.4,1.0,403.0,706.0,1.0,151.0,1,1.0,0.0
923,923,0.38171008682215024,0.4,0.0,424.0,732.0,0.0,234.0,1,1.0,1.0
924,924,-0.23028706888361072,-0.2,0.0,354.0,844.0,0.0,1112.0,1,0.0,0.0
925,925,0.5642708628140657,0.6,1.0,479.0,592.0,1.0,109.0,1,0.0,1.0
926,926,0.22620425540396105,0.2,0.0,325.0,748.0,0.0,577.0,1,1.0,1.0
927,927,-0.534299150958079,-0.5,0.0,397.0,751.0,0.0,162.0,1,0.0,0.0
928,928,0.7578286378364268,0.8,1.0,370.0,927.0,1.0,183.0,1,0.0,1.0
929,929,-0.5979799913641046,-0.6,1.0,318.0,684.0,1.0,118.0,1,1.0,0.0
930,930,-0.34846318248409736,-0.3,0.0,495.0,848.0,0.0,277.0,1,0.0,0.0
931,931,-0.6420988694498573,-0.6,1.0,366.0,566.0,1.0,318.0,1,1.0,0.0
932,932,-0.7289396596345942,-0.7,0.0,332.0,946.0,0.0,282.0,1,0.0,0.0
933,933,0.0931408755125851,0.1,0.0,408.0,550.0,0.0,2032.0,1,1.0,1.0
934,934,0.17368334456193069,0.2,0.0,438.0,544.0,0.0,308.0,1,1.0,1.0
935,935,0.16191694490709174,0.2,0.0,341.0,729.0,0.0,120.0,1,1.0,1.0
936,936,0.5771811956873355,0.6,1.0,316.0,637.0,1.0,207.0,1,0.0,1.0
937,937,0.572726474575029,0.6,1.0,439.0,798.0,1.0,113.0,1,0.0,1.0
938,938,0.8076699957307368,0.8,1.0,434.0,505.0,1.0,71.0,1,0.0,1.0
939,939,0.34969679194523107,0.3,0.0,372.0,828.0,0.0,270.0,1,1.0,1.0
940,940,-0.2710724814208375,-0.3,1.0,310.0,809.0,1.0,571.0,1,1.0,0.0
941,941,0.2918791643393991,0.3,0.0,303.0,853.0,1.0,-356.0,0,1.0,0.0
942,942,0.8812566715456712,0.9,1.0,423.0,806.0,1.0,111.0,1,0.0,1.0
943,943,0.8565248566861537,0.9,1.0,269.0,640.0,1.0,131.0,1,0.0,1.0
944,944,-0.6654044418464226,-0.7,1.0,265.0,960.0,1.0,325.0,1,1.0,0.0
945,945,-0.029392792868585094,-0.0,0.0,302.0,783.0,0.0,1055.0,1,0.0,0.0
946,946,-0.8863195269048935,-0.9,1.0,444.0,655.0,1.0,111.0,1,1.0,0.0
947,947,0.844325980957349,0.8,0.0,352.0,731.0,0.0,77.0,1,1.0,1.0
948,948,-0.7720534524307809,-0.8,0.0,295.0,878.0,0.0,107.0,1,0.0,0.0
949,949,0.24662095705498255,0.2,1.0,490.0,896.0,1.0,664.0,1,0.0,1.0
950,950,-0.015601201986259361,-0.0,1.0,289.0,846.0,0.0,3865.0,0,1.0,1.0
951,951,0.3316288268774482,0.3,1.0,388.0,716.0,1.0,196.0,1,0.0,1.0
952,952,0.41138709832642306,0.4,0.0,268.0,998.0,0.0,184.0,1,1.0,1.0
953,953,-0.37895131040998054,-0.4,1.0,388.0,549.0,1.0,473.0,1,1.0,0.0
954,954,-0.18000776185333722,-0.2,1.0,469.0,817.0,1.0,594.0,1,1.0,0.0
955,955,0.711386856776339,0.7,1.0,366.0,723.0,1.0,31.0,1,0.0,1.0
956,956,0.2928884829096269,0.3,0.0,412.0,774.0,0.0,184.0,1,1.0,1.0
957,957,-0.8558785587741159,-0.9,0.0,381.0,642.0,0.0,117.0,1,0.0,0.0
958,958,-0.40411988609993105,-0.4,1.0,458.0,906.0,1.0,376.0,1,1.0,0.0
959,959,-0.09117140340218644,-0.1,1.0,263.0,592.0,1.0,1205.0,1,1.0,0.0
960,960,0.13152696829957866,0.1,1.0,499.0,841.0,1.0,690.0,1,0.0,1.0
961,961,0.7553796410053749,0.8,0.0,253.0,518.0,0.0,199.0,1,1.0,1.0
962,962,-0.7242983361503192,-0.7,1.0,285.0,636.0,1.0,139.0,1,1.0,0.0
963,963,-0.7860884039878667,-0.8,1.0,299.0,666.0,1.0,275.0,1,1.0,0.0
964,964,0.6442714316254926,0.6,1.0,345.0,860.0,1.0,125.0,1,0.0,1.0
965,965,0.15521877982784782,0.2,0.0,262.0,505.0,0.0,853.0,1,1.0,1.0
966,966,-0.6343340796443593,-0.6,1.0,288.0,792.0,1.0,160.0,1,1.0,0.0
967,967,-0.8658908791297999,-0.9,1.0,402.0,662.0,1.0,196.0,1,1.0,0.0
968,968,0.8299967764553408,0.8,0.0,369.0,863.0,0.0,148.0,1,1.0,1.0
969,969,-0.29052560526911686,-0.3,0.0,436.0,809.0,0.0,315.0,1,0.0,0.0
970,970,0.1757163447020781,0.2,1.0,434.0,662.0,1.0,654.0,1,0.0,1.0
971,971,0.49259475550592235,0.5,0.0,478.0,703.0,1.0,-481.0,0,1.0,0.0
972,972,-0.6316630420028783,-0.6,1.0,338.0,913.0,1.0,329.0,1,1.0,0.0
973,973,0.5941730590367277,0.6,0.0,371.0,629.0,0.0,270.0,1,1.0,1.0
974,974,-0.12063394704151076,-0.1,0.0,357.0,670.0,0.0,2913.0,1,0.0,0.0
975,975,0.48323876232767626,0.5,0.0,276.0,867.0,0.0,237.0,1,1.0,1.0
976,976,-0.6593228698364548,-0.7,0.0,423.0,681.0,0.0,196.0,1,0.0,0.0
977,977,0.8881276064000857,0.9,1.0,421.0,662.0,1.0,97.0,1,0.0,1.0
978,978,-0.5499069492911989,-0.5,0.0,483.0,989.0,0.0,138.0,1,0.0,0.0
979,979,0.24079627317425578,0.2,0.0,417.0,661.0,0.0,502.0,1,1.0,1.0
980,980,-0.1033631695032361,-0.1,0.0,323.0,597.0,0.0,700.0,1,0.0,0.0
981,981,0.06607582109046228,0.1,1.0,459.0,714.0,1.0,3827.0,1,0.0,1.0
982,982,-0.8285672855196714,-0.8,0.0,369.0,759.0,0.0,122.0,1,0.0,0.0
983,983,-0.12233456622069516,-0.1,1.0,358.0,825.0,1.0,1267.0,1,1.0,0.0
984,984,0.8599667659612683,0.9,0.0,480.0,652.0,0.0,38.0,1,1.0,1.0
985,985,0.6491603216825549,0.6,1.0,274.0,685.0,1.0,151.0,1,0.0,1.0
986,986,0.38339574707057233,0.4,1.0,442.0,967.0,1.0,381.0,1,0.0,1.0
987,987,-0.3818105409741186,-0.4,0.0,400.0,738.0,0.0,192.0,1,0.0,0.0
988,988,0.04314353382791858,0.0,1.0,284.0,710.0,1.0,1696.0,1,0.0,1.0
989,989,0.7833935270021027,0.8,0.0,347.0,847.0,1.0,-174.0,0,1.0,0.0
990,990,0.5740209179178307,0.6,1.0,386.0,604.0,1.0,220.0,1,0.0,1.0
991,991,0.7549128768968044,0.8,1.0,363.0,710.0,1.0,87.0,1,0.0,1.0
992,992,-0.1714189692136734,-0.2,1.0,348.0,881.0,1.0,361.0,1,1.0,0.0
993,993,0.2411633222766988,0.2,0.0,310.0,637.0,0.0,163.0,1,1.0,1.0
994,994,-0.5717871773562754,-0.6,0.0,493.0,729.0,0.0,138.0,1,0.0,0.0
995,995,0.8341343283044865,0.8,0.0,330.0,914.0,0.0,66.0,1,1.0,1.0
996,996,0.7883799058069706,0.8,1.0,269.0,888.0,1.0,83.0,1,0.0,1.0
997,997,-0.6035079175998512,-0.6,0.0,324.0,707.0,0.0,289.0,1,0.0,0.0
998,998,0.6363967393895801,0.6,1.0,307.0,931.0,0.0,-518.0,0,0.0,0.0
999,999,0.6666472790307721,0.7,1.0,270.0,647.0,1.0,183.0,1,0.0,1.0
1000,1000,0.5771010949257199,0.6,0.0,481.0,907.0,0.0,82.0,1,1.0,1.0
1001,1001,0.5852674953557345,0.6,1.0,419.0,510.0,1.0,111.0,1,0.0,1.0
1002,1002,0.8566076425960202,0.9,0.0,407.0,625.0,0.0,158.0,1,1.0,1.0
1003,1003,0.43347863068326487,0.4,0.0,450.0,924.0,0.0,146.0,1,1.0,1.0
1004,1004,0.06235398901706446,0.1,1.0,415.0,953.0,1.0,582.0,1,0.0,1.0
1005,1005,-0.2691191458200052,-0.3,0.0,396.0,549.0,0.0,755.0,1,0.0,0.0
1006,1006,-0.8494014685244079,-0.8,1.0,403.0,805.0,1.0,212.0,1,1.0,0.0
1007,1007,0.10893477781163707,0.1,0.0,446.0,965.0,0.0,499.0,1,1.0,1.0
1008,1008,-0.689616175338166,-0.7,0.0,283.0,933.0,0.0,204.0,1,0.0,0.0
1009,1009,0.26461985824758416,0.3,1.0,293.0,554.0,1.0,713.0,1,0.0,1.0
1010,1010,0.653790097919411,0.7,0.0,288.0,967.0,0.0,75.0,1,1.0,1.0
1011,1011,0.11345803361819862,0.1,1.0,395.0,827.0,1.0,1738.0,1,0.0,1.0
1012,1012,0.11589892495001053,0.1,0.0,313.0,594.0,0.0,333.0,1,1.0,1.0
1013,1013,0.13158804489603948,0.1,0.0,335.0,628.0,0.0,847.0,1,1.0,1.0
1014,1014,-0.14254183747115856,-0.1,0.0,371.0,853.0,0.0,1426.0,1,0.0,0.0
1015,1015,0.6426804969369208,0.6,1.0,371.0,671.0,0.0,-302.0,0,0.0,0.0
1016,1016,0.4864660585489361,0.5,1.0,311.0,645.0,1.0,114.0,1,0.0,1.0
1017,1017,-0.557926932156938,-0.6,0.0,494.0,660.0,0.0,186.0,1,0.0,0.0
1018,1018,-0.8861070264891024,-0.9,1.0,408.0,707.0,1.0,275.0,1,1.0,0.0
1019,1019,0.8603719470785459,0.9,1.0,261.0,864.0,1.0,45.0,1,0.0,1.0
1020,1020,0.8619625693451197,0.9,1.0,322.0,851.0,0.0,-273.0,0,0.0,0.0
1021,1021,-0.09586705887279157,-0.1,0.0,370.0,616.0,0.0,174.0,1,0.0,0.0
1022,1022,0.7289253324627941,0.7,1.0,344.0,750.0,1.0,166.0,1,0.0,1.0
1023,1023,-0.6294982850599768,-0.6,1.0,404.0,572.0,1.0,84.0,1,1.0,0.0
1024,1024,-0.583554987683724,-0.6,0.0,398.0,700.0,0.0,222.0,1,0.0,0.0
1025,1025,0.10471568565339517,0.1,0.0,372.0,906.0,0.0,22.0,1,1.0,1.0
1026,1026,0.2752745668438522,0.3,1.0,400.0,981.0,1.0,469.0,1,0.0,1.0
1027,1027,0.19082253566603058,0.2,0.0,259.0,641.0,0.0,190.0,1,1.0,1.0
1028,1028,-0.751290788023126,-0.8,1.0,383.0,810.0,1.0,367.0,1,1.0,0.0
1029,1029,-0.8223788550344023,-0.8,1.0,399.0,645.0,1.0,126.0,1,1.0,0.0
1030,1030,0.5678561791150353,0.6,0.0,478.0,697.0,0.0,125.0,1,1.0,1.0
1031,1031,0.09139949170378137,0.1,0.0,402.0,893.0,0.0,1595.0,1,1.0,1.0
1032,1032,0.5922428968127594,0.6,0.0,449.0,743.0,0.0,-132.0,1,1.0,1.0
1033,1033,-0.23279144605974045,-0.2,0.0,289.0,881.0,0.0,670.0,1,0.0,0.0
1034,1034,0.5315169321477048,0.5,0.0,454.0,770.0,0.0,206.0,1,1.0,1.0
1035,1035,-0.2594941654162707,-0.3,1.0,387.0,649.0,1.0,504.0,1,1.0,0.0
1036,1036,-0.8913306755582481,-0.9,1.0,333.0,611.0,1.0,196.0,1,1.0,0.0
1037,1037,0.8570514460704318,0.9,0.0,375.0,561.0,0.0,104.0,1,1.0,1.0
1038,1038,0.08908471141043406,0.1,0.0,363.0,528.0,0.0,1079.0,1,1.0,1.0
1039,1039,0.4859166424429894,0.5,0.0,320.0,728.0,0.0,112.0,1,1.0,1.0
1040,1040,0.28406808382717663,0.3,1.0,319.0,756.0,1.0,315.0,1,0.0,1.0
1041,1041,-0.20894829345725385,-0.2,1.0,303.0,776.0,1.0,861.0,1,1.0,0.0
1042,1042,-0.701767033854311,-0.7,0.0,359.0,524.0,0.0,407.0,1,0.0,0.0
1043,1043,-0.5641746631401776,-0.6,1.0,353.0,762.0,1.0,155.0,1,1.0,0.0
1044,1044,-0.13111144986669054,-0.1,0.0,273.0,782.0,0.0,445.0,1,0.0,0.0
1045,1045,-0.27201606878554296,-0.3,0.0,390.0,708.0,0.0,712.0,1,0.0,0.0
1046,1046,-0.513434174415321,-0.5,0.0,454.0,717.0,0.0,439.0,1,0.0,0.0
1047,1047,-0.1770536447501615,-0.2,1.0,361.0,920.0,1.0,1119.0,1,1.0,0.0
1048,1048,0.5381519105225644,0.5,1.0,420.0,551.0,1.0,159.0,1,0.0,1.0
1049,1049,0.03711305308622659,0.0,0.0,445.0,742.0,0.0,1863.0,1,1.0,1.0
1050,1050,0.8609304220023936,0.9,1.0,469.0,940.0,1.0,131.0,1,0.0,1.0
1051,1051,0.5300633370638267,0.5,1.0,281.0,572.0,1.0,97.0,1,0.0,1.0
1052,1052,-0.07661456641556297,-0.1,0.0,250.0,561.0,0.0,199.0,1,0.0,0.0
1053,1053,0.6182174024310326,0.6,1.0,348.0,603.0,1.0,129.0,1,0.0,1.0
1054,1054,-0.20814376388930245,-0.2,0.0,354.0,634.0,0.0,512.0,1,0.0,0.0
1055,1055,0.48408093525378637,0.5,0.0,468.0,568.0,1.0,-176.0,0,1.0,0.0
1056,1056,-0.11854411839129098,-0.1,1.0,417.0,777.0,0.0,-354.0,0,1.0,1.0
1057,1057,0.45268360297780885,0.5,0.0,380.0,621.0,0.0,369.0,1,1.0,1.0
1058,1058,0.45888603503524605,0.5,0.0,352.0,753.0,0.0,115.0,1,1.0,1.0
1059,1059,-0.21930289941273728,-0.2,1.0,443.0,521.0,1.0,956.0,1,1.0,0.0
1060,1060,-0.8794057636821278,-0.9,1.0,258.0,597.0,1.0,135.0,1,1.0,0.0
1061,1061,0.5870001907390708,0.6,0.0,484.0,579.0,0.0,137.0,1,1.0,1.0
1062,1062,0.17626524868138727,0.2,1.0,314.0,993.0,1.0,893.0,1,0.0,1.0
1063,1063,0.5795835620335462,0.6,1.0,467.0,639.0,1.0,214.0,1,0.0,1.0
1064,1064,-0.806447579259548,-0.8,0.0,496.0,572.0,0.0,382.0,1,0.0,0.0
1065,1065,-0.3483887199028787,-0.3,0.0,463.0,785.0,0.0,402.0,1,0.0,0.0
1066,1066,0.69111901840842,0.7,0.0,415.0,593.0,0.0,172.0,1,1.0,1.0
1067,1067,-0.5382057697590992,-0.5,0.0,485.0,956.0,0.0,169.0,1,0.0,0.0
1068,1068,0.0528844408495156,0.1,1.0,334.0,888.0,0.0,-112.0,0,0.0,0.0
1069,1069,0.07770310826679361,0.1,0.0,312.0,920.0,0.0,1408.0,1,1.0,1.0
1070,1070,-0.6453641552120855,-0.6,0.0,258.0,914.0,0.0,218.0,1,0.0,0.0
1071,1071,-0.5513976599758434,-0.6,1.0,311.0,567.0,1.0,142.0,1,1.0,0.0
1072,1072,0.23691245057050303,0.2,1.0,477.0,854.0,1.0,199.0,1,0.0,1.0
1073,1073,-0.5753910296830167,-0.6,0.0,437.0,624.0,0.0,169.0,1,0.0,0.0
1074,1074,-0.2570151292588565,-0.3,1.0,332.0,550.0,1.0,418.0,1,1.0,0.0
1075,1075,-0.8829991765522334,-0.9,1.0,319.0,628.0,1.0,113.0,1,1.0,0.0
1076,1076,0.4440538103591464,0.4,1.0,366.0,859.0,1.0,55.0,1,0.0,1.0
1077,1077,-0.3543816367066569,-0.4,1.0,350.0,933.0,1.0,257.0,1,1.0,0.0
1078,1078,-0.43853891618662943,-0.4,0.0,478.0,518.0,0.0,94.0,1,0.0,0.0
1079,1079,0.5792477471153769,0.6,0.0,442.0,976.0,0.0,22.0,1,1.0,1.0
1080,1080,0.7296652121074257,0.7,1.0,294.0,842.0,1.0,134.0,1,0.0,1.0
1081,1081,-0.08422901545265038,-0.1,1.0,412.0,871.0,1.0,927.0,1,1.0,0.0
1082,1082,0.5656106748057478,0.6,1.0,343.0,966.0,1.0,141.0,1,0.0,1.0
1083,1083,-0.41170529421622154,-0.4,0.0,377.0,598.0,0.0,485.0,1,0.0,0.0
1084,1084,0.5576453613837996,0.6,1.0,351.0,689.0,1.0,210.0,1,0.0,1.0
1085,1085,0.7340249322236522,0.7,1.0,449.0,576.0,1.0,135.0,1,0.0,1.0
1086,1086,-0.8442172139494433,-0.8,0.0,359.0,911.0,0.0,160.0,1,0.0,0.0
1087,1087,-0.3639610928877508,-0.4,1.0,392.0,702.0,1.0,656.0,1,1.0,0.0
1088,1088,0.2717794164367894,0.3,1.0,468.0,714.0,1.0,568.0,1,0.0,1.0
1089,1089,0.33287015002238507,0.3,0.0,456.0,686.0,0.0,378.0,1,1.0,1.0
1090,1090,-0.7277236060774694,-0.7,1.0,437.0,836.0,1.0,87.0,1,1.0,0.0
1091,1091,0.3923241583426077,0.4,1.0,369.0,862.0,1.0,169.0,1,0.0,1.0
1092,1092,0.05242198483946292,0.1,0.0,281.0,753.0,0.0,1096.0,1,1.0,1.0
1093,1093,0.6257632239942238,0.6,0.0,362.0,586.0,0.0,122.0,1,1.0,1.0
1094,1094,0.7734694161631431,0.8,0.0,256.0,578.0,0.0,136.0,1,1.0,1.0
1095,1095,-0.5072237288070884,-0.5,0.0,322.0,999.0,0.0,249.0,1,0.0,0.0
1096,1096,-0.5072353708470629,-0.5,1.0,309.0,501.0,1.0,180.0,1,1.0,0.0
1097,1097,-0.28941775241711853,-0.3,1.0,391.0,943.0,1.0,146.0,1,1.0,0.0
1098,1098,0.4087907657941937,0.4,0.0,347.0,617.0,0.0,6.0,1,1.0,1.0
1099,1099,-0.43428108665242476,-0.4,1.0,396.0,964.0,1.0,310.0,1,1.0,0.0
1100,1100,0.7234593136650224,0.7,1.0,364.0,867.0,1.0,129.0,1,0.0,1.0
1101,1101,-0.5155209444604811,-0.5,1.0,421.0,949.0,1.0,120.0,1,1.0,0.0
1102,1102,-0.7061384787099013,-0.7,1.0,449.0,732.0,1.0,209.0,1,1.0,0.0
1103,1103,-0.534763811425417,-0.5,0.0,464.0,780.0,0.0,186.0,1,0.0,0.0
1104,1104,-0.8671142398310312,-0.9,1.0,499.0,681.0,1.0,150.0,1,1.0,0.0
1105,1105,-0.8361128359975439,-0.8,0.0,398.0,965.0,0.0,237.0,1,0.0,0.0
1106,1106,0.713771458069283,0.7,1.0,315.0,989.0,1.0,76.0,1,0.0,1.0
1107,1107,0.8396244707109412,0.8,1.0,309.0,832.0,1.0,159.0,1,0.0,1.0
1108,1108,-0.8554322260151166,-0.9,0.0,318.0,921.0,0.0,171.0,1,0.0,0.0
1109,1109,0.03889436078244313,0.0,1.0,326.0,611.0,0.0,-517.0,0,0.0,0.0
1110,1110,0.08140538592120328,0.1,0.0,492.0,547.0,0.0,161.0,1,1.0,1.0
1111,1111,-0.3793540295517427,-0.4,1.0,421.0,551.0,1.0,358.0,1,1.0,0.0
1112,1112,0.10135194637186473,0.1,1.0,492.0,770.0,1.0,3738.0,1,0.0,1.0
1113,1113,0.594904982657695,0.6,1.0,489.0,616.0,1.0,125.0,1,0.0,1.0
1114,1114,0.718446038351204,0.7,0.0,338.0,751.0,0.0,131.0,1,1.0,1.0
1115,1115,0.5839091378048576,0.6,0.0,342.0,666.0,0.0,92.0,1,1.0,1.0
1116,1116,-0.47354957568927786,-0.5,1.0,264.0,675.0,1.0,411.0,1,1.0,0.0
1117,1117,-0.32458138091529165,-0.3,1.0,260.0,937.0,1.0,563.0,1,1.0,0.0
1118,1118,0.6929589677155344,0.7,1.0,264.0,928.0,1.0,148.0,1,0.0,1.0
1119,1119,-0.6673278721908604,-0.7,0.0,388.0,958.0,0.0,304.0,1,0.0,0.0
1120,1120,0.012292845141985365,0.0,0.0,409.0,672.0,0.0,1129.0,1,1.0,1.0
1121,1121,0.27117371839297755,0.3,0.0,420.0,745.0,0.0,145.0,1,1.0,1.0
1122,1122,0.7125448821059001,0.7,0.0,260.0,931.0,0.0,109.0,1,1.0,1.0
1123,1123,-0.6374914626041872,-0.6,1.0,368.0,866.0,1.0,206.0,1,1.0,0.0
1124,1124,0.8014998658925679,0.8,1.0,398.0,996.0,1.0,136.0,1,0.0,1.0
1125,1125,0.5679394472114064,0.6,0.0,409.0,893.0,0.0,88.0,1,1.0,1.0
1126,1126,-0.06102563827492258,-0.1,1.0,431.0,608.0,1.0,3961.0,1,1.0,0.0
1127,1127,0.6241876585471925,0.6,0.0,287.0,936.0,0.0,117.0,1,1.0,1.0
1128,1128,0.5896005714980438,0.6,0.0,381.0,936.0,0.0,-57.0,1,1.0,1.0
1129,1129,-0.16413306923726267,-0.2,0.0,460.0,773.0,0.0,517.0,1,0.0,0.0
1130,1130,-0.7619237695834044,-0.8,0.0,337.0,968.0,0.0,265.0,1,0.0,0.0
1131,1131,-0.5013682663393154,-0.5,0.0,378.0,831.0,0.0,131.0,1,0.0,0.0
1132,1132,0.12297921083090746,0.1,1.0,414.0,656.0,1.0,1620.0,1,0.0,1.0
1133,1133,0.33481893027192944,0.3,1.0,300.0,899.0,1.0,161.0,1,0.0,1.0
1134,1134,0.10852639077990289,0.1,1.0,376.0,545.0,1.0,1279.0,1,0.0,1.0
1135,1135,0.474537277986086,0.5,1.0,473.0,860.0,1.0,227.0,1,0.0,1.0
1136,1136,0.5084000296821637,0.5,1.0,256.0,846.0,1.0,188.0,1,0.0,1.0
1137,1137,-0.680418713177636,-0.7,1.0,418.0,930.0,1.0,192.0,1,1.0,0.0
1138,1138,-0.52648500565851,-0.5,1.0,293.0,719.0,1.0,178.0,1,1.0,0.0
1139,1139,-0.8147958256682977,-0.8,1.0,467.0,840.0,1.0,293.0,1,1.0,0.0
1140,1140,0.4648591377755181,0.5,0.0,424.0,695.0,0.0,241.0,1,1.0,1.0
1141,1141,-0.0023095955687612024,-0.0,0.0,381.0,828.0,0.0,541.0,1,0.0,0.0
1142,1142,0.439974095750329,0.4,0.0,283.0,630.0,0.0,77.0,1,1.0,1.0
1143,1143,0.23766266215652443,0.2,1.0,413.0,894.0,1.0,323.0,1,0.0,1.0
1144,1144,-0.44862411179536515,-0.4,1.0,389.0,817.0,1.0,494.0,1,1.0,0.0
1145,1145,-0.8099674727275822,-0.8,1.0,292.0,966.0,1.0,262.0,1,1.0,0.0
1146,1146,-0.46529389581427905,-0.5,0.0,438.0,772.0,0.0,380.0,1,0.0,0.0
1147,1147,0.8008681113616193,0.8,1.0,294.0,561.0,1.0,75.0,1,0.0,1.0
1148,1148,0.1028750055143316,0.1,1.0,451.0,782.0,1.0,1287.0,1,0.0,1.0
1149,1149,-0.5355295933111759,-0.5,0.0,347.0,707.0,0.0,176.0,1,0.0,0.0
1150,1150,0.36401880712875345,0.4,1.0,301.0,791.0,1.0,368.0,1,0.0,1.0
1151,1151,-0.11768911980834551,-0.1,1.0,326.0,534.0,1.0,-250.0,1,1.0,0.0
1152,1152,-0.040460016424575196,-0.0,0.0,375.0,811.0,0.0,3814.0,1,0.0,0.0
1153,1153,0.24374749715588784,0.2,0.0,420.0,889.0,0.0,181.0,1,1.0,1.0
1154,1154,0.3697889990736182,0.4,1.0,459.0,928.0,1.0,323.0,1,0.0,1.0
1155,1155,0.8859896135996254,0.9,0.0,472.0,837.0,0.0,61.0,1,1.0,1.0
1156,1156,0.3205795144238074,0.3,0.0,283.0,694.0,0.0,373.0,1,1.0,1.0
1157,1157,0.4818231916668586,0.5,0.0,379.0,731.0,0.0,230.0,1,1.0,1.0
1158,1158,-0.8783686129567144,-0.9,1.0,269.0,678.0,1.0,103.0,1,1.0,0.0
1159,1159,-0.316375228050905,-0.3,1.0,443.0,899.0,1.0,628.0,1,1.0,0.0
1160,1160,0.18010161450250062,0.2,1.0,263.0,858.0,1.0,819.0,1,0.0,1.0
1161,1161,0.8647873055773972,0.9,1.0,343.0,961.0,0.0,-584.0,0,0.0,0.0
1162,1162,0.6525232019207826,0.7,0.0,415.0,506.0,0.0,169.0,1,1.0,1.0
1163,1163,0.7833879467345887,0.8,1.0,457.0,537.0,1.0,166.0,1,0.0,1.0
1164,1164,-0.493103832908725,-0.5,0.0,327.0,990.0,0.0,243.0,1,0.0,0.0
1165,1165,-0.6071327251576037,-0.6,1.0,304.0,665.0,1.0,181.0,1,1.0,0.0
1166,1166,0.03550396881739404,0.0,1.0,349.0,797.0,1.0,3854.0,1,0.0,1.0
1167,1167,-0.11027968097236673,-0.1,0.0,469.0,730.0,0.0,891.0,1,0.0,0.0
1168,1168,0.6923409487216602,0.7,1.0,388.0,755.0,1.0,247.0,1,0.0,1.0
1169,1169,0.5691434837847734,0.6,1.0,302.0,814.0,1.0,154.0,1,0.0,1.0
1170,1170,0.501112450149149,0.5,1.0,355.0,722.0,1.0,213.0,1,0.0,1.0
1171,1171,-0.18799754285788906,-0.2,1.0,413.0,539.0,1.0,628.0,1,1.0,0.0
1172,1172,-0.3720880745254266,-0.4,1.0,409.0,768.0,1.0,313.0,1,1.0,0.0
1173,1173,-0.8120573910529733,-0.8,1.0,471.0,936.0,1.0,113.0,1,1.0,0.0
1174,1174,0.11166753893855763,0.1,1.0,329.0,982.0,0.0,-111.0,0,0.0,0.0
1175,1175,-0.716318002924493,-0.7,0.0,419.0,742.0,0.0,99.0,1,0.0,0.0
1176,1176,-0.31895382202378764,-0.3,0.0,417.0,992.0,0.0,261.0,1,0.0,0.0
1177,1177,0.5963874682327298,0.6,0.0,254.0,888.0,0.0,158.0,1,1.0,1.0
1178,1178,-0.8680531383755555,-0.9,0.0,443.0,872.0,0.0,165.0,1,0.0,0.0
1179,1179,0.5933485157552166,0.6,0.0,328.0,886.0,0.0,216.0,1,1.0,1.0
1180,1180,0.7634680022032937,0.8,1.0,472.0,744.0,1.0,124.0,1,0.0,1.0
1181,1181,-0.3236890664112565,-0.3,0.0,276.0,971.0,0.0,353.0,1,0.0,0.0
1182,1182,0.6015067772426016,0.6,1.0,435.0,558.0,1.0,87.0,1,0.0,1.0
1183,1183,0.039388929245110726,0.0,0.0,447.0,883.0,0.0,990.0,1,1.0,1.0
1184,1184,-0.177264347758325,-0.2,0.0,471.0,900.0,0.0,349.0,1,0.0,0.0
1185,1185,0.5123828193062144,0.5,1.0,483.0,664.0,1.0,103.0,1,0.0,1.0
1186,1186,0.4511207662011286,0.5,0.0,378.0,730.0,0.0,282.0,1,1.0,1.0
1187,1187,0.2691143428617716,0.3,0.0,435.0,761.0,0.0,684.0,1,1.0,1.0
1188,1188,0.24360872089532914,0.2,0.0,371.0,579.0,0.0,410.0,1,1.0,1.0
1189,1189,-0.7047622354331058,-0.7,0.0,346.0,957.0,0.0,67.0,1,0.0,0.0
1190,1190,0.48101718517498726,0.5,0.0,490.0,879.0,0.0,51.0,1,1.0,1.0
1191,1191,-0.790773547260258,-0.8,1.0,398.0,866.0,1.0,276.0,1,1.0,0.0
1192,1192,-0.6140624764245527,-0.6,1.0,493.0,585.0,1.0,472.0,1,1.0,0.0
1193,1193,-0.43562722672760107,-0.4,0.0,470.0,817.0,0.0,233.0,1,0.0,0.0
1194,1194,0.1510882473498426,0.2,0.0,440.0,869.0,1.0,-429.0,0,1.0,0.0
1195,1195,0.5211340812029007,0.5,1.0,376.0,895.0,1.0,199.0,1,0.0,1.0
