,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
1386,1386,-0.6009915009026767,-0.6,1,417.0,921.0,1.0,412.0,1,0.3515830892868003,0.0
1387,1387,0.37666680325876545,0.4,0,335.0,837.0,0.0,-12.0,1,0.5821830379830435,0.0
1388,1388,0.6498792866134482,0.6,0,362.0,695.0,0.0,343.0,1,0.4486122062344438,0.0
1389,1389,0.1262963973624387,0.1,0,370.0,720.0,0.0,3910.0,1,0.3840293551808049,0.0
1390,1390,0.28098748929323936,0.3,0,433.0,831.0,0.0,1516.0,1,0.3386259545890055,0.0
1391,1391,-0.8619720521648786,-0.9,1,432.0,760.0,0.0,-602.0,0,0.593909530065239,0.0
1392,1392,0.900851019738492,0.9,0,317.0,720.0,1.0,-627.0,0,0.4789275738456261,0.0
1393,1393,0.1010341287254406,0.1,0,374.0,685.0,1.0,3941.0,0,0.35905016873054113,0.0
1394,1394,-0.9760791723305502,-1.0,1,311.0,803.0,1.0,326.0,1,0.41690175885504216,0.0
1395,1395,0.060995563119263796,0.1,0,436.0,829.0,1.0,-505.0,0,0.5654162573183058,0.0
1396,1396,0.6279986632061523,0.6,0,389.0,819.0,0.0,2542.0,1,0.3152768071851777,0.0
1397,1397,-0.8909783585391724,-0.9,1,285.0,982.0,1.0,-427.0,1,0.555425982078513,0.0
1398,1398,0.04333583966146648,0.0,0,450.0,689.0,0.0,3861.0,1,0.41509252902395627,0.0
1399,1399,-0.22501222350530736,-0.2,1,485.0,607.0,1.0,3908.0,1,0.35931952845930437,0.0
1400,1400,0.5987899467830984,0.6,0,343.0,901.0,0.0,396.0,1,0.3941029927931537,0.0
1401,1401,-0.6407898231104301,-0.6,1,475.0,870.0,1.0,265.0,1,0.39611259672621046,0.0
1402,1402,-0.821065397259767,-0.8,1,303.0,983.0,1.0,184.0,1,0.41597728795379657,0.0
1403,1403,-0.3935664942854995,-0.4,1,368.0,520.0,1.0,-198.0,1,0.5404614058445807,0.0
1404,1404,-0.12454462170820046,-0.1,1,491.0,736.0,1.0,-837.0,1,0.569756644765608,0.0
1405,1405,0.34567323331320976,0.3,0,348.0,667.0,0.0,245.0,1,0.4531407860607908,0.0
1406,1406,-0.2502343569463017,-0.3,1,302.0,734.0,1.0,3964.0,1,0.33793358431801046,0.0
1407,1407,-0.016961723141491136,-0.0,1,472.0,676.0,0.0,1212.0,0,0.42587180812004877,0.0
1408,1408,0.013424905674237708,0.0,0,276.0,500.0,1.0,4224.0,0,0.3855692864608312,0.0
1409,1409,-0.7807499211265563,-0.8,1,347.0,512.0,1.0,101.0,1,0.4602505605849112,0.0
1410,1410,-0.10908845828076918,-0.1,1,394.0,581.0,1.0,-545.0,1,0.5299128522981507,0.0
1411,1411,-0.9328922342689834,-0.9,1,475.0,528.0,1.0,137.0,1,0.3883755585295575,0.0
1412,1412,-0.5279587644596309,-0.5,1,434.0,616.0,0.0,-720.0,0,0.5613483033129845,0.0
1413,1413,-0.874453539215561,-0.9,1,466.0,525.0,1.0,149.0,1,0.48194622777039964,0.0
1414,1414,-0.3651729408906583,-0.4,1,250.0,829.0,0.0,-79.0,0,0.49501135635362825,0.0
1415,1415,0.031224565782992375,0.0,0,267.0,606.0,1.0,4127.0,0,0.4169256184200242,0.0
1416,1416,0.5057380720278672,0.5,0,344.0,508.0,0.0,278.0,1,0.5210830572339252,0.0
1417,1417,-0.528083188643391,-0.5,1,401.0,977.0,1.0,192.0,1,0.44218798800325576,0.0
1418,1418,0.30164562853379273,0.3,0,281.0,715.0,0.0,1464.0,1,0.4312442835936578,0.0
1419,1419,-0.22921375869604277,-0.2,1,494.0,653.0,1.0,1593.0,1,0.3794469567019241,0.0
1420,1420,-0.5975464575201661,-0.6,1,329.0,509.0,1.0,1702.0,1,0.333448558110911,0.0
1421,1421,0.890750383077948,0.9,0,356.0,588.0,1.0,-804.0,0,0.5404288525491172,0.0
1422,1422,0.8962996194746107,0.9,0,366.0,824.0,0.0,-430.0,1,0.559715027224378,0.0
1423,1423,-0.1608135317679673,-0.2,1,384.0,937.0,1.0,-1121.0,1,0.5833565244051454,0.0
1424,1424,0.788682351217574,0.8,0,334.0,750.0,0.0,286.0,1,0.4073637902211825,0.0
1425,1425,0.6996258757934637,0.7,0,422.0,891.0,1.0,-953.0,0,0.48914170496431114,0.0
