,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,inputBias
1111,1111,0.4900617986472282,0.5,0,329.0,550.0,0.0,111.0,1,0.39951914688631013
1112,1112,-0.5631214521021353,-0.6,1,491.0,538.0,1.0,231.0,1,0.400666799206898
1113,1113,0.6178588237564222,0.6,0,363.0,845.0,0.0,562.0,1,0.21304985762074036
1114,1114,-0.5743325533322501,-0.6,1,253.0,597.0,1.0,110.0,1,0.4098518508960933
1115,1115,0.884250131138888,0.9,0,445.0,869.0,0.0,186.0,1,0.2797835398740002
1116,1116,-0.020819215879959163,-0.0,1,388.0,941.0,1.0,511.0,1,0.2327549151471495
1117,1117,0.3489247809035445,0.3,0,287.0,602.0,0.0,191.0,1,0.3797519026651876
1118,1118,-0.9975766764464888,-1.0,1,287.0,786.0,1.0,47.0,1,0.29550660087781255
1119,1119,0.5882294490250559,0.6,0,298.0,819.0,0.0,383.0,1,0.3234028842487132
1120,1120,0.7694244894315745,0.8,0,443.0,524.0,0.0,313.0,1,0.22449570148173853
1121,1121,0.39440520748984054,0.4,0,468.0,788.0,0.0,974.0,1,0.46859794342682004
1122,1122,0.4194313794061344,0.4,0,399.0,847.0,0.0,614.0,1,0.24611670566815902
1123,1123,-0.9199371629176392,-0.9,1,255.0,552.0,1.0,123.0,1,0.4729122169887334
1124,1124,0.3353000849342602,0.3,0,282.0,987.0,0.0,381.0,1,0.22452051561759384
1125,1125,0.12417773681641564,0.1,0,251.0,538.0,1.0,201.0,0,0.22009492466679953
1126,1126,-0.796768024669771,-0.8,1,337.0,525.0,1.0,188.0,1,0.3553940660883743
1127,1127,0.01658801127210574,0.0,0,288.0,942.0,1.0,1230.0,0,0.29494746669757066
1128,1128,0.8883531690248618,0.9,0,494.0,949.0,1.0,-993.0,0,0.4884210903815208
1129,1129,0.8855622668167822,0.9,0,349.0,519.0,1.0,-478.0,0,0.4160883956612248
1130,1130,0.09627562394458167,0.1,0,312.0,881.0,1.0,87.0,0,0.41300765432891146
1131,1131,0.2605595735875652,0.3,0,296.0,584.0,0.0,210.0,1,0.2737013234018643
1132,1132,-0.4571529271316297,-0.5,1,467.0,606.0,1.0,167.0,1,0.32215071428373887
1133,1133,0.3173327043136751,0.3,0,324.0,515.0,0.0,481.0,1,0.29863054714804965
1134,1134,-0.04512556620655683,-0.0,1,456.0,669.0,1.0,-545.0,1,0.46998899576746833
1135,1135,0.44306548504539167,0.4,0,488.0,936.0,0.0,286.0,1,0.3879305277521784
1136,1136,0.6255344565947647,0.6,0,279.0,777.0,1.0,-306.0,0,0.4284001790022959
1137,1137,0.00850741759631557,0.0,0,403.0,839.0,0.0,288.0,1,0.20256522093330068
1138,1138,0.5056430128611071,0.5,0,422.0,614.0,1.0,-456.0,0,0.4187530977100179
1139,1139,-0.6774429864289355,-0.7,1,490.0,939.0,1.0,-1179.0,1,0.43425746526421183
1140,1140,-0.763215740408077,-0.8,1,317.0,503.0,1.0,140.0,1,0.2535902131140892
1141,1141,0.3793129848219514,0.4,0,253.0,811.0,1.0,-804.0,0,0.37155272987899624
1142,1142,0.8213965543987056,0.8,0,413.0,861.0,0.0,96.0,1,0.3481151677749651
1143,1143,0.8234673701724968,0.8,0,492.0,972.0,0.0,206.0,1,0.3379960243206772
1144,1144,0.6856577129656347,0.7,0,334.0,746.0,1.0,-90.0,0,0.4448758804726537
1145,1145,0.48928791219170553,0.5,0,278.0,748.0,0.0,154.0,1,0.46032574521356134
1146,1146,0.957722881488658,1.0,0,440.0,765.0,0.0,225.0,1,0.2267650450815157
1147,1147,-0.8540852556777618,-0.9,1,288.0,903.0,1.0,179.0,1,0.24044147456700635
1148,1148,-0.9142822830384296,-0.9,1,314.0,857.0,1.0,-741.0,1,0.4324624972580884
1149,1149,0.6532602101439704,0.7,0,289.0,869.0,0.0,262.0,1,0.28268302579269344
1150,1150,0.275679387921687,0.3,0,284.0,730.0,0.0,776.0,1,0.22421414889058486
1151,1151,-0.46246159981808055,-0.5,1,399.0,511.0,1.0,-420.0,1,0.4124147419643567
1152,1152,0.9912687186646714,1.0,0,257.0,706.0,0.0,127.0,1,0.27466429726211494
1153,1153,0.4636294135215375,0.5,0,491.0,656.0,1.0,-327.0,0,0.32871044195570115
1154,1154,-0.4473961190267721,-0.4,1,484.0,720.0,1.0,-264.0,1,0.37890822206479147
1155,1155,-0.5900963401877239,-0.6,1,438.0,896.0,1.0,146.0,1,0.2945657494699524
1156,1156,0.5394074427717985,0.5,0,271.0,577.0,0.0,212.0,1,0.2806987509109884
1157,1157,0.32865399674552376,0.3,0,482.0,817.0,1.0,-789.0,0,0.45808528186167913
1158,1158,-0.744979526534852,-0.7,1,434.0,778.0,1.0,98.0,1,0.3183121889193009
1159,1159,0.18258331004909367,0.2,0,293.0,712.0,1.0,35.0,0,0.369137744742675
1160,1160,-0.4485522168646463,-0.4,1,283.0,900.0,1.0,277.0,1,0.3951814608935499
1161,1161,0.32138788437203525,0.3,0,260.0,886.0,1.0,104.0,0,0.3026693066728342
1162,1162,0.3371575923504879,0.3,0,465.0,825.0,0.0,420.0,1,0.341466179397765
1163,1163,-0.7641510540376142,-0.8,1,457.0,579.0,1.0,244.0,1,0.28895891476188185
1164,1164,0.2673703792974711,0.3,0,387.0,515.0,0.0,368.0,1,0.2865661367732095
1165,1165,0.8140478691732147,0.8,0,385.0,676.0,0.0,269.0,1,0.20980878765584246
1166,1166,-0.8684333312114552,-0.9,1,282.0,823.0,1.0,225.0,1,0.2642629768331601
1167,1167,-0.5946026756281066,-0.6,1,260.0,559.0,1.0,61.0,1,0.38904790178555754
1168,1168,-0.7458414755328828,-0.7,1,306.0,576.0,1.0,208.0,1,0.23179257328249486
1169,1169,0.13908110272462904,0.1,0,469.0,866.0,0.0,285.0,1,0.23647276757680152
1170,1170,-0.43640039040972867,-0.4,1,327.0,973.0,1.0,-800.0,1,0.4689511258208873
1171,1171,0.33054581951744066,0.3,0,309.0,812.0,0.0,579.0,1,0.3022278510766634
1172,1172,-0.2679316657075437,-0.3,1,419.0,822.0,1.0,269.0,1,0.2570338326233833
1173,1173,0.5576878890611674,0.6,0,406.0,793.0,0.0,181.0,1,0.3136055850245209
1174,1174,0.6288823548815883,0.6,0,331.0,618.0,0.0,181.0,1,0.4004681806832413
1175,1175,0.7272333855306528,0.7,0,349.0,579.0,0.0,202.0,1,0.3337162095806123
1176,1176,0.8251627431770365,0.8,0,321.0,777.0,0.0,262.0,1,0.2323538408651454
1177,1177,0.9019266052416051,0.9,0,486.0,773.0,0.0,131.0,1,0.3809497993172729
1178,1178,0.5411720020035824,0.5,0,406.0,691.0,0.0,143.0,1,0.2921473765685957
1179,1179,0.2581504523345415,0.3,0,283.0,811.0,0.0,456.0,1,0.33233509825424234
1180,1180,-0.5468375390211384,-0.5,1,449.0,780.0,1.0,231.0,1,0.23162554141771385
1181,1181,-0.26320140853643403,-0.3,1,254.0,653.0,1.0,93.0,1,0.4256070990683833
1182,1182,-0.09503867546433287,-0.1,1,255.0,764.0,1.0,181.0,1,0.33437685583528154
1183,1183,0.6177640480712625,0.6,0,322.0,914.0,0.0,-486.0,1,0.474182681764054
1184,1184,0.4371939803228966,0.4,0,369.0,832.0,0.0,519.0,1,0.2690304583993098
1185,1185,-0.3896390149395266,-0.4,1,355.0,564.0,1.0,321.0,1,0.36706529623497064
1186,1186,-0.8563214999167763,-0.9,1,341.0,580.0,1.0,129.0,1,0.3907990918221045
1187,1187,0.4432325968653925,0.4,0,350.0,983.0,1.0,-843.0,0,0.4978138374597153
1188,1188,-0.6577934396959952,-0.7,1,299.0,953.0,1.0,-1002.0,1,0.374542310730396
1189,1189,-0.9267617947292723,-0.9,1,279.0,663.0,0.0,-372.0,0,0.45441861558475366
1190,1190,0.16958533931045183,0.2,0,252.0,700.0,0.0,948.0,1,0.34024970031165613
1191,1191,-0.6330257216800963,-0.6,1,345.0,675.0,1.0,160.0,1,0.21863213243649388
1192,1192,-0.778206756340057,-0.8,1,395.0,758.0,1.0,817.0,1,0.238781337409111
1193,1193,-0.7179798598134071,-0.7,1,313.0,984.0,1.0,-877.0,1,0.4482409985155078
1194,1194,0.31785381402903456,0.3,0,356.0,929.0,0.0,405.0,1,0.21345460150407317
1195,1195,-0.24555838674643526,-0.2,1,295.0,902.0,1.0,373.0,1,0.37336154141549754
1196,1196,0.7547084052302555,0.8,0,306.0,574.0,0.0,310.0,1,0.2774001736149902
1197,1197,-0.7893331215586157,-0.8,1,379.0,749.0,1.0,152.0,1,0.2547958209294072
1198,1198,-0.42767065239785373,-0.4,1,407.0,833.0,1.0,110.0,1,0.28986439284476784
1199,1199,-0.45035132450981985,-0.5,1,476.0,696.0,1.0,348.0,1,0.2563889823800983
1200,1200,0.9440443986940361,0.9,0,297.0,936.0,0.0,107.0,1,0.29396118583848224
1201,1201,0.5227071457701178,0.5,0,389.0,712.0,0.0,139.0,1,0.20569769221372675
1202,1202,-0.6757438785881955,-0.7,1,336.0,809.0,1.0,165.0,1,0.3993027717687456
1203,1203,-0.6514383215491737,-0.7,1,438.0,519.0,1.0,323.0,1,0.2598083171178656
1204,1204,-0.6676264944280703,-0.7,1,449.0,580.0,1.0,231.0,1,0.3196322353724895
1205,1205,0.22542742062568277,0.2,0,378.0,969.0,0.0,1043.0,1,0.4518237476050536
1206,1206,0.6259806532287011,0.6,0,262.0,638.0,0.0,220.0,1,0.41025818501668443
1207,1207,-0.6550678433431629,-0.7,1,364.0,938.0,1.0,138.0,1,0.2820943768383543
1208,1208,-0.07945603068628682,-0.1,1,295.0,554.0,1.0,121.0,1,0.3010336046300991
1209,1209,0.22307733050403544,0.2,0,395.0,985.0,0.0,350.0,1,0.22296767938040282
1210,1210,-0.6737427185444562,-0.7,1,440.0,709.0,1.0,211.0,1,0.3396546154409191
1211,1211,0.6547229713921057,0.7,0,295.0,581.0,0.0,144.0,1,0.20251701772853095
1212,1212,0.4146429458518086,0.4,0,372.0,921.0,1.0,-513.0,0,0.37670880174819554
1213,1213,0.45842582242220997,0.5,0,284.0,509.0,0.0,-293.0,1,0.4032810051607755
1214,1214,-0.25057095778111305,-0.3,1,368.0,688.0,1.0,84.0,1,0.3704688924766836
1215,1215,-0.19692406529359396,-0.2,1,426.0,960.0,1.0,-846.0,1,0.4033971949580821
1216,1216,-0.6850864752903081,-0.7,1,341.0,891.0,1.0,118.0,1,0.3968011517211478
1217,1217,-0.3098422418268685,-0.3,1,272.0,569.0,1.0,519.0,1,0.3510873066408272
1218,1218,-0.11951717266819317,-0.1,1,467.0,549.0,1.0,-216.0,1,0.4798144984660656
1219,1219,-0.3480688787455941,-0.3,1,359.0,686.0,1.0,-775.0,1,0.4845510715943384
1220,1220,0.575300258100637,0.6,0,257.0,844.0,0.0,329.0,1,0.2339336463778129
1221,1221,-0.5132211852315622,-0.5,1,416.0,688.0,1.0,116.0,1,0.2997577257909503
1222,1222,-0.23047788802706615,-0.2,1,310.0,893.0,1.0,87.0,1,0.2879182104301362
1223,1223,-0.2806233045119564,-0.3,1,419.0,615.0,1.0,236.0,1,0.39129373834347453
1224,1224,0.01498342404771913,0.0,0,477.0,663.0,1.0,2150.0,0,0.23536013581845833
1225,1225,0.8393488536459834,0.8,0,281.0,912.0,0.0,257.0,1,0.4338136348764814
1226,1226,-0.8479478891442769,-0.8,1,274.0,700.0,1.0,166.0,1,0.2781952142071668
1227,1227,0.40623791397264575,0.4,0,331.0,964.0,0.0,115.0,1,0.26116691510237405
1228,1228,-0.3778459653541033,-0.4,1,267.0,840.0,1.0,483.0,1,0.40523333595300604
1229,1229,0.44939259865885783,0.4,0,430.0,977.0,1.0,-267.0,0,0.3977833945159286
1230,1230,-0.49415572959577214,-0.5,1,304.0,670.0,1.0,296.0,1,0.2593604025602322
1231,1231,-0.06808589613029414,-0.1,1,419.0,822.0,1.0,239.0,1,0.2431857450014263
1232,1232,-0.4813803870961739,-0.5,1,396.0,640.0,1.0,174.0,1,0.28122253798394314
1233,1233,-0.9106969096718187,-0.9,1,409.0,788.0,1.0,103.0,1,0.35742191518825417
1234,1234,0.9694073349168704,1.0,0,383.0,555.0,0.0,-78.0,1,0.39351227792805477
1235,1235,0.2593429949796875,0.3,0,324.0,697.0,0.0,1059.0,1,0.25141525896625266
1236,1236,0.1581377035498881,0.2,0,411.0,545.0,0.0,1034.0,1,0.24494467763370936
1237,1237,-0.8770399161469069,-0.9,1,277.0,744.0,1.0,-661.0,1,0.4489464821635954
1238,1238,0.028332586571333307,0.0,0,271.0,542.0,0.0,697.0,1,0.4980846937872473
1239,1239,-0.35871321097992115,-0.4,1,468.0,900.0,1.0,42.0,1,0.2953564992724458
1240,1240,-0.4531718474448989,-0.5,1,361.0,671.0,1.0,188.0,1,0.22322637575818127
1241,1241,0.24868517679859958,0.2,0,324.0,559.0,0.0,457.0,1,0.48620680678475353
1242,1242,-0.3751168242346199,-0.4,1,429.0,910.0,1.0,-199.0,1,0.41938570369907435
1243,1243,0.6273697565622502,0.6,0,493.0,640.0,0.0,147.0,1,0.2590526485411533
1244,1244,-0.5901575962958236,-0.6,1,300.0,876.0,1.0,74.0,1,0.27369823050686104
1245,1245,-0.3095396497976677,-0.3,1,466.0,789.0,1.0,125.0,1,0.3763243204828979
1246,1246,-0.46186819568564386,-0.5,1,484.0,762.0,1.0,674.0,1,0.2181646114963672
1247,1247,-0.5616981577759765,-0.6,1,266.0,752.0,1.0,132.0,1,0.2935221322438949
1248,1248,0.1894949698130255,0.2,0,333.0,608.0,0.0,1129.0,1,0.3311928821122261
1249,1249,0.5894018432043848,0.6,0,280.0,941.0,0.0,259.0,1,0.30569565935189874
1250,1250,-0.0637807329748108,-0.1,1,406.0,734.0,1.0,470.0,1,0.3176588650022314
1251,1251,-0.012366189124072502,-0.0,1,492.0,513.0,1.0,315.0,1,0.3657436789190265
1252,1252,0.6874146180331149,0.7,0,319.0,888.0,1.0,-267.0,0,0.38364104245449027
1253,1253,-0.659912771803755,-0.7,1,411.0,975.0,1.0,-1076.0,1,0.44053765643621834
1254,1254,-0.0770012647779037,-0.1,1,298.0,665.0,1.0,587.0,1,0.34232910944626904
1255,1255,0.4031667117581037,0.4,0,413.0,558.0,1.0,59.0,0,0.3775908232914784
1256,1256,0.7555529820829208,0.8,0,481.0,704.0,1.0,-915.0,0,0.497407022949441
1257,1257,-0.3426187038053381,-0.3,1,386.0,819.0,1.0,425.0,1,0.3304737955279967
1258,1258,-0.43418178660631424,-0.4,1,405.0,535.0,1.0,190.0,1,0.3883138316999999
1259,1259,-0.011717388812665597,-0.0,1,479.0,602.0,1.0,379.0,1,0.4385841639497177
1260,1260,0.4594537416563558,0.5,0,349.0,717.0,0.0,364.0,1,0.27104727120539146
1261,1261,0.06126669928052442,0.1,0,422.0,943.0,0.0,1605.0,1,0.34400029583541747
1262,1262,0.6967299789677863,0.7,0,369.0,799.0,0.0,192.0,1,0.343738692061189
1263,1263,-0.6427302530025794,-0.6,1,368.0,608.0,1.0,124.0,1,0.23546236887776326
1264,1264,-0.6539299228608082,-0.7,1,419.0,992.0,1.0,219.0,1,0.2363720737510428
1265,1265,-0.8807849751374264,-0.9,1,437.0,785.0,1.0,118.0,1,0.37699373029492067
1266,1266,-0.7708541507978255,-0.8,1,352.0,704.0,1.0,414.0,1,0.2007256191409869
1267,1267,-0.7057889313937462,-0.7,1,435.0,656.0,1.0,339.0,1,0.2587880071881255
1268,1268,-0.3449128541912321,-0.3,1,288.0,537.0,1.0,355.0,1,0.2945047818225407
1269,1269,0.1894509673309508,0.2,0,375.0,998.0,0.0,307.0,1,0.27784731858525674
1270,1270,-0.5405765222292265,-0.5,1,461.0,894.0,1.0,135.0,1,0.46218605391492396
1271,1271,-0.6432734596137544,-0.6,1,370.0,835.0,1.0,365.0,1,0.3741596675348007
1272,1272,-0.49188849446683536,-0.5,1,329.0,691.0,1.0,-50.0,1,0.32245157063301755
1273,1273,-0.22485690620551368,-0.2,1,308.0,536.0,1.0,236.0,1,0.43232125954167183
1274,1274,0.6154326858877093,0.6,0,416.0,526.0,0.0,198.0,1,0.23501568253536928
1275,1275,-0.014218539496511307,-0.0,1,372.0,781.0,1.0,-503.0,1,0.4853327142760017
1276,1276,-0.040369649145270525,-0.0,1,379.0,660.0,1.0,491.0,1,0.37238712423510967
1277,1277,0.6813796706217947,0.7,0,489.0,788.0,1.0,-307.0,0,0.45147413033334904
1278,1278,-0.5744028871005882,-0.6,1,388.0,651.0,1.0,-549.0,1,0.38394472215555053
1279,1279,0.6444558803677938,0.6,0,312.0,639.0,0.0,439.0,1,0.21337071831750554
1280,1280,-0.30998238943898904,-0.3,1,440.0,595.0,1.0,435.0,1,0.23103470396661469
1281,1281,0.16944260767071762,0.2,0,415.0,816.0,0.0,269.0,1,0.3887909075814393
1282,1282,-0.5102115945937289,-0.5,1,335.0,535.0,1.0,150.0,1,0.26308467035660205
1283,1283,-0.17802532379819214,-0.2,1,421.0,591.0,1.0,548.0,1,0.20905918939772697
1284,1284,-0.3186376036874241,-0.3,1,310.0,969.0,1.0,231.0,1,0.2208926226824568
1285,1285,-0.5535194674615933,-0.6,1,451.0,588.0,1.0,-119.0,1,0.3815881000804723
1286,1286,-0.5048508830269496,-0.5,1,381.0,504.0,1.0,275.0,1,0.3749994519069685
1287,1287,-0.8838348650129395,-0.9,1,363.0,876.0,1.0,191.0,1,0.2138392724031738
1288,1288,0.37094267997664776,0.4,0,453.0,673.0,0.0,244.0,1,0.3201426946161984
1289,1289,0.1655853314128617,0.2,0,357.0,624.0,0.0,19.0,1,0.33061833674364627
1290,1290,-0.039717809171492924,-0.0,1,276.0,773.0,1.0,691.0,1,0.2751442230786576
1291,1291,-0.22783547002490345,-0.2,1,256.0,962.0,1.0,542.0,1,0.3272101111472614
1292,1292,0.30947516815047305,0.3,0,374.0,990.0,0.0,306.0,1,0.36489992983769826
1293,1293,0.9796471878464825,1.0,0,361.0,613.0,0.0,236.0,1,0.39295530128780065
1294,1294,0.5039165091611018,0.5,0,312.0,940.0,0.0,118.0,1,0.4072182451692318
1295,1295,-0.9272374444354297,-0.9,1,395.0,939.0,1.0,196.0,1,0.2653701832821378
1296,1296,-0.2026667337029886,-0.2,1,250.0,787.0,1.0,183.0,1,0.35480066153115203
1297,1297,-0.3815577974012756,-0.4,1,251.0,598.0,1.0,31.0,1,0.4252726027679236
1298,1298,0.6840980238728345,0.7,0,250.0,854.0,0.0,-144.0,1,0.42850782393057196
1299,1299,0.6283169808842635,0.6,0,365.0,914.0,0.0,311.0,1,0.27165616343487936
1300,1300,0.9080269599723765,0.9,0,466.0,619.0,0.0,195.0,1,0.4882655573964243
1301,1301,-0.2042229678046561,-0.2,1,466.0,757.0,1.0,747.0,1,0.4204915045114399
1302,1302,0.9461948908732036,0.9,0,255.0,520.0,0.0,125.0,1,0.3271671299559762
1303,1303,-0.3927955661152158,-0.4,1,486.0,546.0,1.0,358.0,1,0.23933619465841008
1304,1304,-0.4606882869639173,-0.5,1,498.0,950.0,1.0,282.0,1,0.40573604170824795
1305,1305,0.6086435430816537,0.6,0,325.0,914.0,0.0,371.0,1,0.3403922516884908
1306,1306,0.8454729200736986,0.8,0,429.0,592.0,0.0,219.0,1,0.29676003599350015
1307,1307,0.11079824259497228,0.1,0,407.0,508.0,1.0,305.0,0,0.44686235843367494
1308,1308,-0.3288714216277917,-0.3,1,426.0,588.0,1.0,226.0,1,0.23603494710848957
1309,1309,-0.3796862154387455,-0.4,1,270.0,697.0,1.0,-597.0,1,0.44036612102760786
1310,1310,0.41799091225615803,0.4,0,384.0,853.0,0.0,633.0,1,0.2362187695839183
1311,1311,0.6264921732366917,0.6,0,325.0,861.0,1.0,-986.0,0,0.4570342959638428
1312,1312,0.47905118313997663,0.5,0,275.0,598.0,1.0,-353.0,0,0.39642823732808086
1313,1313,-0.8860182920794457,-0.9,1,309.0,977.0,1.0,-426.0,1,0.37216917794410165
1314,1314,0.4974679591765667,0.5,0,337.0,853.0,1.0,-130.0,0,0.47481761269258127
1315,1315,0.3109087916851956,0.3,0,405.0,967.0,0.0,668.0,1,0.30804685172228424
1316,1316,-0.1946281976297619,-0.2,1,283.0,860.0,1.0,347.0,1,0.33078886054689305
1317,1317,-0.1876963983077593,-0.2,1,353.0,961.0,1.0,536.0,1,0.2890528883756518
1318,1318,0.5682239822969859,0.6,0,286.0,937.0,1.0,-203.0,0,0.4264396037710564
1319,1319,0.08197396639679333,0.1,0,330.0,679.0,0.0,351.0,1,0.37086232274396047
1320,1320,0.007559493639836656,0.0,0,340.0,704.0,0.0,86.0,1,0.41412138173843493
1321,1321,0.673455601833101,0.7,0,405.0,788.0,0.0,347.0,1,0.3315412354865554
1322,1322,0.41636398663065877,0.4,0,393.0,909.0,0.0,388.0,1,0.3240748712338062
1323,1323,-0.4299334330338431,-0.4,1,325.0,796.0,1.0,159.0,1,0.2646707309372465
1324,1324,-0.3748251374794478,-0.4,1,438.0,696.0,1.0,146.0,1,0.3286494999234221
1325,1325,-0.6190332004923598,-0.6,1,465.0,721.0,1.0,434.0,1,0.34435303862702193
1326,1326,-0.8529493668560204,-0.9,1,431.0,975.0,1.0,224.0,1,0.2592579995849831
1327,1327,-0.18870287729074509,-0.2,1,299.0,947.0,1.0,384.0,1,0.3441320236886375
1328,1328,0.6348375146564476,0.6,0,464.0,960.0,0.0,-794.0,1,0.45029745802905424
1329,1329,0.8224717575608111,0.8,0,313.0,743.0,0.0,224.0,1,0.48445433115302083
1330,1330,0.7079894106226747,0.7,0,335.0,746.0,0.0,259.0,1,0.22726446888411705
1331,1331,-0.2505770804717742,-0.3,1,398.0,568.0,1.0,164.0,1,0.28977345447005726
1332,1332,0.6725430512200272,0.7,0,485.0,627.0,0.0,108.0,1,0.3985104463828026
1333,1333,-0.32853858554625415,-0.3,1,411.0,897.0,1.0,252.0,1,0.3490263766968701
1334,1334,-0.9072833497558379,-0.9,1,291.0,805.0,1.0,254.0,1,0.20903047926167095
1335,1335,-0.3654444183735883,-0.4,1,311.0,819.0,0.0,-10.0,0,0.4752726097683184
1336,1336,-0.2989040553643667,-0.3,1,373.0,992.0,1.0,175.0,1,0.391955089351401
1337,1337,0.7439492818470261,0.7,0,297.0,660.0,0.0,-227.0,1,0.47179050492471464
1338,1338,-0.20352731840861016,-0.2,1,376.0,727.0,1.0,-603.0,1,0.44468557261522035
1339,1339,-0.31348716466646853,-0.3,1,385.0,778.0,1.0,87.0,1,0.37815474697585993
1340,1340,-0.679267556977232,-0.7,1,439.0,711.0,1.0,-850.0,1,0.46045749140965364
1341,1341,-0.8341111299322754,-0.8,1,394.0,578.0,1.0,218.0,1,0.32536496433438045
1342,1342,0.00440682977159379,0.0,0,495.0,905.0,1.0,1250.0,0,0.2099174934727748
1343,1343,0.6606234309019687,0.7,0,307.0,929.0,0.0,314.0,1,0.30760690872460483
1344,1344,-0.4754965389807262,-0.5,1,490.0,644.0,1.0,-784.0,1,0.40705638498251095
1345,1345,0.9999311737823644,1.0,0,367.0,999.0,0.0,104.0,1,0.2723988509434806
1346,1346,0.21048067929904257,0.2,0,343.0,999.0,0.0,328.0,1,0.21613888038219975
1347,1347,0.3229582793763306,0.3,0,406.0,932.0,0.0,562.0,1,0.4780002340553624
1348,1348,0.402413086768892,0.4,0,312.0,741.0,0.0,757.0,1,0.25172908352823875
1349,1349,0.24259748510349488,0.2,0,495.0,956.0,1.0,-961.0,0,0.4655946749342498
1350,1350,0.6046177450755716,0.6,0,433.0,985.0,0.0,-558.0,1,0.44615296693042794
1351,1351,-0.29307826675143533,-0.3,1,418.0,931.0,1.0,211.0,1,0.24688508973102563
1352,1352,0.7092178959436646,0.7,0,348.0,754.0,1.0,-102.0,0,0.4802388387113152
1353,1353,-0.00029891376537038994,-0.0,1,347.0,636.0,1.0,2647.0,1,0.3719414774618264
1354,1354,0.3843674136742017,0.4,0,345.0,572.0,0.0,273.0,1,0.23809900820402718
1355,1355,0.983024534321953,1.0,0,430.0,974.0,1.0,-964.0,0,0.4401110843125383
1356,1356,-0.7785629271824019,-0.8,1,302.0,917.0,1.0,121.0,1,0.3192208084387604
1357,1357,0.8636239772204883,0.9,0,463.0,966.0,0.0,171.0,1,0.3068435984398957
1358,1358,-0.814807641269726,-0.8,1,412.0,588.0,1.0,-300.0,1,0.33944611135454383
1359,1359,-0.584504566278732,-0.6,1,392.0,718.0,1.0,340.0,1,0.23109863266891986
1360,1360,-0.21104133303260286,-0.2,1,310.0,549.0,1.0,471.0,1,0.21701760854988514
1361,1361,-0.7737951433313142,-0.8,1,256.0,736.0,1.0,158.0,1,0.38881347513479453
1362,1362,-0.4197146908373357,-0.4,1,403.0,601.0,1.0,406.0,1,0.2238079093032164
1363,1363,0.492705886563954,0.5,0,407.0,807.0,0.0,186.0,1,0.31490598741205317
1364,1364,0.8829747579163341,0.9,0,431.0,774.0,0.0,215.0,1,0.22710097630183743
1365,1365,0.8592927704336542,0.9,0,388.0,661.0,1.0,-709.0,0,0.4859490311112976
1366,1366,0.7931189590719958,0.8,0,281.0,581.0,0.0,118.0,1,0.46529978511917974
1367,1367,-0.2796859906688234,-0.3,1,410.0,874.0,1.0,-674.0,1,0.41722397454710547
1368,1368,0.6208085287767093,0.6,0,286.0,634.0,0.0,250.0,1,0.23831120037584713
1369,1369,-0.7901140960566457,-0.8,1,288.0,878.0,1.0,194.0,1,0.28387988391277585
1370,1370,0.09781508112339288,0.1,0,281.0,972.0,1.0,127.0,0,0.26659368054334415
1371,1371,-0.4513075632716368,-0.5,1,490.0,948.0,1.0,422.0,1,0.3740657815349714
1372,1372,0.43334197404289654,0.4,0,348.0,819.0,0.0,333.0,1,0.20540302229292248
1373,1373,0.5319921338546139,0.5,0,415.0,537.0,0.0,358.0,1,0.27677257184288867
1374,1374,-0.4149299336586132,-0.4,1,467.0,798.0,1.0,-15.0,1,0.43463863983213136
1375,1375,0.11940330240908459,0.1,0,489.0,928.0,0.0,643.0,1,0.3644926440301358
1376,1376,-0.3326242672042765,-0.3,1,368.0,573.0,1.0,389.0,1,0.28297144963981635
1377,1377,-0.1041301677247346,-0.1,1,317.0,666.0,1.0,207.0,1,0.22050567356701947
1378,1378,0.19387933488067843,0.2,0,338.0,593.0,1.0,209.0,0,0.2954038822960664
1379,1379,-0.3602833707045461,-0.4,1,425.0,790.0,1.0,315.0,1,0.2926310167402886
1380,1380,-0.04524718767963565,-0.0,1,484.0,585.0,1.0,261.0,1,0.3150673039245535
1381,1381,-0.1038480531753696,-0.1,1,326.0,749.0,1.0,505.0,1,0.20205235578216776
1382,1382,-0.012851427873800336,-0.0,1,263.0,943.0,1.0,284.0,1,0.21416151672567293
1383,1383,0.6192830252249584,0.6,0,336.0,521.0,0.0,233.0,1,0.3522632302298484
1384,1384,-0.5304770643853229,-0.5,1,379.0,763.0,1.0,218.0,1,0.37907153172093655
1385,1385,0.527745709468256,0.5,0,265.0,829.0,0.0,126.0,1,0.33880187979344845
1386,1386,0.9213375139159614,0.9,0,447.0,704.0,0.0,209.0,1,0.20047177551376638
1387,1387,-0.6126683158191275,-0.6,1,285.0,843.0,1.0,232.0,1,0.2915396415542543
1388,1388,-0.3091825679738116,-0.3,1,495.0,621.0,1.0,144.0,1,0.3545210152363203
1389,1389,0.22020530518418502,0.2,0,261.0,814.0,0.0,335.0,1,0.22221289328636026
1390,1390,0.8864078473282635,0.9,0,321.0,740.0,0.0,209.0,1,0.4539923837570605
1391,1391,0.144650095233946,0.1,0,360.0,527.0,1.0,-767.0,0,0.4995648216326898
1392,1392,0.6992215310853527,0.7,0,292.0,615.0,0.0,193.0,1,0.43312549635842457
1393,1393,0.7363489697495171,0.7,0,355.0,777.0,0.0,488.0,1,0.2004143646793423
